cycle,bridge_output,weighted_center,low_avg,bridge_state,bridge_load,self_state,memory,prediction,correction,strongest_channel,strongest_confidence,continuity,anchor_fit,spread_score,stability,rigidity,adaptive_score,noise,contradiction,pressure,drift
131,0.08888,0.064477,-0.009969,0.055958,0.085338,0.061385,0.039688,0.052122,0.036758,7,0.932972,0.990737,0.938615,0.417889,0.878673,0.830796,0.835905,0.2508,0.0,1.0,0.0
132,0.134797,0.094428,0.509453,0.070149,0.181733,0.079885,0.042726,0.061385,0.073412,7,0.992065,0.9815,0.920115,0.575079,0.877885,0.84374,0.835847,0.2526,0.0,1.0,0.0
133,-0.034647,-0.025615,-0.227873,0.051285,0.106302,0.051023,0.047928,0.079885,-0.114532,6,0.984472,0.971138,0.948977,0.572822,0.880972,0.845695,0.836067,0.2544,0.0,1.0,0.0
134,0.029333,0.043732,-0.512694,0.047334,0.309858,0.045557,0.048361,0.051023,-0.02169,10,0.909527,0.994534,0.954443,0.503869,0.877228,0.761493,0.835798,0.2562,0.0,1.0,0.0
135,-0.032386,0.024679,-0.025113,0.032984,0.065233,0.025916,0.047969,0.045557,-0.077943,9,0.911824,0.980358,0.974084,0.457736,0.884177,0.803294,0.836275,0.258,0.0,1.0,0.0
136,0.036506,0.012052,0.146642,0.033618,0.039998,0.028584,0.044881,0.025916,0.01059,8,0.989163,0.997331,0.971416,0.557943,0.919627,0.861616,0.837204,0.2598,0.0,1.0,0.0
137,0.0726,-0.027308,0.481164,0.040635,0.13857,0.039676,0.0426,0.028584,0.044016,7,0.95451,0.988908,0.960324,0.499287,0.888986,0.828039,0.836548,0.2616,0.0,1.0,0.0
138,0.05903,0.029798,0.053202,0.043946,0.034677,0.044553,0.04219,0.039676,0.019353,11,0.955228,0.995123,0.955447,0.51011,0.906577,0.838843,0.837154,0.2634,0.0,1.0,0.0
139,0.005568,0.04668,0.024706,0.037038,0.055336,0.034729,0.042521,0.044553,-0.038985,11,0.94212,0.990176,0.965271,0.608151,0.916262,0.801686,0.837223,0.2652,0.0,1.0,0.0
140,0.100675,0.058789,0.107289,0.048493,0.04071,0.051347,0.04143,0.034729,0.065946,9,0.926284,0.983382,0.948653,0.48042,0.886981,0.815706,0.83644,0.267,0.0,1.0,0.0
141,0.167612,0.093605,0.408753,0.069934,0.065743,0.080646,0.042819,0.051347,0.116265,4,0.916391,0.970701,0.919354,0.525227,0.870006,0.792952,0.835201,0.2688,0.0,1.0,0.0
142,0.037951,0.052597,0.212656,0.064177,0.120446,0.069887,0.048115,0.080646,-0.042696,8,0.942893,0.989241,0.930113,0.569544,0.894148,0.803139,0.83679,0.2706,0.0,1.0,0.0
143,0.122522,0.097608,0.572557,0.074679,0.243445,0.083151,0.051163,0.069887,0.052636,7,0.966466,0.986736,0.916849,0.574215,0.876494,0.810925,0.835742,0.2724,0.0,1.0,0.0
144,0.031529,0.039113,-0.064197,0.066912,0.049346,0.070142,0.055641,0.083151,-0.051622,11,0.986863,0.986991,0.929858,0.420151,0.876325,0.888508,0.835729,0.2742,0.0,1.0,0.0
145,0.095025,0.127104,-0.053421,0.071973,0.054851,0.076413,0.057671,0.070142,0.024883,10,0.985899,0.993729,0.923587,0.562739,0.902965,0.855514,0.83708,0.276,0.0,1.0,0.0
146,0.024328,0.003824,-0.134007,0.063396,0.116871,0.063287,0.060295,0.076413,-0.052085,10,0.957772,0.986875,0.936713,0.540528,0.889216,0.824831,0.83656,0.2778,0.0,1.0,0.0
147,0.148733,0.09054,0.054815,0.078757,0.118423,0.08482,0.060714,0.063287,0.085445,8,0.87738,0.978468,0.91518,0.518229,0.871138,0.749159,0.835301,0.2796,0.0,1.0,0.0
148,-0.026123,-0.033277,-0.343006,0.059879,0.197762,0.056862,0.064089,0.08482,-0.110943,1,0.962706,0.972042,0.943138,0.646306,0.882378,0.796787,0.836161,0.2814,0.0,1.0,0.0
149,0.029999,0.033439,-0.009366,0.0545,0.01995,0.050093,0.063077,0.056862,-0.026863,6,0.990318,0.99323,0.949907,0.527051,0.907136,0.871973,0.837163,0.2832,0.0,1.0,0.0
150,0.059001,0.142217,-0.088291,0.05531,0.000389,0.052337,0.061259,0.050093,0.008908,11,0.949916,0.997755,0.947663,0.452783,0.902339,0.850257,0.837065,0.285,0.0,1.0,0.0
151,0.009267,-0.017973,0.086178,0.047023,0.017091,0.041484,0.06001,0.052337,-0.04307,4,0.99206,0.989146,0.958516,0.550411,0.908611,0.868919,0.837184,0.2868,0.0,1.0,0.0
152,0.050178,0.024995,0.034136,0.047591,0.036487,0.043675,0.057416,0.041484,0.008695,7,0.961917,0.997809,0.956325,0.591662,0.921786,0.827373,0.837179,0.2886,0.0,1.0,0.0
153,0.025875,-0.077917,0.589835,0.043682,0.227664,0.039189,0.055493,0.043675,-0.017799,2,0.990766,0.995515,0.960811,0.487151,0.885603,0.856273,0.836361,0.2904,0.0,1.0,0.0
154,0.136195,0.063199,1.054076,0.060334,0.472867,0.063635,0.05321,0.039189,0.097006,1,0.937431,0.975555,0.936365,0.573511,0.846097,0.754515,0.832477,0.2922,0.0,1.0,0.0
155,0.108438,0.043179,0.673935,0.068993,0.269689,0.074925,0.05467,0.063635,0.044803,11,0.982331,0.98871,0.925075,0.437688,0.857605,0.853677,0.833931,0.294,0.0,1.0,0.0
156,-0.071707,-0.031699,-0.611066,0.043667,0.280941,0.037974,0.057505,0.074925,-0.146632,4,0.98399,0.963049,0.962026,0.562855,0.856429,0.826449,0.833794,0.2958,0.0,1.0,0.0
157,0.082713,0.042126,0.122727,0.050695,0.019284,0.049248,0.054771,0.037974,0.044739,3,0.942713,0.988726,0.950752,0.571082,0.909092,0.814761,0.83719,0.2976,0.0,1.0,0.0
158,-0.109818,-0.023249,-0.699596,0.021803,0.261527,0.009163,0.053998,0.049248,-0.159066,8,0.967784,0.959915,0.990837,0.507881,0.8539,0.824666,0.833492,0.2994,0.0,1.0,0.0
159,-0.08458,0.011046,-0.649382,0.002654,0.23688,-0.01446,0.047721,0.009163,-0.093744,7,0.97355,0.976377,0.98554,0.438953,0.862704,0.848555,0.83449,0.3012,0.0,1.0,0.0
160,0.022404,-0.058174,0.453025,0.006209,0.172422,-0.00517,0.039016,-0.01446,0.036864,6,0.988532,0.99071,0.99483,0.490532,0.894885,0.859925,0.83682,0.303,0.0,1.0,0.0
161,-0.088998,-0.101527,-0.083449,-0.010928,0.010035,-0.026295,0.03283,-0.00517,-0.083828,5,0.977192,0.978875,0.973705,0.526123,0.898238,0.860241,0.836944,0.3048,0.0,1.0,0.0
162,0.134988,0.104591,0.109425,0.015337,0.04776,0.014348,0.024552,-0.026295,0.161283,9,0.902336,0.959357,0.985652,0.53948,0.878109,0.77792,0.835864,0.3066,0.0,1.0,0.0
163,0.032083,0.024864,-0.039807,0.018351,0.050835,0.018818,0.023124,0.014348,0.017735,8,0.969185,0.995531,0.981182,0.567977,0.920521,0.838129,0.837195,0.3084,0.0,1.0,0.0
164,0.002172,-0.013038,-0.047598,0.015439,0.046085,0.014623,0.022521,0.018818,-0.016646,7,0.978186,0.995805,0.985377,0.50714,0.913219,0.861085,0.837222,0.3102,0.0,1.0,0.0
165,0.075133,0.088659,0.114368,0.026184,0.037969,0.029871,0.021415,0.014623,0.06051,7,0.996381,0.984751,0.970129,0.39711,0.881625,0.904461,0.836111,0.312,0.0,1.0,0.0
166,0.029313,0.024741,-0.063286,0.026747,0.060435,0.029731,0.022599,0.029871,-0.000559,5,0.972948,0.999859,0.970269,0.513031,0.913325,0.852829,0.837222,0.3138,0.0,1.0,0.0
167,-0.026616,-0.109648,0.618656,0.017142,0.298596,0.015531,0.023597,0.029731,-0.056346,10,0.940781,0.985801,0.984469,0.381998,0.858028,0.82091,0.833979,0.3156,0.0,1.0,0.0
168,-0.061582,-0.048327,0.104864,0.002971,0.114006,-0.003901,0.022468,0.015531,-0.077114,9,0.923462,0.980567,0.996099,0.555614,0.899714,0.787546,0.836991,0.3174,0.0,1.0,0.0
169,-0.100996,-0.027502,-0.098157,-0.015743,0.080096,-0.028369,0.018776,-0.003901,-0.097094,8,0.881183,0.975532,0.971631,0.552384,0.890997,0.750047,0.836649,0.3192,0.0,1.0,0.0
170,-0.080526,-0.088431,0.176829,-0.027404,0.145981,-0.041513,0.012176,-0.028369,-0.052157,6,0.931684,0.986857,0.958487,0.480008,0.882651,0.808565,0.836179,0.321,0.0,1.0,0.0
171,-0.080338,-0.127398,-0.064802,-0.036932,0.040876,-0.051297,0.00466,-0.041513,-0.038825,7,0.97455,0.990216,0.948703,0.499257,0.897277,0.859808,0.836911,0.3228,0.0,1.0,0.0
172,-0.042319,-0.009238,-0.160098,-0.037901,0.035381,-0.049034,-0.003174,-0.051297,0.008978,5,0.984556,0.997738,0.950966,0.519388,0.909637,0.866045,0.837196,0.3246,0.0,1.0,0.0
173,0.050633,-0.029692,0.562627,-0.021965,0.221517,-0.023918,-0.009595,-0.049034,0.099667,4,0.983627,0.974884,0.976082,0.541216,0.875583,0.837977,0.835671,0.3264,0.0,1.0,0.0
174,-0.214428,-0.177436,-0.476568,-0.056609,0.117825,-0.071927,-0.0116,-0.023918,-0.19051,8,0.933738,0.951991,0.928073,0.56791,0.852918,0.794659,0.833371,0.3282,0.0,1.0,0.0
175,-0.053046,-0.074982,-0.085137,-0.055967,0.042652,-0.067169,-0.020046,-0.071927,0.01888,7,0.972489,0.995242,0.932831,0.589941,0.91223,0.837584,0.837217,0.33,0.0,1.0,0.0
176,-0.004644,-0.052405,0.077698,-0.046729,0.00154,-0.051413,-0.026643,-0.067169,0.062525,6,0.949469,0.984244,0.948587,0.489134,0.893131,0.841675,0.836747,0.3318,0.0,1.0,0.0
177,0.062899,0.073085,-0.008836,-0.026996,0.032176,-0.022606,-0.030111,-0.051413,0.114312,11,0.957337,0.971193,0.977394,0.518978,0.887473,0.839301,0.836467,0.3336,0.0,1.0,0.0
178,0.011205,0.047339,0.041614,-0.02012,0.056789,-0.014086,-0.02906,-0.022606,0.033811,5,0.966537,0.99148,0.985914,0.536169,0.911907,0.841765,0.837215,0.3354,0.0,1.0,0.0
179,-0.010208,0.048698,-0.019259,-0.018336,0.057403,-0.013109,-0.026964,-0.014086,0.003877,4,0.93932,0.999023,0.986891,0.418476,0.902685,0.840367,0.837073,0.3372,0.0,1.0,0.0
180,0.071935,-0.025463,0.562553,-0.002087,0.19048,0.008323,-0.025024,-0.013109,0.085044,7,0.96137,0.978569,0.991677,0.564136,0.890054,0.814402,0.836603,0.339,0.0,1.0,0.0
181,-0.066776,-0.025052,-0.038825,-0.013731,0.061276,-0.010602,-0.020355,0.008323,-0.075098,7,0.921697,0.981075,0.989398,0.592999,0.909475,0.783884,0.837194,0.3408,0.0,1.0,0.0
182,0.093349,-0.022281,0.591017,0.005543,0.175262,0.015594,-0.01899,-0.010602,0.103951,11,0.935636,0.973804,0.984406,0.512196,0.876756,0.801922,0.835762,0.3426,0.0,1.0,0.0
183,-0.070047,0.023143,-0.809567,-0.008063,0.34431,-0.005988,-0.014148,0.015594,-0.08564,6,0.983079,0.978419,0.994012,0.453479,0.858491,0.841997,0.834032,0.3444,0.0,1.0,0.0
184,0.055295,-0.055546,-0.053437,0.003342,0.18347,0.009456,-0.013006,-0.005988,0.061283,9,0.836063,0.984557,0.990544,0.542785,0.893817,0.694634,0.836776,0.3462,0.0,1.0,0.0
185,0.033938,0.048041,-0.494011,0.008849,0.301726,0.015625,-0.009861,0.009456,0.024483,3,0.898036,0.99383,0.984375,0.564202,0.893804,0.737705,0.836776,0.348,0.0,1.0,0.0
186,0.101629,0.042746,0.031293,0.02555,0.105011,0.037298,-0.006293,0.015625,0.086004,2,0.886305,0.978327,0.962702,0.595849,0.895849,0.742617,0.836858,0.3498,0.0,1.0,0.0
187,-0.028748,-0.049341,-0.123834,0.015776,0.079018,0.020655,-0.00019,0.037298,-0.066046,1,0.980019,0.983356,0.979345,0.468052,0.88894,0.867565,0.836546,0.3516,0.0,1.0,0.0
188,-0.07923,-0.113385,-0.138011,-0.001325,0.0717,-0.004516,0.002728,0.020655,-0.099885,4,0.988897,0.974829,0.995484,0.481266,0.886363,0.874415,0.836405,0.3534,0.0,1.0,0.0
189,0.016246,0.07077,0.009648,0.001838,0.0542,0.000716,0.001714,-0.004516,0.020762,10,0.950668,0.994768,0.999284,0.492459,0.912548,0.835823,0.837219,0.3552,0.0,1.0,0.0
190,0.088542,0.030059,0.441529,0.017444,0.14941,0.022848,0.001574,0.000716,0.087827,9,0.973088,0.977868,0.977152,0.551315,0.887839,0.83387,0.836487,0.357,0.0,1.0,0.0
191,-0.022816,-0.040361,0.552662,0.010198,0.326572,0.011341,0.004552,0.022848,-0.045664,8,0.888528,0.988493,0.988659,0.503469,0.877443,0.738576,0.835814,0.3588,0.0,1.0,0.0
192,0.111619,0.079642,0.667273,0.028453,0.299283,0.036611,0.005503,0.011341,0.100279,2,0.964542,0.97473,0.963389,0.433514,0.848309,0.833255,0.832777,0.3606,0.0,1.0,0.0
193,0.017805,-0.01165,0.08677,0.026537,0.00996,0.031872,0.009858,0.036611,-0.018805,10,0.98485,0.995261,0.968128,0.515541,0.913184,0.870236,0.837222,0.3624,0.0,1.0,0.0
194,-0.041808,0.025436,-0.426095,0.014235,0.158845,0.013305,0.01294,0.031872,-0.07368,4,0.97991,0.981433,0.986695,0.546121,0.892401,0.840702,0.836714,0.3642,0.0,1.0,0.0
195,0.109042,0.145015,-0.012324,0.0313,0.034449,0.03743,0.012991,0.013305,0.095737,10,0.974281,0.975874,0.96257,0.524262,0.889452,0.854809,0.836572,0.366,0.0,1.0,0.0
196,0.087335,0.066331,0.567132,0.041386,0.265474,0.050006,0.016412,0.03743,0.049904,3,0.951389,0.987424,0.949994,0.538178,0.877924,0.801133,0.83585,0.3678,0.0,1.0,0.0
197,-0.052148,-0.015861,0.045799,0.02455,0.097475,0.024263,0.021116,0.050006,-0.102154,3,0.907533,0.974257,0.975737,0.624366,0.899688,0.758475,0.836991,0.3696,0.0,1.0,0.0
198,-0.001945,-0.039552,-0.081614,0.019781,0.087915,0.017659,0.021556,0.024263,-0.026209,1,0.951548,0.993395,0.982341,0.50514,0.905342,0.829867,0.837132,0.3714,0.0,1.0,0.0
199,0.018985,-0.068297,0.439515,0.019638,0.159217,0.017993,0.021011,0.017659,0.001326,1,0.988526,0.999666,0.982007,0.596505,0.91869,0.838188,0.837211,0.3732,0.0,1.0,0.0
200,0.0765,0.03628,0.41726,0.029873,0.161555,0.032737,0.020588,0.017993,0.058507,10,0.99697,0.985256,0.967263,0.565591,0.894374,0.853154,0.8368,0.375,0.0,1.0,0.0
201,-0.058994,-0.111859,0.161419,0.013877,0.075858,0.009621,0.022289,0.032737,-0.091731,3,0.979772,0.976884,0.990379,0.515015,0.89198,0.857366,0.836695,0.3768,0.0,1.0,0.0
202,-0.028193,0.010317,-0.332452,0.006304,0.141479,9.2e-05,0.020515,0.009621,-0.037813,2,0.994536,0.990471,0.999908,0.500326,0.900457,0.867487,0.837013,0.3786,0.0,1.0,0.0
203,0.094649,0.007048,0.66001,0.022206,0.245776,0.02392,0.017656,9.2e-05,0.094557,1,0.982294,0.976172,0.97608,0.515112,0.870649,0.839477,0.835258,0.3804,0.0,1.0,0.0
204,0.048848,-0.046264,0.412328,0.027002,0.116635,0.030202,0.018533,0.02392,0.024928,5,0.958264,0.993718,0.969798,0.559631,0.907861,0.821149,0.837174,0.3822,0.0,1.0,0.0
205,-0.034648,0.035558,-0.488239,0.015905,0.197268,0.01386,0.020167,0.030202,-0.06485,2,0.992588,0.983658,0.98614,0.604778,0.899652,0.835865,0.836989,0.384,0.0,1.0,0.0
206,-0.010943,-0.018793,-0.116135,0.011072,0.07149,0.00761,0.019284,0.01386,-0.024802,7,0.979009,0.99375,0.99239,0.489664,0.907563,0.862704,0.83717,0.3858,0.0,1.0,0.0
207,0.252819,0.099115,1.377283,0.054587,0.510728,0.069402,0.017649,0.00761,0.245209,2,0.962222,0.938207,0.930598,0.475144,0.785269,0.796403,0.750142,0.3876,0.0,1.0,0.0
208,0.071394,-0.014377,0.753105,0.057612,0.317538,0.069904,0.024895,0.069402,0.001991,8,0.965456,0.999498,0.930096,0.387635,0.858367,0.842072,0.834018,0.3894,0.0,1.0,0.0
209,0.033,0.01514,0.21583,0.053182,0.090646,0.060604,0.031196,0.069904,-0.036904,7,0.977096,0.9907,0.939396,0.496181,0.890041,0.857059,0.836602,0.3912,0.0,1.0,0.0
210,0.094433,0.026869,0.646756,0.060607,0.259326,0.069129,0.035313,0.060604,0.033828,11,0.983001,0.991475,0.930871,0.369405,0.852873,0.870613,0.833365,0.393,0.0,1.0,0.0
211,0.06149,0.159451,-0.249872,0.060766,0.082326,0.067204,0.040048,0.069129,-0.007639,10,0.963703,0.998075,0.932796,0.439293,0.888755,0.857179,0.836536,0.3948,0.0,1.0,0.0
212,0.089846,0.083346,-0.047839,0.066,0.089544,0.07291,0.043849,0.067204,0.022642,9,0.947894,0.994294,0.92709,0.526775,0.895594,0.821258,0.836848,0.3966,0.0,1.0,0.0
213,0.029882,0.023828,0.133491,0.059499,0.055709,0.062067,0.047918,0.07291,-0.043028,2,0.977826,0.989157,0.937933,0.519664,0.895004,0.856815,0.836825,0.3984,0.0,1.0,0.0
214,0.081787,0.152846,0.101312,0.063511,0.087511,0.067036,0.049899,0.062067,0.019721,2,0.935841,0.99503,0.932964,0.44057,0.88514,0.828414,0.836333,0.4002,0.0,1.0,0.0
215,0.022495,0.024477,0.063965,0.056128,0.026996,0.055812,0.052298,0.067036,-0.044541,6,0.980102,0.988776,0.944188,0.492187,0.8949,0.868581,0.836821,0.402,0.0,1.0,0.0
216,0.267149,0.212822,0.849891,0.094112,0.291697,0.109069,0.05279,0.055812,0.211337,5,0.967393,0.946743,0.890931,0.540273,0.816359,0.813529,0.805224,0.4038,0.0,1.0,0.0
217,0.070805,0.107041,-0.395944,0.089917,0.241399,0.099427,0.060669,0.109069,-0.038264,9,0.946322,0.990358,0.900573,0.541871,0.871739,0.798142,0.835353,0.4056,0.0,1.0,0.0
218,-0.006531,-0.018932,-0.08092,0.072556,0.057861,0.072725,0.066095,0.099427,-0.105957,6,0.983119,0.973299,0.927275,0.53946,0.87775,0.857494,0.835837,0.4074,0.0,1.0,0.0
219,0.032263,0.023954,0.163384,0.065303,0.069809,0.062529,0.067023,0.072725,-0.040462,9,0.975195,0.989804,0.937471,0.487977,0.889432,0.859463,0.836571,0.4092,0.0,1.0,0.0
220,-0.155508,-0.117319,-0.549847,0.025557,0.195868,0.007584,0.066394,0.062529,-0.218037,1,0.958199,0.945055,0.992416,0.555598,0.851766,0.812464,0.833226,0.411,0.0,1.0,0.0
