cycle,bridge_output,weighted_center,low_avg,bridge_state,bridge_load,self_state,memory,prediction,correction,strongest_channel,strongest_confidence,continuity,anchor_fit,spread_score,stability,rigidity,adaptive_score,noise,contradiction,pressure,drift
131,0.005913,0.000962,-0.001843,0.001344,0.009935,0.000947,0.002186,-0.000726,0.006639,2,0.990684,0.998327,0.999053,0.547816,0.929113,0.868973,0.837026,0.02,0.0,1.0,0.0
132,0.005919,0.004318,0.011241,0.002167,0.001485,0.0022,0.002012,0.000947,0.004972,1,0.997285,0.998747,0.9978,0.560096,0.931946,0.873886,0.836938,0.02,0.0,1.0,0.0
133,-0.009038,-0.004545,0.012263,0.00015,0.017573,-0.000632,0.002039,0.0022,-0.011238,11,0.986719,0.997168,0.999368,0.561872,0.929268,0.860998,0.837021,0.02,0.0,1.0,0.0
134,0.002879,0.00034,-0.015357,0.000642,0.01365,0.000253,0.001665,-0.000632,0.003511,10,0.992378,0.999115,0.999747,0.555388,0.930912,0.868555,0.836972,0.02,0.0,1.0,0.0
135,-0.005453,-0.002732,0.001699,-0.000455,0.007193,-0.001185,0.001467,0.000253,-0.005706,9,0.993384,0.998562,0.998815,0.552505,0.930288,0.87097,0.836991,0.02,0.0,1.0,0.0
136,0.001641,0.001029,0.004009,-7.8e-05,0.000769,-0.000473,0.001096,-0.001185,0.002825,8,0.998892,0.999288,0.999527,0.561211,0.933208,0.875333,0.836893,0.02,0.0,1.0,0.0
137,-0.000529,-0.004877,0.003898,-0.000159,0.001981,-0.000487,0.000876,-0.000473,-5.6e-05,7,0.996359,0.999986,0.999513,0.555668,0.933015,0.873874,0.8369,0.02,0.0,1.0,0.0
138,0.003777,-0.000597,0.011062,0.000549,0.000294,0.000587,0.000685,-0.000487,0.004264,6,0.995171,0.998925,0.999413,0.555377,0.931955,0.872952,0.836938,0.02,0.0,1.0,0.0
139,0.005303,0.003227,0.000539,0.001405,0.005073,0.001776,0.000672,0.000587,0.004716,5,0.994873,0.998812,0.998224,0.56342,0.932262,0.870312,0.836927,0.02,0.0,1.0,0.0
140,0.01752,0.007609,0.009003,0.004306,0.015682,0.005743,0.000826,0.001776,0.015744,4,0.981184,0.996033,0.994257,0.55427,0.925797,0.857363,0.837108,0.02,0.0,1.0,0.0
141,0.01589,0.008588,-0.000837,0.006391,0.017824,0.0083,0.001515,0.005743,0.010146,3,0.984004,0.997443,0.9917,0.558151,0.927069,0.859072,0.837079,0.02,0.0,1.0,0.0
142,-0.003879,0.001912,0.015919,0.004542,0.018057,0.005231,0.002465,0.0083,-0.01218,2,0.98614,0.996931,0.994769,0.561211,0.927712,0.860507,0.837063,0.02,0.0,1.0,0.0
143,0.010853,0.006869,0.016036,0.005678,0.00114,0.006648,0.002852,0.005231,0.005622,1,0.993856,0.998583,0.993352,0.560126,0.930694,0.870491,0.836979,0.02,0.0,1.0,0.0
144,0.001865,0.002246,-0.004839,0.004992,0.003616,0.005443,0.003383,0.006648,-0.004782,11,0.998889,0.998795,0.994557,0.548704,0.929265,0.87774,0.837021,0.02,0.0,1.0,0.0
145,0.006695,0.007835,0.001882,0.005298,0.001672,0.005758,0.003672,0.005443,0.001253,10,0.999063,0.999684,0.994242,0.559839,0.932024,0.875698,0.836935,0.02,0.0,1.0,0.0
146,-0.01144,-0.002573,0.003601,0.002285,0.018484,0.001424,0.003964,0.005758,-0.017199,9,0.981381,0.995666,0.998576,0.559535,0.926986,0.856066,0.837081,0.02,0.0,1.0,0.0
147,0.009938,0.006088,0.001004,0.003663,0.009467,0.00357,0.003608,0.001424,0.008514,8,0.9906,0.997855,0.99643,0.556341,0.929266,0.867069,0.837021,0.02,0.0,1.0,0.0
148,-0.008066,-0.001977,-0.009622,0.001552,0.005561,0.000637,0.003603,0.00357,-0.011635,7,0.989584,0.997068,0.999363,0.565616,0.93092,0.864481,0.836972,0.02,0.0,1.0,0.0
149,-0.000124,-0.000549,-0.001715,0.00125,0.001409,0.000446,0.003188,0.000637,-0.000761,6,0.999529,0.999808,0.999554,0.556877,0.933069,0.876847,0.836898,0.02,0.0,1.0,0.0
150,0.011124,0.009598,-0.006475,0.003027,0.012187,0.003137,0.002804,0.000446,0.010678,5,0.990592,0.997309,0.996863,0.552566,0.927939,0.867565,0.837058,0.02,0.0,1.0,0.0
151,0.000271,-0.003113,0.014664,0.002531,0.005026,0.002414,0.00285,0.003137,-0.002865,4,0.999466,0.999278,0.997586,0.559129,0.931973,0.875855,0.836937,0.02,0.0,1.0,0.0
152,-0.007032,0.000402,0.001895,0.00081,0.013286,3.4e-05,0.002789,0.002414,-0.009447,3,0.986786,0.997619,0.999966,0.563348,0.930562,0.861256,0.836983,0.02,0.0,1.0,0.0
153,-0.000888,-0.003551,0.010185,0.000504,0.003804,-0.000198,0.002404,3.4e-05,-0.000922,2,0.99978,0.999768,0.999802,0.555133,0.932586,0.877194,0.836916,0.02,0.0,1.0,0.0
154,0.001782,0.001784,0.025266,0.000734,0.014093,0.000301,0.002039,-0.000198,0.00198,1,0.996013,0.999501,0.999699,0.560138,0.931991,0.871091,0.836936,0.02,0.0,1.0,0.0
155,0.002404,0.001948,0.012444,0.001035,0.005538,0.000831,0.001796,0.000301,0.002103,11,0.999321,0.99947,0.999169,0.551058,0.931318,0.877424,0.836959,0.02,0.0,1.0,0.0
156,-0.007216,-0.003547,-0.026582,-0.000451,0.007705,-0.001197,0.001661,0.000831,-0.008047,10,0.996824,0.997972,0.998803,0.559535,0.930643,0.872801,0.83698,0.02,0.0,1.0,0.0
157,0.011199,0.004437,-0.003295,0.001646,0.015909,0.001927,0.001261,-0.001197,0.012396,9,0.985133,0.996876,0.998073,0.561027,0.928665,0.859798,0.837038,0.02,0.0,1.0,0.0
158,-0.004188,-0.002994,-0.010038,0.000596,0.002236,0.000386,0.001354,0.001927,-0.006115,8,0.997704,0.998459,0.999614,0.555449,0.931312,0.875236,0.836959,0.02,0.0,1.0,0.0
159,-0.002911,-0.000776,-0.010898,-3.5e-05,0.002515,-0.000445,0.001218,0.000386,-0.003297,7,0.998031,0.999169,0.999555,0.552697,0.931633,0.876136,0.836948,0.02,0.0,1.0,0.0
160,-0.002952,-0.005418,0.002311,-0.00056,0.000528,-0.001077,0.000985,-0.000445,-0.002507,6,0.999512,0.999368,0.998923,0.556114,0.932404,0.877103,0.836922,0.02,0.0,1.0,0.0
161,-0.005849,-0.005848,-0.009075,-0.001512,0.001935,-0.00228,0.000697,-0.001077,-0.004772,5,0.998565,0.998798,0.99772,0.557893,0.931605,0.875596,0.836949,0.02,0.0,1.0,0.0
162,0.016095,0.009002,-0.002554,0.001657,0.018755,0.002351,0.00028,-0.00228,0.018375,4,0.981689,0.99537,0.997649,0.559298,0.926367,0.856393,0.837096,0.02,0.0,1.0,0.0
163,0.00292,0.000973,0.005376,0.001884,0.000603,0.002494,0.00057,0.002351,0.000569,3,0.997849,0.999857,0.997506,0.560331,0.933209,0.874504,0.836893,0.02,0.0,1.0,0.0
164,0.003836,0.001888,-0.009058,0.002236,0.009815,0.002832,0.000839,0.002494,0.001342,2,0.994458,0.999662,0.997168,0.556319,0.931388,0.87089,0.836956,0.02,0.0,1.0,0.0
165,0.013894,0.008013,0.005686,0.004334,0.011197,0.00562,0.001118,0.002832,0.011061,1,0.987274,0.997213,0.99438,0.548894,0.926761,0.865173,0.837087,0.02,0.0,1.0,0.0
166,0.005598,0.003357,-0.000341,0.004562,0.005954,0.005614,0.001749,0.00562,-2.2e-05,11,0.995653,0.999995,0.994386,0.556605,0.931486,0.872485,0.836953,0.02,0.0,1.0,0.0
167,-0.004767,-0.009321,0.02384,0.002883,0.012306,0.002998,0.00229,0.005614,-0.010381,10,0.995742,0.997384,0.997002,0.552317,0.928006,0.872755,0.837056,0.02,0.0,1.0,0.0
168,-0.001704,0.001059,0.000688,0.002057,0.004383,0.001813,0.002389,0.002998,-0.004702,9,0.995062,0.998815,0.998187,0.560087,0.931825,0.871318,0.836942,0.02,0.0,1.0,0.0
169,-0.005259,-0.001727,0.001069,0.00074,0.007563,3.1e-05,0.002308,0.001813,-0.007072,8,0.992337,0.998218,0.999969,0.559123,0.931155,0.868422,0.836964,0.02,0.0,1.0,0.0
170,-0.004283,-0.003566,0.010449,-0.000164,0.009605,-0.001056,0.00199,3.1e-05,-0.004315,7,0.994509,0.998913,0.998944,0.556154,0.931009,0.871003,0.836969,0.02,0.0,1.0,0.0
171,-0.011138,-0.007377,-0.001403,-0.002139,0.009852,-0.003597,0.001563,-0.001056,-0.010082,6,0.989811,0.997459,0.996403,0.55608,0.928749,0.866291,0.837036,0.02,0.0,1.0,0.0
172,-0.002772,-0.001005,-0.009953,-0.002253,0.002424,-0.003389,0.000841,-0.003597,0.000825,5,0.999333,0.999792,0.996611,0.557189,0.932262,0.87646,0.836927,0.02,0.0,1.0,0.0
173,-0.001108,-0.003247,0.006707,-0.002047,0.002408,-0.002814,0.000249,-0.003389,0.002281,4,0.998867,0.999425,0.997186,0.558077,0.932139,0.875801,0.836931,0.02,0.0,1.0,0.0
174,-0.01667,-0.011878,-0.010511,-0.004679,0.008806,-0.006306,-0.00018,-0.002814,-0.013856,3,0.987716,0.996508,0.993694,0.560159,0.927748,0.863424,0.837062,0.02,0.0,1.0,0.0
175,-0.008204,-0.005991,-0.005498,-0.005314,0.003985,-0.006784,-0.001038,-0.006306,-0.001899,2,0.995451,0.999522,0.993216,0.560583,0.93147,0.871645,0.836954,0.02,0.0,1.0,0.0
176,0.003195,-0.002817,0.004053,-0.003782,0.005898,-0.004269,-0.001842,-0.006784,0.009979,1,0.990699,0.997485,0.995731,0.555448,0.92891,0.867793,0.837032,0.02,0.0,1.0,0.0
177,0.002952,0.002057,0.006376,-0.00257,0.0011,-0.00245,-0.002182,-0.004269,0.007221,11,0.997393,0.99818,0.99755,0.556675,0.930789,0.874793,0.836976,0.02,0.0,1.0,0.0
178,0.004909,0.003939,0.000467,-0.001224,0.003701,-0.000595,-0.002219,-0.00245,0.007359,10,0.995417,0.998145,0.999405,0.557884,0.931136,0.872239,0.836965,0.02,0.0,1.0,0.0
179,0.002893,0.001918,-0.007599,-0.000483,0.007336,0.000284,-0.001992,-0.000595,0.003488,9,0.995487,0.999121,0.999716,0.550674,0.930835,0.873459,0.836974,0.02,0.0,1.0,0.0
180,-0.008702,-0.003864,0.006983,-0.001962,0.014572,-0.001981,-0.001673,0.000284,-0.008986,8,0.988204,0.997736,0.998019,0.562024,0.929875,0.86281,0.837004,0.02,0.0,1.0,0.0
181,-0.005264,-0.00269,-0.006576,-0.002556,0.001958,-0.002808,-0.001716,-0.001981,-0.003283,7,0.995964,0.999173,0.997192,0.560751,0.93231,0.872364,0.836925,0.02,0.0,1.0,0.0
182,0.002606,-0.002743,0.011705,-0.001627,0.000246,-0.001444,-0.001869,-0.002808,0.005414,6,0.994306,0.998636,0.998556,0.556347,0.931575,0.87188,0.83695,0.02,0.0,1.0,0.0
183,0.00884,0.001615,-0.022787,0.000257,0.026683,0.001148,-0.00181,-0.001444,0.010284,5,0.982013,0.997409,0.998852,0.555139,0.927481,0.85668,0.837069,0.02,0.0,1.0,0.0
184,-0.009266,-0.006258,0.00527,-0.001457,0.01193,-0.001476,-0.001396,0.001148,-0.010414,4,0.989928,0.997376,0.998524,0.559384,0.929475,0.865432,0.837015,0.02,0.0,1.0,0.0
185,0.004394,0.002856,-0.00816,-0.000404,0.009173,3e-06,-0.001407,-0.001476,0.00587,3,0.993679,0.998521,0.999997,0.561434,0.931679,0.869063,0.836947,0.02,0.0,1.0,0.0
186,0.005592,0.001918,0.004082,0.000675,0.004825,0.001411,-0.00121,3e-06,0.005589,2,0.993511,0.998592,0.998589,0.560953,0.931767,0.869522,0.836944,0.02,0.0,1.0,0.0
187,-0.002829,-0.00324,-0.013782,4.4e-05,0.007009,0.000343,-0.000843,0.001411,-0.004241,1,0.99884,0.998931,0.999657,0.554601,0.931235,0.875987,0.836961,0.02,0.0,1.0,0.0
188,-0.00569,-0.005443,-0.003347,-0.000988,0.00167,-0.001178,-0.000677,0.000343,-0.006033,11,0.996919,0.99848,0.998822,0.55539,0.931184,0.874533,0.836963,0.02,0.0,1.0,0.0
189,-4.6e-05,0.001418,0.007151,-0.000818,0.005879,-0.000893,-0.000747,-0.001178,0.001131,10,0.997295,0.999715,0.999107,0.555799,0.932247,0.874314,0.836928,0.02,0.0,1.0,0.0
190,0.002709,0.002256,0.00389,-0.000183,0.000225,1.5e-05,-0.000767,-0.000893,0.003602,9,0.998425,0.999092,0.999985,0.559479,0.932903,0.875313,0.836904,0.02,0.0,1.0,0.0
191,-0.003911,-0.002371,0.010518,-0.000854,0.0103,-0.000974,-0.000658,1.5e-05,-0.003926,8,0.993919,0.999011,0.999026,0.557568,0.93128,0.870018,0.83696,0.02,0.0,1.0,0.0
192,0.007456,0.006487,0.003229,0.000641,0.003569,0.00115,-0.000702,-0.000974,0.00843,7,0.994877,0.997876,0.99885,0.552043,0.929839,0.872999,0.837005,0.02,0.0,1.0,0.0
193,0.016546,0.004915,0.00777,0.003504,0.017672,0.00503,-0.000443,0.00115,0.015396,6,0.979502,0.99612,0.99497,0.560266,0.926772,0.854122,0.837086,0.02,0.0,1.0,0.0
194,0.00424,0.003636,0.001402,0.003637,0.002346,0.004831,0.000323,0.00503,-0.00079,5,0.998379,0.999801,0.995169,0.559579,0.932277,0.87499,0.836927,0.02,0.0,1.0,0.0
195,0.009002,0.006569,0.010857,0.004602,0.001482,0.005882,0.000954,0.004831,0.004172,4,0.995432,0.998949,0.994118,0.559312,0.931128,0.872206,0.836965,0.02,0.0,1.0,0.0
196,0.003266,0.004569,0.010893,0.004362,0.005966,0.005223,0.001644,0.005882,-0.002616,3,0.996847,0.999341,0.994777,0.558848,0.931204,0.873184,0.836962,0.02,0.0,1.0,0.0
197,0.006061,0.00184,0.005935,0.004668,0.004578,0.005434,0.002145,0.005223,0.000838,2,0.994442,0.999789,0.994566,0.563923,0.932541,0.869829,0.836917,0.02,0.0,1.0,0.0
198,0.002101,-0.000687,0.003877,0.004206,0.001909,0.004594,0.002606,0.005434,-0.003333,1,0.998001,0.99916,0.995406,0.557018,0.931295,0.875227,0.836959,0.02,0.0,1.0,0.0
199,-0.00944,-0.003963,0.010231,0.00175,0.017645,0.001058,0.002884,0.004594,-0.014034,11,0.985192,0.996463,0.998942,0.562083,0.928416,0.859417,0.837045,0.02,0.0,1.0,0.0
200,0.003139,0.002534,0.009091,0.002,0.002926,0.001582,0.002628,0.001058,0.002081,10,0.999641,0.999476,0.998418,0.560203,0.932769,0.876045,0.836909,0.02,0.0,1.0,0.0
201,-0.004523,-0.003547,0.002893,0.000826,0.00549,4.4e-05,0.002482,0.001582,-0.006105,9,0.99519,0.998462,0.999956,0.557749,0.93142,0.871827,0.836955,0.02,0.0,1.0,0.0
202,-0.007158,-0.004712,0.004662,-0.000611,0.009701,-0.001771,0.002141,4.4e-05,-0.007202,8,0.992089,0.998185,0.998229,0.558854,0.93043,0.867977,0.836987,0.02,0.0,1.0,0.0
203,0.009825,0.001968,0.011111,0.001267,0.007609,0.001151,0.001593,-0.001771,0.011596,7,0.987543,0.997078,0.998849,0.558373,0.929511,0.863788,0.837014,0.02,0.0,1.0,0.0
204,-0.002026,-0.002906,0.008528,0.000674,0.005394,0.00035,0.001531,0.001151,-0.003177,6,0.997686,0.999199,0.99965,0.56125,0.932685,0.873564,0.836912,0.02,0.0,1.0,0.0
205,-0.001486,-0.000489,0.004809,0.000286,0.004839,-0.000112,0.001366,0.00035,-0.001836,5,0.99696,0.999537,0.999888,0.564815,0.933704,0.87212,0.836875,0.02,0.0,1.0,0.0
206,-0.002306,0.001499,-0.0164,-0.000181,0.004397,-0.000665,0.001159,-0.000112,-0.002194,4,0.997837,0.999447,0.999335,0.556756,0.932303,0.874823,0.836926,0.02,0.0,1.0,0.0
207,0.011249,0.004954,0.02828,0.001876,0.003504,0.002337,0.000904,-0.000665,0.011914,3,0.992044,0.996998,0.997663,0.555305,0.929077,0.869457,0.837027,0.02,0.0,1.0,0.0
208,-0.004876,-0.001995,0.014103,0.000661,0.014461,0.000519,0.001104,0.002337,-0.007214,2,0.990562,0.998182,0.999481,0.552069,0.929246,0.867372,0.837022,0.02,0.0,1.0,0.0
209,-0.000318,-0.001576,0.018901,0.000485,0.01019,0.000308,0.001022,0.000519,-0.000838,1,0.997214,0.999789,0.999692,0.557262,0.932262,0.873393,0.836927,0.02,0.0,1.0,0.0
210,-0.000756,-0.0019,0.005989,0.000261,0.002827,4e-05,0.000922,0.000308,-0.001064,11,0.999468,0.999732,0.99996,0.549996,0.931913,0.87813,0.836939,0.02,0.0,1.0,0.0
211,-0.000583,0.00412,-0.020127,0.000109,0.00671,-0.000117,0.000799,4e-05,-0.000623,10,0.99863,0.999843,0.999883,0.55364,0.932174,0.876024,0.83693,0.02,0.0,1.0,0.0
212,0.00226,0.001406,-0.003759,0.000497,0.004523,0.000482,0.000671,-0.000117,0.002377,9,0.996966,0.999401,0.999518,0.557732,0.932432,0.873722,0.836921,0.02,0.0,1.0,0.0
213,-0.005493,-0.002636,0.00699,-0.000582,0.010537,-0.001024,0.000644,0.000482,-0.005975,8,0.992123,0.998494,0.998976,0.559325,0.930942,0.867807,0.836971,0.02,0.0,1.0,0.0
214,0.0109,0.006501,0.007487,0.001485,0.006741,0.001981,0.000411,-0.001024,0.011924,7,0.990013,0.996995,0.998019,0.552937,0.928485,0.867558,0.837043,0.02,0.0,1.0,0.0
215,-0.000251,-8.6e-05,0.001464,0.001173,0.001205,0.001419,0.000631,0.001981,-0.002232,6,0.998865,0.999437,0.998581,0.555569,0.932245,0.876495,0.836928,0.02,0.0,1.0,0.0
216,0.00859,0.010326,0.006347,0.002508,0.000507,0.003226,0.000741,0.001419,0.007171,5,0.998345,0.998193,0.996774,0.561279,0.931358,0.874803,0.836957,0.02,0.0,1.0,0.0
217,0.012135,0.004889,0.007532,0.004241,0.010491,0.005471,0.001089,0.003226,0.008909,4,0.987342,0.997755,0.994529,0.559454,0.929046,0.863004,0.837028,0.02,0.0,1.0,0.0
218,-0.010946,-0.006257,0.00832,0.001507,0.016561,0.001334,0.001702,0.005471,-0.016417,3,0.985333,0.995863,0.998666,0.564431,0.928151,0.859171,0.837052,0.02,0.0,1.0,0.0
219,-0.003204,-0.003152,0.006014,0.000659,0.005586,0.00019,0.001651,0.001334,-0.004537,2,0.996433,0.998857,0.99981,0.557978,0.93184,0.873007,0.836941,0.02,0.0,1.0,0.0
220,-0.006044,-0.007365,-0.002972,-0.000547,0.000434,-0.001381,0.001446,0.00019,-0.006234,1,0.998287,0.998429,0.998619,0.56234,0.932244,0.87452,0.836928,0.02,0.0,1.0,0.0
