cycle,bridge_output,weighted_center,low_avg,bridge_state,bridge_load,self_state,memory,prediction,correction,strongest_channel,strongest_confidence,continuity,anchor_fit,spread_score,stability,rigidity,adaptive_score,noise,contradiction,pressure,drift
131,0.007466,0.001414,-0.002473,0.001431,0.012419,0.001378,0.002344,-4.2e-05,0.007508,2,0.988571,0.99858,0.998622,0.545223,0.92827,0.867131,0.837049,0.025,0.0,2.31,0.0
132,0.007445,0.00546,0.014067,0.002514,0.001856,0.002522,0.002208,0.001378,0.006067,1,0.996619,0.998856,0.997478,0.560588,0.931715,0.873067,0.836946,0.025,0.0,2.32,0.0
133,-0.011388,-0.005787,0.015263,1.1e-05,0.021966,-9.5e-05,0.002252,0.002522,-0.013911,11,0.983434,0.997383,0.999905,0.56276,0.928626,0.856991,0.837039,0.025,0.0,2.33,0.0
134,0.003657,0.000587,-0.019323,0.000668,0.017063,0.000609,0.001924,-9.5e-05,0.003752,10,0.990648,0.999296,0.999391,0.554675,0.930381,0.866572,0.836988,0.025,0.0,2.34,0.0
135,-0.006693,-0.003254,0.002179,-0.000657,0.008992,-0.000758,0.00174,0.000609,-0.007302,9,0.991705,0.998633,0.999242,0.551048,0.929698,0.869395,0.837009,0.025,0.0,2.35,0.0
136,0.00215,0.001435,0.005023,-0.000152,0.000961,-0.000215,0.00139,-0.000758,0.002908,8,0.998748,0.999457,0.999785,0.56192,0.933394,0.87501,0.836887,0.025,0.0,2.36,0.0
137,-0.000501,-0.005908,0.004983,-0.000215,0.002476,-0.000268,0.001165,-0.000215,-0.000287,7,0.995475,0.999947,0.999732,0.555011,0.932864,0.873076,0.836906,0.025,0.0,2.37,0.0
138,0.004843,-0.000596,0.013899,0.000695,0.000368,0.000681,0.000965,-0.000268,0.005111,6,0.994002,0.999051,0.999319,0.55468,0.931688,0.871928,0.836947,0.025,0.0,2.38,0.0
139,0.006644,0.004014,0.000751,0.001766,0.006342,0.001786,0.000925,0.000681,0.005963,5,0.99355,0.998895,0.998214,0.564725,0.932104,0.868549,0.836932,0.025,0.0,2.39,0.0
140,0.021754,0.009277,0.011264,0.005364,0.019603,0.005476,0.001045,0.001786,0.019968,4,0.97639,0.99631,0.994524,0.553265,0.92456,0.85232,0.837134,0.025,0.0,2.4,0.0
141,0.019469,0.01016,-0.001116,0.007903,0.02228,0.008055,0.001666,0.005476,0.013993,3,0.979691,0.997421,0.991945,0.558109,0.925902,0.854233,0.837106,0.025,0.0,2.41,0.0
142,-0.005461,0.001622,0.019565,0.005497,0.022571,0.00557,0.00256,0.008055,-0.013516,2,0.983012,0.997515,0.99443,0.561944,0.927193,0.856676,0.837076,0.025,0.0,2.42,0.0
143,0.013057,0.008077,0.019537,0.006858,0.001424,0.006943,0.002982,0.00557,0.007487,1,0.992315,0.998627,0.993057,0.560622,0.930306,0.868807,0.836991,0.025,0.0,2.43,0.0
144,0.001871,0.002265,-0.006363,0.005961,0.004521,0.006016,0.003536,0.006943,-0.005072,11,0.998853,0.999072,0.993984,0.546344,0.928703,0.878115,0.837037,0.025,0.0,2.44,0.0
145,0.007968,0.009396,0.001945,0.006322,0.002089,0.006372,0.003883,0.006016,0.001952,10,0.998812,0.999644,0.993628,0.56025,0.931738,0.875307,0.836945,0.025,0.0,2.45,0.0
146,-0.014624,-0.003541,0.00418,0.002552,0.023104,0.002552,0.004232,0.006372,-0.020996,9,0.976788,0.99618,0.997448,0.559837,0.925682,0.850851,0.837111,0.025,0.0,2.46,0.0
147,0.01233,0.007653,0.000923,0.004312,0.011833,0.004326,0.003997,0.002552,0.009778,8,0.988512,0.998226,0.995674,0.555883,0.92863,0.864798,0.837039,0.025,0.0,2.47,0.0
148,-0.010162,-0.002581,-0.012055,0.001706,0.006951,0.001704,0.004043,0.004326,-0.014488,7,0.987017,0.997378,0.998296,0.567481,0.930317,0.861337,0.83699,0.025,0.0,2.48,0.0
149,-7.6e-05,-0.000476,-0.0023,0.001386,0.001761,0.001383,0.003715,0.001704,-0.00178,6,0.999636,0.999679,0.998617,0.556557,0.932509,0.876982,0.836918,0.025,0.0,2.49,0.0
150,0.014068,0.012219,-0.008035,0.003668,0.015234,0.003666,0.003389,0.001383,0.012685,5,0.988367,0.997717,0.996334,0.55114,0.927009,0.865288,0.837081,0.025,0.0,2.5,0.0
151,0.000356,-0.003914,0.018418,0.003072,0.006282,0.003072,0.003428,0.003666,-0.00331,4,0.999407,0.999406,0.996928,0.559359,0.931667,0.875594,0.836947,0.025,0.0,2.51,0.0
152,-0.008809,0.000521,0.002284,0.000934,0.016607,0.000945,0.003378,0.003072,-0.011881,3,0.983446,0.997873,0.999055,0.56461,0.92978,0.857239,0.837007,0.025,0.0,2.52,0.0
153,-0.001003,-0.004256,0.012704,0.000585,0.004754,0.000597,0.003037,0.000945,-0.001948,2,0.999867,0.999652,0.999403,0.554351,0.932034,0.877339,0.836935,0.025,0.0,2.53,0.0
154,0.00248,0.002546,0.031725,0.000926,0.017616,0.000933,0.002696,0.000597,0.001883,1,0.994908,0.999665,0.999067,0.560636,0.931623,0.869454,0.836949,0.025,0.0,2.54,0.0
155,0.003191,0.002632,0.01572,0.001334,0.006922,0.001334,0.002449,0.000933,0.002258,11,0.999106,0.999599,0.998666,0.549275,0.930794,0.877434,0.836976,0.025,0.0,2.55,0.0
156,-0.008879,-0.00429,-0.03309,-0.000505,0.009632,-0.000475,0.002293,0.001334,-0.010213,10,0.996022,0.998191,0.999525,0.559879,0.930315,0.871693,0.83699,0.025,0.0,2.56,0.0
157,0.014207,0.005814,-0.004017,0.002143,0.019886,0.002118,0.001905,-0.000475,0.014682,9,0.981585,0.997407,0.997882,0.561725,0.928026,0.855619,0.837055,0.025,0.0,2.57,0.0
158,-0.005124,-0.003707,-0.012303,0.000835,0.002795,0.000842,0.001935,0.002118,-0.007242,8,0.997279,0.998724,0.999158,0.554779,0.930896,0.874892,0.836972,0.025,0.0,2.58,0.0
159,-0.003518,-0.000791,-0.013605,5.2e-05,0.003143,7.6e-05,0.001782,0.000842,-0.00436,7,0.997466,0.999234,0.999924,0.551288,0.931258,0.875806,0.836961,0.025,0.0,2.59,0.0
160,-0.003466,-0.006493,0.003015,-0.000581,0.00066,-0.000544,0.001543,7.6e-05,-0.003542,6,0.999473,0.999379,0.999456,0.555566,0.932238,0.87717,0.836928,0.025,0.0,2.6,0.0
161,-0.007078,-0.00705,-0.011159,-0.001751,0.002418,-0.001686,0.001251,-0.000544,-0.006534,5,0.99811,0.998858,0.998314,0.557808,0.931359,0.875102,0.836957,0.025,0.0,2.61,0.0
162,0.02046,0.011657,-0.002964,0.002247,0.023444,0.002173,0.00084,-0.001686,0.022146,4,0.977264,0.996141,0.997827,0.559554,0.925459,0.851349,0.837116,0.025,0.0,2.62,0.0
163,0.003726,0.001157,0.007035,0.002513,0.000754,0.002443,0.001026,0.002173,0.001553,3,0.997046,0.99973,0.997557,0.560866,0.933052,0.873565,0.836899,0.025,0.0,2.63,0.0
164,0.00463,0.002118,-0.011354,0.002894,0.012269,0.002822,0.001225,0.002443,0.002187,2,0.992962,0.999621,0.997178,0.555848,0.930894,0.869203,0.836972,0.025,0.0,2.64,0.0
165,0.017176,0.009749,0.007052,0.005465,0.013997,0.005302,0.001448,0.002822,0.014355,1,0.983978,0.99752,0.994698,0.546571,0.925645,0.862053,0.837112,0.025,0.0,2.65,0.0
166,0.006613,0.003649,-0.000523,0.005672,0.007443,0.005528,0.001988,0.005302,0.00131,11,0.994264,0.999774,0.994472,0.556209,0.930975,0.871005,0.83697,0.025,0.0,2.66,0.0
167,-0.006384,-0.012136,0.029479,0.003502,0.015383,0.003481,0.002483,0.005528,-0.011912,10,0.99485,0.997953,0.996519,0.550736,0.927205,0.871842,0.837076,0.025,0.0,2.67,0.0
168,-0.002429,0.001043,0.000528,0.002434,0.005478,0.002468,0.002623,0.003481,-0.00591,9,0.993757,0.998987,0.997532,0.560549,0.931432,0.869778,0.836955,0.025,0.0,2.68,0.0
169,-0.006612,-0.002141,0.001196,0.000806,0.009454,0.000917,0.002601,0.002468,-0.00908,8,0.990336,0.998448,0.999083,0.55936,0.930448,0.866142,0.836986,0.025,0.0,2.69,0.0
170,-0.005257,-0.004279,0.013015,-0.000285,0.012006,-0.000135,0.002366,0.000917,-0.006173,7,0.992952,0.998948,0.999865,0.555609,0.930557,0.869277,0.836983,0.025,0.0,2.7,0.0
171,-0.013624,-0.008813,-0.001652,-0.002687,0.012315,-0.002427,0.002015,-0.000135,-0.013489,6,0.987074,0.997708,0.997573,0.555548,0.928108,0.863376,0.837053,0.025,0.0,2.71,0.0
172,-0.002939,-0.000547,-0.012242,-0.002732,0.003029,-0.002514,0.001393,-0.002427,-0.000512,5,0.998833,0.999913,0.997486,0.556939,0.932481,0.875943,0.836919,0.025,0.0,2.72,0.0
173,-0.000773,-0.003336,0.008799,-0.002379,0.00301,-0.00222,0.000846,-0.002514,0.001741,4,0.998769,0.999706,0.99778,0.558059,0.932416,0.875634,0.836922,0.025,0.0,2.73,0.0
174,-0.020306,-0.014252,-0.012724,-0.005606,0.011008,-0.005267,0.000417,-0.00222,-0.018086,3,0.984537,0.996953,0.994733,0.560655,0.927149,0.859872,0.837077,0.025,0.0,2.74,0.0
175,-0.009495,-0.006513,-0.006493,-0.006306,0.004981,-0.005977,-0.000379,-0.005267,-0.004228,2,0.993923,0.99929,0.994023,0.561203,0.931129,0.869861,0.836965,0.025,0.0,2.75,0.0
176,0.004888,-0.002497,0.005729,-0.004291,0.007372,-0.004157,-0.001163,-0.005977,0.010865,1,0.988636,0.99818,0.995843,0.55476,0.928718,0.865704,0.837037,0.025,0.0,2.76,0.0
177,0.004409,0.003297,0.008676,-0.002725,0.001375,-0.002726,-0.001582,-0.004157,0.008566,11,0.996729,0.998569,0.997274,0.556308,0.930485,0.874177,0.836985,0.025,0.0,2.77,0.0
178,0.006523,0.005243,0.001089,-0.001061,0.004626,-0.001186,-0.001742,-0.002726,0.00925,10,0.994175,0.998459,0.998814,0.557817,0.930601,0.8709,0.836982,0.025,0.0,2.78,0.0
179,0.003786,0.002469,-0.009154,-0.000188,0.009169,-0.00036,-0.001664,-0.001186,0.004972,9,0.99417,0.999174,0.99964,0.548805,0.930072,0.872333,0.836998,0.025,0.0,2.79,0.0
180,-0.010846,-0.004877,0.008899,-0.002107,0.018214,-0.002097,-0.001482,-0.00036,-0.010486,8,0.985432,0.998263,0.997903,0.56295,0.929479,0.859397,0.837015,0.025,0.0,2.8,0.0
181,-0.006434,-0.003173,-0.008151,-0.002885,0.002448,-0.002813,-0.001568,-0.002097,-0.004337,7,0.99488,0.999284,0.997187,0.561413,0.932182,0.871075,0.83693,0.025,0.0,2.81,0.0
182,0.00356,-0.003086,0.014863,-0.001725,0.000307,-0.001764,-0.001742,-0.002813,0.006373,6,0.992954,0.998951,0.998236,0.555899,0.931324,0.870619,0.836959,0.025,0.0,2.82,0.0
183,0.011246,0.002164,-0.028198,0.00061,0.033354,0.000372,-0.001745,-0.001764,0.01301,5,0.977434,0.997864,0.999628,0.554339,0.92648,0.851477,0.837093,0.025,0.0,2.83,0.0
184,-0.011624,-0.007978,0.00675,-0.001592,0.014913,-0.001591,-0.001449,0.000372,-0.011996,4,0.987664,0.998036,0.998409,0.559673,0.929074,0.862746,0.837027,0.025,0.0,2.84,0.0
185,0.005505,0.003628,-0.01027,-0.000315,0.011466,-0.000433,-0.001469,-0.001591,0.007096,3,0.992196,0.998842,0.999567,0.562224,0.931312,0.867131,0.836959,0.025,0.0,2.85,0.0
186,0.007,0.002338,0.005236,0.001002,0.006031,0.000776,-0.001324,-0.000433,0.007433,2,0.991763,0.99879,0.999224,0.561664,0.931603,0.867473,0.836949,0.025,0.0,2.86,0.0
187,-0.003713,-0.004322,-0.017231,0.000153,0.008761,4.8e-05,-0.00103,0.000776,-0.004489,1,0.998367,0.999272,0.999952,0.553701,0.931051,0.875501,0.836967,0.025,0.0,2.87,0.0
188,-0.007269,-0.006971,-0.00432,-0.001183,0.002088,-0.001136,-0.000879,4.8e-05,-0.007317,11,0.996163,0.998816,0.998864,0.554688,0.930892,0.873881,0.836972,0.025,0.0,2.88,0.0
189,-1e-06,0.001893,0.00888,-0.00097,0.007349,-0.000953,-0.000915,-0.001136,0.001135,10,0.996525,0.999817,0.999047,0.555204,0.932026,0.873498,0.836935,0.025,0.0,2.89,0.0
190,0.003447,0.002877,0.004929,-0.000175,0.000281,-0.000245,-0.00092,-0.000953,0.0044,9,0.998041,0.999293,0.999755,0.559801,0.932789,0.874851,0.836909,0.025,0.0,2.9,0.0
191,-0.004922,-0.00304,0.013192,-0.001029,0.012875,-0.000995,-0.000826,-0.000245,-0.004676,8,0.992465,0.99925,0.999005,0.557395,0.930913,0.868293,0.836972,0.025,0.0,2.91,0.0
192,0.009309,0.008114,0.004,0.000832,0.004461,0.000652,-0.000849,-0.000995,0.010304,7,0.993658,0.998353,0.999348,0.550519,0.929414,0.872008,0.837017,0.025,0.0,2.92,0.0
193,0.020489,0.005815,0.009759,0.00437,0.02209,0.003813,-0.000639,0.000652,0.019836,6,0.974203,0.996839,0.996187,0.560734,0.926032,0.848191,0.837103,0.025,0.0,2.93,0.0
194,0.004725,0.003729,0.001608,0.004434,0.002933,0.003958,-1.6e-05,0.003813,0.000912,5,0.997536,0.999855,0.996042,0.55992,0.932479,0.874002,0.836919,0.025,0.0,2.94,0.0
195,0.010566,0.00742,0.013071,0.005538,0.001853,0.005005,0.000541,0.003958,0.006608,4,0.994065,0.998953,0.994995,0.559568,0.930863,0.870738,0.836973,0.025,0.0,2.95,0.0
196,0.003327,0.004812,0.013114,0.00514,0.007457,0.00474,0.001166,0.005005,-0.001678,3,0.996344,0.999735,0.99526,0.559012,0.931506,0.872467,0.836953,0.025,0.0,2.96,0.0
197,0.006816,0.001455,0.006809,0.005441,0.005723,0.005067,0.001666,0.00474,0.002076,2,0.992913,0.999673,0.994933,0.565356,0.932451,0.867848,0.83692,0.025,0.0,2.97,0.0
198,0.001917,-0.001653,0.004286,0.004807,0.002386,0.004572,0.002142,0.005067,-0.00315,1,0.997348,0.999506,0.995428,0.556723,0.931348,0.874583,0.836958,0.025,0.0,2.98,0.0
199,-0.012386,-0.005542,0.012208,0.001712,0.022056,0.001919,0.002482,0.004572,-0.016958,11,0.981528,0.997346,0.998081,0.563059,0.927586,0.855009,0.837067,0.025,0.0,2.99,0.0
200,0.003692,0.003085,0.010867,0.002069,0.003657,0.002195,0.002403,0.001919,0.001773,10,0.999753,0.999723,0.997805,0.56071,0.932754,0.875958,0.83691,0.025,0.0,3.0,0.0
201,-0.005765,-0.004519,0.003458,0.000659,0.006863,0.000957,0.002374,0.002195,-0.00796,9,0.993915,0.998762,0.999043,0.557635,0.930756,0.870412,0.836977,0.025,0.0,3.01,0.0
202,-0.008845,-0.00563,0.005649,-0.001052,0.012127,-0.000562,0.002176,0.000957,-0.009803,8,0.989889,0.99848,0.999438,0.558982,0.930078,0.865458,0.836998,0.025,0.0,3.02,0.0
203,0.012546,0.002878,0.013881,0.001396,0.009511,0.001464,0.001793,-0.000562,0.013109,7,0.984739,0.997974,0.998536,0.558405,0.929214,0.860749,0.837023,0.025,0.0,3.03,0.0
204,-0.002424,-0.00357,0.010851,0.000708,0.006742,0.000865,0.001747,0.001464,-0.003887,6,0.997194,0.999401,0.999135,0.561998,0.932452,0.872746,0.83692,0.025,0.0,3.04,0.0
205,-0.001798,-0.000488,0.005957,0.000257,0.006049,0.000456,0.001623,0.000865,-0.002662,5,0.996104,0.999591,0.999544,0.566444,0.933593,0.87076,0.836879,0.025,0.0,3.05,0.0
206,-0.002773,0.002026,-0.020466,-0.000288,0.005496,-3.9e-05,0.00146,0.000456,-0.003229,4,0.997198,0.999506,0.999961,0.556389,0.932105,0.874133,0.836932,0.025,0.0,3.06,0.0
207,0.014243,0.006428,0.035436,0.002327,0.00438,0.002141,0.00125,-3.9e-05,0.014282,3,0.990175,0.99782,0.997859,0.554587,0.928704,0.86764,0.837037,0.025,0.0,3.07,0.0
208,-0.006169,-0.002692,0.017777,0.000798,0.018077,0.000877,0.001375,0.002141,-0.008311,2,0.98842,0.998735,0.999123,0.550511,0.928508,0.865138,0.837043,0.025,0.0,3.08,0.0
209,-0.000432,-0.00195,0.023495,0.000577,0.012737,0.000678,0.001305,0.000877,-0.001309,1,0.996422,0.999802,0.999322,0.557019,0.931788,0.872349,0.836943,0.025,0.0,3.09,0.0
210,-0.000846,-0.00224,0.007522,0.000321,0.003533,0.000448,0.001217,0.000678,-0.001524,11,0.999294,0.99977,0.999552,0.547946,0.931353,0.878322,0.836958,0.025,0.0,3.1,0.0
211,-0.000587,0.005338,-0.025101,0.000157,0.008387,0.000292,0.001109,0.000448,-0.001035,10,0.998232,0.999844,0.999708,0.552504,0.93171,0.875675,0.836946,0.025,0.0,3.11,0.0
212,0.002975,0.001941,-0.00461,0.000664,0.005654,0.000695,0.000995,0.000292,0.002683,9,0.996261,0.999597,0.999305,0.557629,0.932248,0.872904,0.836928,0.025,0.0,3.12,0.0
213,-0.006748,-0.003172,0.008847,-0.00067,0.013172,-0.00042,0.000953,0.000695,-0.007443,8,0.990175,0.998885,0.99958,0.559588,0.930693,0.865485,0.836979,0.025,0.0,3.13,0.0
214,0.013818,0.008396,0.009414,0.001938,0.008426,0.001706,0.000761,-0.00042,0.014238,7,0.987671,0.997875,0.998294,0.551642,0.927992,0.865299,0.837056,0.025,0.0,3.14,0.0
215,-0.000334,-0.000252,0.002031,0.001529,0.001506,0.001402,0.000893,0.001706,-0.00204,6,0.99881,0.999697,0.998598,0.554933,0.93224,0.876544,0.836928,0.025,0.0,3.15,0.0
216,0.010625,0.012784,0.007842,0.003166,0.000633,0.00277,0.000964,0.001402,0.009223,5,0.997899,0.998632,0.99723,0.56202,0.931292,0.874179,0.83696,0.025,0.0,3.16,0.0
217,0.014888,0.005698,0.009369,0.005276,0.013113,0.004562,0.001217,0.00277,0.012118,4,0.983946,0.998209,0.995438,0.559768,0.928552,0.859224,0.837041,0.025,0.0,3.17,0.0
218,-0.014198,-0.008494,0.010165,0.001771,0.020702,0.001797,0.001685,0.004562,-0.01876,3,0.98203,0.997236,0.998203,0.56592,0.927787,0.855044,0.837061,0.025,0.0,3.18,0.0
219,-0.004248,-0.004054,0.007045,0.000688,0.006982,0.000909,0.001701,0.001797,-0.006045,2,0.995335,0.999112,0.999091,0.5579,0.931284,0.871759,0.83696,0.025,0.0,3.19,0.0
220,-0.007493,-0.009068,-0.003791,-0.000785,0.000542,-0.000321,0.00159,0.000909,-0.008403,1,0.997704,0.99877,0.999679,0.563346,0.932318,0.873703,0.836925,0.025,0.0,3.2,0.0
