cycle,bridge_output,weighted_center,low_avg,bridge_state,bridge_load,shadow_pressure,shadow_archive,shadow_state,shadow_load,self_state,memory,prediction,correction,strongest_channel,strongest_confidence,continuity,anchor_fit,spread_score,stability,rigidity,adaptive_score,noise,contradiction,pressure,drift
109,0.012427,0.007924,-0.004442,0.005165,0.017122,-0.004047,-0.000957,0.000825,0.000458,0.006066,0.001474,0.003924,0.008503,2,0.898097,0.997857,0.993934,0.550728,0.93632,0.785851,0.83677,0.02,0.0,1.0,0.0
110,-0.000253,0.004513,0.003554,0.004081,0.007618,0.001144,-0.000646,0.00056,0.000311,0.004474,0.002117,0.006066,-0.00632,1,0.903387,0.998407,0.995526,0.558188,0.939165,0.790804,0.836641,0.02,0.0,1.0,0.0
111,0.010715,0.004264,0.018913,0.005408,0.001969,0.012768,0.001007,0.000641,0.000356,0.006047,0.002447,0.004474,0.006241,11,0.903122,0.998427,0.993953,0.554298,0.938879,0.79199,0.836655,0.02,0.0,1.0,0.0
112,-0.003973,-0.000465,0.004888,0.003532,0.009889,0.002268,0.001192,0.00074,0.000411,0.003522,0.002951,0.006047,-0.010019,10,0.901917,0.997475,0.996478,0.555885,0.937923,0.789512,0.8367,0.02,0.0,1.0,0.0
113,0.004329,0.009428,-0.02641,0.003691,0.015784,-0.019484,-0.001429,0.000349,0.000194,0.003725,0.003031,0.003522,0.000807,9,0.906507,0.999797,0.996275,0.555555,0.939569,0.793483,0.836621,0.02,0.0,1.0,0.0
114,0.002435,-0.000756,-0.003765,0.00344,0.007979,-0.003692,-0.001718,-2.3e-05,1.3e-05,0.0034,0.003128,0.003725,-0.00129,8,0.905521,0.999675,0.9966,0.553468,0.940047,0.793868,0.836598,0.02,0.0,1.0,0.0
115,0.005046,0.005706,-0.005498,0.003761,0.006816,-0.00458,-0.002109,-0.000398,0.000221,0.003815,0.003166,0.0034,0.001646,7,0.907006,0.999585,0.996185,0.561512,0.941007,0.793863,0.836549,0.02,0.0,1.0,0.0
116,-0.003181,-0.000762,0.009342,0.002373,0.011234,0.005819,-0.001125,-0.000529,0.000294,0.002052,0.003257,0.003815,-0.006996,6,0.90277,0.998237,0.997948,0.558731,0.939263,0.789647,0.836636,0.02,0.0,1.0,0.0
117,-0.003488,0.00297,-0.003599,0.001201,0.007032,-0.003131,-0.001368,-0.00068,0.000378,0.000656,0.003088,0.002052,-0.00554,5,0.90237,0.998604,0.999344,0.556502,0.940073,0.790188,0.836596,0.02,0.0,1.0,0.0
118,-0.001293,-0.003585,0.014347,0.000702,0.008347,0.010717,9.2e-05,-0.000541,0.000301,0.000165,0.002748,0.000656,-0.001949,4,0.907597,0.999509,0.999835,0.552371,0.940423,0.796092,0.836579,0.02,0.0,1.0,0.0
119,-0.00174,0.000811,-0.00652,0.000214,0.000448,-0.004827,-0.00051,-0.000536,0.000298,-0.000315,0.002386,0.000165,-0.001904,3,0.9081,0.99952,0.999685,0.560075,0.942192,0.796001,0.836486,0.02,0.0,1.0,0.0
120,-0.005853,-0.003399,0.015216,-0.001,0.01746,0.011504,0.000987,-0.000262,0.000145,-0.001711,0.002008,-0.000315,-0.005538,2,0.900528,0.998604,0.998289,0.558972,0.939128,0.786624,0.836643,0.02,0.0,1.0,0.0
121,0.007028,0.000807,0.008442,0.000606,0.006013,0.006691,0.001632,7.9e-05,4.4e-05,0.000492,0.001487,-0.001711,0.008739,1,0.901787,0.997798,0.999508,0.559921,0.939882,0.789077,0.836606,0.02,0.0,1.0,0.0
122,0.003683,0.002639,0.007012,0.001221,0.001048,0.005399,0.002088,0.000441,0.000245,0.001296,0.001348,0.000492,0.003191,11,0.908663,0.999196,0.998704,0.556318,0.941099,0.797249,0.836544,0.02,0.0,1.0,0.0
123,-0.000428,0.00312,-0.001563,0.000891,0.003067,-0.001407,0.001683,0.000664,0.000369,0.000862,0.001341,0.001296,-0.001723,10,0.906609,0.999566,0.999138,0.555984,0.941312,0.795008,0.836533,0.02,0.0,1.0,0.0
124,0.00496,0.002292,0.016984,0.001705,0.00502,0.011391,0.002901,0.001067,0.000593,0.001894,0.001274,0.000862,0.004099,9,0.908719,0.998967,0.998106,0.559125,0.940674,0.796232,0.836566,0.02,0.0,1.0,0.0
125,-0.006906,0.00131,-0.016794,-1.7e-05,0.002402,-0.012467,0.000937,0.001044,0.00058,-0.000323,0.001361,0.001894,-0.008801,8,0.901953,0.997782,0.999677,0.558575,0.940049,0.789892,0.836598,0.02,0.0,1.0,0.0
126,-0.004783,-0.005404,0.010168,-0.00097,0.009803,0.007459,0.001716,0.001165,0.000647,-0.001447,0.001125,-0.000323,-0.00446,7,0.905301,0.998876,0.998553,0.5543,0.939577,0.7932,0.836621,0.02,0.0,1.0,0.0
127,0.011847,0.002164,0.007235,0.001593,0.014123,0.00582,0.002237,0.001358,0.000754,0.001903,0.000765,-0.001447,0.013294,6,0.895426,0.99665,0.998097,0.557693,0.937259,0.782117,0.83673,0.02,0.0,1.0,0.0
128,0.005512,-0.000916,0.003602,0.002377,0.008663,0.001797,0.00219,0.001507,0.000837,0.002812,0.000924,0.001903,0.003609,5,0.90198,0.999091,0.997188,0.561689,0.940535,0.788518,0.836573,0.02,0.0,1.0,0.0
129,-0.006487,-0.004043,-0.00418,0.000604,0.004428,-0.003599,0.001509,0.001508,0.000838,0.000469,0.001188,0.002812,-0.009299,4,0.904274,0.997657,0.999531,0.563076,0.940252,0.791044,0.836587,0.02,0.0,1.0,0.0
130,0.002999,0.001753,-0.002904,0.001083,0.005537,-0.002115,0.001024,0.001421,0.000789,0.001106,0.001088,0.000469,0.00253,3,0.906429,0.999363,0.998894,0.562038,0.94156,0.793278,0.83652,0.02,0.0,1.0,0.0
131,0.000108,0.002949,0.009461,0.000888,0.009514,0.006798,0.001859,0.0015,0.000833,0.000855,0.00109,0.001106,-0.000998,2,0.904981,0.999748,0.999145,0.554773,0.940656,0.792801,0.836567,0.02,0.0,1.0,0.0
132,-0.000731,0.000976,-0.015161,0.000564,0.008063,-0.011237,0.00024,0.001273,0.000707,0.000455,0.001057,0.000855,-0.001585,1,0.908504,0.999601,0.999545,0.558114,0.94119,0.795843,0.836539,0.02,0.0,1.0,0.0
133,-0.004486,-0.005941,0.013497,-0.000446,0.011029,0.010315,0.001533,0.00132,0.000733,-0.00079,0.000973,0.000455,-0.004941,11,0.905215,0.998755,0.99921,0.559332,0.940132,0.791951,0.836593,0.02,0.0,1.0,0.0
134,0.010164,0.005752,0.013983,0.001676,0.002551,0.01044,0.002656,0.00156,0.000867,0.00197,0.000726,-0.00079,0.010954,10,0.902986,0.99724,0.99803,0.555018,0.93863,0.791589,0.836667,0.02,0.0,1.0,0.0
135,-0.00701,-0.002238,0.002323,-6.1e-05,0.011822,0.001147,0.002407,0.001713,0.000952,-0.000292,0.0009,0.00197,-0.00898,9,0.900476,0.997737,0.999708,0.556183,0.938728,0.787726,0.836662,0.02,0.0,1.0,0.0
136,-0.004058,-0.002175,-0.005143,-0.00086,0.001583,-0.00296,0.001733,0.001716,0.000954,-0.001241,0.000733,-0.000292,-0.003766,8,0.907069,0.999051,0.998759,0.553944,0.940549,0.795994,0.836572,0.02,0.0,1.0,0.0
137,0.007733,0.005777,-0.016025,0.000858,0.018667,-0.010895,0.000268,0.001456,0.000809,0.00102,0.000457,-0.001241,0.008975,7,0.899428,0.997739,0.99898,0.556878,0.93798,0.785732,0.836697,0.02,0.0,1.0,0.0
138,0.004504,-0.000973,0.005815,0.001587,0.005335,0.003655,0.000717,0.001323,0.000735,0.001898,0.000536,0.00102,0.003484,6,0.903805,0.999122,0.998102,0.558356,0.940685,0.79142,0.836565,0.02,0.0,1.0,0.0
139,-0.004249,0.001443,-0.020931,0.00042,0.005127,-0.015455,-0.001287,0.000853,0.000474,0.000349,0.000727,0.001898,-0.006147,5,0.906874,0.998451,0.999651,0.558051,0.940376,0.794601,0.836581,0.02,0.0,1.0,0.0
140,0.009589,0.006116,0.004809,0.002254,0.007418,0.003757,-0.000694,0.000574,0.000319,0.002677,0.000674,0.000349,0.00924,4,0.902267,0.997672,0.997323,0.556809,0.938687,0.789983,0.836664,0.02,0.0,1.0,0.0
141,-0.005451,0.000344,-0.01583,0.000713,0.000639,-0.011798,-0.002077,9.7e-05,5.4e-05,0.000629,0.000954,0.002677,-0.008128,3,0.90462,0.997952,0.999371,0.555586,0.939977,0.793421,0.836601,0.02,0.0,1.0,0.0
142,0.00101,-0.004303,0.02976,0.000772,0.013939,0.021685,0.000838,0.000231,0.000128,0.000725,0.000909,0.000629,0.000381,2,0.908139,0.999904,0.999275,0.553375,0.940273,0.795778,0.836586,0.02,0.0,1.0,0.0
143,0.001275,-0.002815,-0.007943,0.000873,0.010841,-0.005708,4.8e-05,0.000198,0.00011,0.000863,0.000883,0.000725,0.00055,1,0.90378,0.999861,0.999137,0.55568,0.940809,0.791332,0.836559,0.02,0.0,1.0,0.0
144,-0.004705,-0.007169,0.015389,-0.000243,0.011192,0.010335,0.001275,0.000392,0.000218,-0.00054,0.00088,0.000863,-0.005569,11,0.905583,0.998597,0.99946,0.557026,0.939757,0.792813,0.836612,0.02,0.0,1.0,0.0
145,-0.002701,-0.000701,-0.008744,-0.000735,0.001838,-0.006179,0.000305,0.000376,0.000209,-0.001084,0.000681,-0.00054,-0.002162,10,0.908741,0.999455,0.998916,0.560616,0.941888,0.796376,0.836502,0.02,0.0,1.0,0.0
146,-0.000622,-0.002325,0.006149,-0.000712,0.002824,0.00448,0.000801,0.000453,0.000251,-0.000968,0.000434,-0.001084,0.000462,9,0.909893,0.999883,0.999032,0.561321,0.942331,0.797265,0.836478,0.02,0.0,1.0,0.0
147,0.007783,0.004193,-0.010083,0.000987,0.016479,-0.007122,-0.000183,0.000338,0.000188,0.001237,0.000238,-0.000968,0.008751,8,0.899368,0.997795,0.998763,0.559666,0.938616,0.785439,0.836667,0.02,0.0,1.0,0.0
148,0.006375,0.006174,0.006643,0.002064,0.000364,0.004303,0.000314,0.000334,0.000185,0.002532,0.000378,0.001237,0.005137,7,0.907761,0.998705,0.997468,0.560152,0.940899,0.795668,0.836554,0.02,0.0,1.0,0.0
149,-0.006364,0.001578,-0.003321,0.000379,0.010852,-0.003494,-9.1e-05,0.000257,0.000143,0.00029,0.000679,0.002532,-0.008896,6,0.899235,0.997758,0.99971,0.550441,0.938165,0.78783,0.836688,0.02,0.0,1.0,0.0
150,-0.003164,-0.004163,-0.000397,-0.00033,0.000921,-0.000415,-0.000176,0.000179,0.0001,-0.000581,0.000625,0.00029,-0.003454,5,0.909027,0.999129,0.999419,0.557515,0.941378,0.797403,0.836529,0.02,0.0,1.0,0.0
151,-0.009846,-0.007299,0.000208,-0.002233,0.010141,0.000551,-0.000119,0.000126,7e-05,-0.002915,0.000456,-0.000581,-0.009266,4,0.901736,0.997665,0.997085,0.551503,0.937684,0.790211,0.83671,0.02,0.0,1.0,0.0
152,0.003182,-0.000535,-0.002526,-0.00115,0.008031,-0.001329,-0.000283,5.2e-05,2.9e-05,-0.001379,-1.6e-05,-0.002915,0.006097,3,0.903449,0.998464,0.998621,0.557709,0.939852,0.79094,0.836607,0.02,0.0,1.0,0.0
153,-0.002967,-1e-06,-0.012837,-0.001514,0.003401,-0.009112,-0.001375,-0.000205,0.000114,-0.001779,-0.000207,-0.001379,-0.001588,2,0.908885,0.9996,0.998221,0.553732,0.940829,0.797719,0.836558,0.02,0.0,1.0,0.0
154,0.004769,-0.000309,0.006821,-0.000257,0.004223,0.005608,-0.000492,-0.000256,0.000142,-0.000129,-0.000427,-0.001779,0.006548,1,0.903772,0.99835,0.999871,0.559344,0.940611,0.791383,0.836569,0.02,0.0,1.0,0.0
155,0.000672,0.00163,-0.000504,-7.1e-05,0.00023,-0.000221,-0.0005,-0.0003,0.000167,7.3e-05,-0.000385,-0.000129,0.000801,11,0.909674,0.999798,0.999927,0.559998,0.942546,0.79763,0.836466,0.02,0.0,1.0,0.0
156,0.002964,0.001219,0.01182,0.000536,0.004,0.008131,0.000649,-0.000129,7.2e-05,0.000802,-0.000321,7.3e-05,0.002892,10,0.909409,0.999271,0.999198,0.553685,0.940664,0.798185,0.836566,0.02,0.0,1.0,0.0
157,-0.002475,-0.001337,-0.006508,-6.6e-05,0.00143,-0.004708,-8.2e-05,-0.000121,6.7e-05,-2.4e-05,-0.000164,0.000802,-0.003276,9,0.908834,0.999174,0.999976,0.559185,0.941719,0.796818,0.836511,0.02,0.0,1.0,0.0
158,-0.007969,-0.008242,0.006954,-0.001647,0.010266,0.004959,0.000491,-1.1e-05,6e-06,-0.002026,-0.000144,-2.4e-05,-0.007945,8,0.903756,0.997998,0.997974,0.566585,0.940172,0.789207,0.836591,0.02,0.0,1.0,0.0
159,0.005872,0.005747,-0.00155,-0.000143,0.005395,-0.000593,0.000351,5.4e-05,3e-05,-3.6e-05,-0.000408,-0.002026,0.007899,7,0.90553,0.99801,0.999964,0.558372,0.940059,0.793205,0.836597,0.02,0.0,1.0,0.0
160,-0.004966,0.000847,0.001979,-0.001108,0.01139,0.001962,0.000573,0.000148,8.2e-05,-0.001278,-0.000356,-3.6e-05,-0.00493,6,0.901168,0.998758,0.998722,0.558356,0.939911,0.788122,0.836604,0.02,0.0,1.0,0.0
161,-0.00831,-0.006005,0.006181,-0.002548,0.012851,0.004786,0.00117,0.000332,0.000184,-0.00305,-0.000485,-0.001278,-0.007032,5,0.901648,0.998228,0.99695,0.558071,0.938786,0.788473,0.836659,0.02,0.0,1.0,0.0
162,0.009678,0.003668,0.001188,-0.000103,0.012657,0.0017,0.001222,0.000492,0.000273,0.000157,-0.000844,-0.00305,0.012728,4,0.898292,0.996793,0.999843,0.555596,0.937715,0.785627,0.836709,0.02,0.0,1.0,0.0
163,-0.004872,-0.004233,0.000282,-0.001057,0.004439,0.000244,0.001197,0.000619,0.000344,-0.00111,-0.000704,0.000157,-0.005029,3,0.906381,0.998733,0.99889,0.558529,0.940622,0.794108,0.836569,0.02,0.0,1.0,0.0
164,-0.001845,-0.003471,0.004858,-0.001214,0.002876,0.003306,0.001447,0.000768,0.000427,-0.001295,-0.000761,-0.00111,-0.000735,2,0.909515,0.999815,0.998705,0.557254,0.941639,0.797677,0.836515,0.02,0.0,1.0,0.0
165,-0.009997,-0.005884,-0.00089,-0.002971,0.011171,-0.000474,0.001283,0.000861,0.000478,-0.003488,-0.000836,-0.001295,-0.008701,1,0.900719,0.997807,0.996512,0.566153,0.939462,0.7861,0.836627,0.02,0.0,1.0,0.0
166,0.015091,-0.000809,0.023717,0.000642,0.011855,0.018338,0.00331,0.001302,0.000723,0.001193,-0.001207,-0.003488,0.018579,11,0.891312,0.995319,0.998807,0.560307,0.936667,0.777756,0.836756,0.02,0.0,1.0,0.0
167,-0.007858,-0.000611,-0.016838,-0.001058,0.002075,-0.012034,0.001432,0.001325,0.000736,-0.001087,-0.000871,0.001193,-0.009052,10,0.902422,0.997719,0.998913,0.559374,0.939934,0.790224,0.836603,0.02,0.0,1.0,0.0
168,0.002882,0.002523,-0.016142,-0.00027,0.013598,-0.011809,-0.000287,0.001035,0.000575,-8.7e-05,-0.000901,-0.001087,0.00397,9,0.903726,0.999,0.999913,0.554782,0.939701,0.79108,0.836615,0.02,0.0,1.0,0.0
169,0.008061,0.001648,0.022485,0.001396,0.002649,0.016676,0.001883,0.001187,0.00066,0.001966,-0.000787,-8.7e-05,0.008148,8,0.904636,0.997947,0.998034,0.549871,0.938672,0.794278,0.836665,0.02,0.0,1.0,0.0
170,0.003508,0.001665,0.003676,0.001818,0.002089,0.002295,0.001919,0.001319,0.000733,0.002354,-0.000402,0.001966,0.001542,7,0.907447,0.999612,0.997646,0.560547,0.941676,0.795014,0.836513,0.02,0.0,1.0,0.0
171,0.00816,0.00585,-0.002957,0.003087,0.010522,-0.002383,0.001431,0.001339,0.000744,0.003817,-1.6e-05,0.002354,0.005806,6,0.902717,0.998537,0.996183,0.557431,0.939022,0.789894,0.836648,0.02,0.0,1.0,0.0
172,0.000951,0.001336,0.000734,0.00266,0.000173,0.000115,0.001248,0.001323,0.000735,0.003095,0.000521,0.003817,-0.002866,5,0.909164,0.999278,0.996905,0.561626,0.941505,0.796745,0.836522,0.02,0.0,1.0,0.0
173,-0.0046,-7.5e-05,-0.000366,0.001208,0.007945,-0.000857,0.001011,0.001267,0.000704,0.001156,0.000881,0.003095,-0.007695,4,0.902535,0.998061,0.998844,0.562962,0.94014,0.788919,0.836593,0.02,0.0,1.0,0.0
174,-0.013983,-0.00706,-0.01373,-0.001831,0.008215,-0.010441,-0.000422,0.000963,0.000535,-0.002659,0.00092,0.001156,-0.015139,3,0.898297,0.996185,0.997341,0.559666,0.937488,0.785325,0.836719,0.02,0.0,1.0,0.0
175,0.006539,0.003354,-0.006439,-0.000157,0.012541,-0.003886,-0.000863,0.000634,0.000352,-0.000341,0.000419,-0.002659,0.009197,2,0.90104,0.997682,0.999659,0.55735,0.93879,0.788029,0.836659,0.02,0.0,1.0,0.0
176,-0.0076,-0.006505,0.003973,-0.001645,0.009447,0.002848,-0.000394,0.000449,0.00025,-0.00217,0.000312,-0.000341,-0.007259,1,0.90353,0.998171,0.99783,0.558937,0.939379,0.790584,0.836631,0.02,0.0,1.0,0.0
177,0.011058,0.003893,0.002576,0.000895,0.01402,0.00233,0.0,0.000368,0.000205,0.001163,-3.5e-05,-0.00217,0.013228,11,0.89691,0.996667,0.998837,0.564093,0.938332,0.782389,0.836681,0.02,0.0,1.0,0.0
178,-0.002476,-0.002975,0.010933,0.000221,0.008734,0.007671,0.000933,0.00047,0.000261,0.000246,0.000133,0.001163,-0.003639,10,0.906096,0.999083,0.999754,0.557612,0.940627,0.793499,0.836568,0.02,0.0,1.0,0.0
179,0.012092,0.004384,0.030277,0.002595,0.003633,0.022137,0.003608,0.001035,0.000575,0.003231,0.000148,0.000246,0.011846,9,0.902967,0.997015,0.996769,0.552172,0.937662,0.792039,0.836711,0.02,0.0,1.0,0.0
180,0.00234,0.001511,-0.000558,0.002544,0.003156,-0.001547,0.002933,0.001376,0.000765,0.003006,0.00058,0.003231,-0.000891,8,0.908289,0.999775,0.996994,0.557492,0.941182,0.796335,0.836539,0.02,0.0,1.0,0.0
181,-0.000714,0.001763,0.01107,0.001892,0.010701,0.007141,0.003507,0.00176,0.000978,0.002069,0.00092,0.003006,-0.003721,7,0.904079,0.999063,0.997931,0.553336,0.939377,0.79203,0.836631,0.02,0.0,1.0,0.0
182,-0.002994,-0.002215,-0.008374,0.000915,0.002794,-0.006519,0.002237,0.001846,0.001025,0.000793,0.001081,0.002069,-0.005063,6,0.90908,0.998724,0.999207,0.559673,0.940945,0.796707,0.836552,0.02,0.0,1.0,0.0
183,0.006802,0.006634,0.001167,0.002093,0.004318,0.000916,0.002087,0.001889,0.00105,0.002307,0.00104,0.000793,0.006009,5,0.906158,0.998486,0.997693,0.561084,0.940389,0.793318,0.83658,0.02,0.0,1.0,0.0
184,0.003247,0.00348,0.007586,0.002324,0.003051,0.005121,0.00247,0.001994,0.001108,0.002544,0.001218,0.002307,0.00094,4,0.909477,0.999763,0.997456,0.555347,0.940981,0.797931,0.83655,0.02,0.0,1.0,0.0
185,-0.007775,-0.009427,0.024551,0.000304,0.020683,0.017505,0.004349,0.002418,0.001343,-5.6e-05,0.001403,0.002544,-0.010319,3,0.900364,0.9974,0.999944,0.563291,0.938454,0.78509,0.836675,0.02,0.0,1.0,0.0
186,0.000885,-0.00036,-0.001423,0.00042,0.003018,-0.001285,0.003655,0.00264,0.001467,0.000181,0.001199,-5.6e-05,0.000941,2,0.907895,0.999763,0.999819,0.558986,0.941971,0.795589,0.836498,0.02,0.0,1.0,0.0
187,-0.009726,-0.003212,-0.015722,-0.001609,0.003377,-0.011375,0.001783,0.002486,0.001381,-0.002315,0.001057,0.000181,-0.009907,1,0.901945,0.997504,0.997685,0.556262,0.938851,0.790149,0.836656,0.02,0.0,1.0,0.0
188,0.005337,0.000967,0.016041,-0.00022,0.002365,0.01156,0.003005,0.00258,0.001433,-0.000387,0.000585,-0.002315,0.007652,11,0.90601,0.998072,0.999613,0.557171,0.940075,0.794149,0.836596,0.02,0.0,1.0,0.0
189,-0.005492,-0.00062,-0.000717,-0.001274,0.008847,-0.000301,0.002609,0.002585,0.001436,-0.001673,0.000449,-0.000387,-0.005105,10,0.902536,0.998714,0.998327,0.555043,0.939492,0.790322,0.836625,0.02,0.0,1.0,0.0
190,-0.006729,-0.005223,0.013932,-0.002365,0.016191,0.010647,0.003529,0.002755,0.00153,-0.002947,0.000152,-0.001673,-0.005056,9,0.901604,0.998726,0.997053,0.557581,0.9388,0.787992,0.836659,0.02,0.0,1.0,0.0
191,-0.005307,-0.001859,-0.002434,-0.002953,0.00604,-0.001132,0.003033,0.002805,0.001558,-0.003541,-0.000282,-0.002947,-0.00236,8,0.904927,0.999405,0.996459,0.558338,0.940449,0.792379,0.836577,0.02,0.0,1.0,0.0
192,0.015257,0.005393,0.005944,0.000689,0.017638,0.00522,0.003395,0.002911,0.001617,0.001194,-0.000738,-0.003541,0.018798,7,0.892352,0.995264,0.998806,0.557953,0.935656,0.778483,0.836798,0.02,0.0,1.0,0.0
193,0.009989,0.006274,0.010505,0.002549,0.004134,0.007367,0.003817,0.003074,0.001708,0.00341,-0.000468,0.001194,0.008795,6,0.903216,0.997784,0.99659,0.560549,0.939334,0.79044,0.836633,0.02,0.0,1.0,0.0
194,-0.015879,-0.00985,-0.001747,-0.001137,0.016813,-0.002036,0.00309,0.003077,0.001709,-0.001449,7.5e-05,0.00341,-0.019289,5,0.894673,0.995141,0.998551,0.555227,0.935196,0.781439,0.836817,0.02,0.0,1.0,0.0
195,0.000386,0.000609,-0.013987,-0.000832,0.00959,-0.009728,0.001509,0.002795,0.001553,-0.000987,-0.000138,-0.001449,0.001835,4,0.906229,0.999538,0.999013,0.559455,0.940959,0.793032,0.836551,0.02,0.0,1.0,0.0
196,0.001635,0.001988,-0.007967,-0.000339,0.006254,-0.005601,0.000622,0.002404,0.001335,-0.000326,-0.000257,-0.000987,0.002621,3,0.907118,0.99934,0.999674,0.552648,0.94038,0.795704,0.836581,0.02,0.0,1.0,0.0
197,-0.010582,-0.006178,-0.015737,-0.002387,0.001723,-0.011144,-0.00085,0.001818,0.00101,-0.00291,-0.000267,-0.000326,-0.010256,2,0.903461,0.997416,0.99709,0.55745,0.938977,0.791663,0.83665,0.02,0.0,1.0,0.0
198,-0.014813,-0.00611,0.005075,-0.004873,0.023881,0.004543,-0.000115,0.00147,0.000817,-0.005909,-0.000637,-0.00291,-0.011903,1,0.892505,0.997001,0.994091,0.561192,0.93616,0.777319,0.836777,0.02,0.0,1.0,0.0
199,0.000581,0.000986,-0.013504,-0.003782,0.009024,-0.008153,-0.001105,0.001007,0.000559,-0.004274,-0.001375,-0.005909,0.006491,11,0.905517,0.998365,0.995726,0.561752,0.939471,0.792028,0.836626,0.02,0.0,1.0,0.0
200,-0.012621,-0.008643,-0.001005,-0.00555,0.013023,0.000607,-0.000912,0.000661,0.000367,-0.006377,-0.001781,-0.004274,-0.008348,10,0.899862,0.997897,0.993623,0.552105,0.936884,0.787841,0.836746,0.02,0.0,1.0,0.0
201,-0.003454,-0.003175,-0.00504,-0.005131,0.000423,-0.002112,-0.001082,0.000347,0.000193,-0.005641,-0.002424,-0.006377,0.002923,9,0.909149,0.999263,0.994359,0.556487,0.940256,0.797782,0.836587,0.02,0.0,1.0,0.0
202,0.006247,0.005152,-0.006861,-0.002855,0.010254,-0.003606,-0.001451,2.4e-05,1.3e-05,-0.002645,-0.002875,-0.005641,0.011888,8,0.902335,0.997004,0.997355,0.555546,0.937608,0.789994,0.836714,0.02,0.0,1.0,0.0
203,-0.004566,-0.001656,-0.007201,-0.003197,0.001652,-0.004499,-0.001973,-0.000336,0.000187,-0.003129,-0.002842,-0.002645,-0.001921,7,0.906898,0.999516,0.996871,0.553453,0.940568,0.795991,0.836571,0.02,0.0,1.0,0.0
204,-0.009885,-0.008766,0.013716,-0.004535,0.017925,0.010557,-0.000399,-0.000347,0.000193,-0.004832,-0.002883,-0.003129,-0.006756,6,0.900397,0.998298,0.995168,0.559838,0.938167,0.786259,0.836688,0.02,0.0,1.0,0.0
205,-0.001996,-0.002563,0.013912,-0.004027,0.010561,0.011231,0.001021,-0.000101,5.6e-05,-0.004117,-0.003155,-0.004832,0.002836,5,0.907014,0.999285,0.995883,0.552962,0.939167,0.795149,0.836641,0.02,0.0,1.0,0.0
206,-0.007769,-0.005618,-0.001644,-0.004776,0.007022,-0.00013,0.00092,8.3e-05,4.6e-05,-0.005037,-0.00329,-0.004117,-0.003652,4,0.904616,0.99908,0.994963,0.551872,0.938964,0.793394,0.836651,0.02,0.0,1.0,0.0
207,-0.00917,-0.010631,0.002362,-0.005654,0.006852,0.002772,0.001153,0.000276,0.000153,-0.006079,-0.003535,-0.005037,-0.004132,3,0.906321,0.998959,0.993921,0.560783,0.939771,0.793326,0.836611,0.02,0.0,1.0,0.0
208,-0.006875,-0.005252,-0.010538,-0.005898,0.00023,-0.005972,0.000233,0.000268,0.000149,-0.006279,-0.003891,-0.006079,-0.000796,2,0.908182,0.999799,0.993721,0.558814,0.940967,0.796377,0.836551,0.02,0.0,1.0,0.0
209,-0.012725,-0.012726,-0.000235,-0.007264,0.009381,0.001826,0.000333,0.00028,0.000155,-0.007904,-0.004225,-0.006279,-0.006446,1,0.903651,0.998376,0.992096,0.554016,0.937639,0.791706,0.836712,0.02,0.0,1.0,0.0
210,-0.00248,0.001967,-0.01604,-0.006307,0.004099,-0.009778,-0.00093,6.2e-05,3.4e-05,-0.006537,-0.00474,-0.007904,0.005423,11,0.909047,0.998633,0.993463,0.552728,0.93858,0.798007,0.836669,0.02,0.0,1.0,0.0
211,-0.006313,-0.005502,0.012007,-0.006308,0.013977,0.010422,0.000559,0.000151,8.4e-05,-0.00648,-0.004992,-0.006537,0.000224,10,0.903972,0.999943,0.99352,0.554431,0.939125,0.7914,0.836643,0.02,0.0,1.0,0.0
212,-0.001967,-0.002507,-0.001405,-0.00544,0.000124,0.000693,0.000512,0.000216,0.00012,-0.005343,-0.0052,-0.00648,0.004514,9,0.908676,0.998863,0.994657,0.555735,0.939864,0.797502,0.836607,0.02,0.0,1.0,0.0
213,-0.002646,0.001059,-0.01642,-0.004881,0.005205,-0.011128,-0.000948,7e-06,4e-06,-0.004663,-0.00522,-0.005343,0.002697,8,0.909232,0.99932,0.995337,0.558208,0.940298,0.796966,0.836585,0.02,0.0,1.0,0.0
214,-0.00664,-0.005791,0.011329,-0.005233,0.01365,0.008959,0.000231,4.7e-05,2.6e-05,-0.005161,-0.005142,-0.004663,-0.001977,7,0.903577,0.999502,0.994839,0.55406,0.938978,0.791125,0.83665,0.02,0.0,1.0,0.0
215,-0.003087,-0.007698,0.002246,-0.004804,0.001079,0.002744,0.000555,0.000138,7.7e-05,-0.004639,-0.005145,-0.005161,0.002075,6,0.907042,0.999477,0.995361,0.556641,0.940663,0.795576,0.836566,0.02,0.0,1.0,0.0
216,0.003121,0.001746,-0.006013,-0.003219,0.007715,-0.003065,7.2e-05,0.000127,7e-05,-0.002683,-0.005074,-0.004639,0.00776,5,0.904382,0.998045,0.997317,0.563625,0.939933,0.790724,0.836603,0.02,0.0,1.0,0.0
217,0.008373,0.005724,-0.013122,-0.0009,0.017874,-0.008664,-0.00107,-8.9e-05,4.9e-05,0.000103,-0.004739,-0.002683,0.011056,4,0.898739,0.997214,0.999897,0.561419,0.938399,0.784305,0.836677,0.02,0.0,1.0,0.0
218,0.003081,0.001882,0.005743,-0.000104,0.000402,0.004184,-0.000403,-0.000145,8.1e-05,0.000853,-0.004061,0.000103,0.002978,3,0.908374,0.99925,0.999147,0.558464,0.941611,0.796625,0.836517,0.02,0.0,1.0,0.0
