cycle,bridge_output,weighted_center,low_avg,bridge_state,bridge_load,shadow_pressure,shadow_archive,shadow_state,shadow_load,self_state,memory,prediction,correction,strongest_channel,strongest_confidence,continuity,anchor_fit,spread_score,stability,rigidity,adaptive_score,noise,contradiction,pressure,drift
109,0.002282,-0.030022,0.096454,-0.005826,0.031193,0.082323,0.007212,0.001947,0.001082,-0.005072,-0.013123,-0.007153,0.009435,2,0.901954,0.997919,0.994928,0.53714,0.933175,0.790675,0.836895,0.129,0.327,1.654,0.2725
110,-0.002787,-0.003192,-0.008588,-0.005219,0.003707,-0.002036,0.006032,0.002682,0.00149,-0.004569,-0.011996,-0.005072,0.002285,2,0.908458,0.999497,0.995431,0.586389,0.944138,0.790586,0.836376,0.13,0.33,1.66,0.275
111,0.00977,0.024021,0.013022,-0.002221,0.018235,0.015241,0.006803,0.003424,0.001902,-0.001415,-0.010956,-0.004569,0.014338,1,0.900402,0.996846,0.998585,0.562849,0.937405,0.785454,0.836723,0.131,0.333,1.666,0.2775
112,0.009872,0.034068,-0.058628,0.000198,0.021429,-0.044926,0.000444,0.002888,0.001604,0.001065,-0.00962,-0.001415,0.011287,9,0.908829,0.99752,0.998935,0.565233,0.938238,0.793051,0.836685,0.132,0.336,1.672,0.28
113,-0.013357,0.078627,-0.493614,-0.002513,0.207395,-0.208049,-0.025981,-0.002309,0.001283,-0.0021,-0.008125,0.001065,-0.014422,8,0.901812,0.996836,0.9979,0.521854,0.913034,0.772425,0.837221,0.133,0.339,1.678,0.2825
114,-0.002499,-0.01079,-0.081883,-0.00251,0.063848,-0.061725,-0.030278,-0.007343,0.00408,-0.002187,-0.007281,-0.0021,-0.000399,2,0.883547,0.999913,0.997813,0.46441,0.923063,0.782595,0.83716,0.134,0.342,1.684,0.285
115,0.029393,-0.017172,0.074188,0.00387,0.019447,0.065755,-0.017334,-0.009142,0.005079,0.004719,-0.006568,-0.002187,0.03158,7,0.868629,0.993094,0.995281,0.480915,0.921465,0.769604,0.837183,0.135,0.345,1.69,0.2875
116,-0.034717,-0.001087,-0.01805,-0.003847,0.048434,-0.02063,-0.018146,-0.010762,0.005979,-0.003892,-0.004988,0.004719,-0.039436,6,0.862126,0.991389,0.996108,0.427331,0.909826,0.77025,0.837198,0.136,0.348,1.696,0.29
117,-0.079376,0.031957,-0.547771,-0.018953,0.175343,-0.246277,-0.046878,-0.017263,0.009591,-0.020342,-0.004834,-0.003892,-0.075484,11,0.87411,0.98355,0.979658,0.444131,0.886564,0.763284,0.836416,0.137,0.351,1.702,0.2925
118,-0.016935,-0.086621,0.096069,-0.018549,0.005297,0.09011,-0.030133,-0.01958,0.010878,-0.019601,-0.007005,-0.020342,0.003408,5,0.877828,0.999259,0.980399,0.449245,0.921673,0.786255,0.83718,0.138,0.354,1.708,0.295
119,-0.050676,-0.027152,0.028019,-0.024975,0.081811,0.020563,-0.023493,-0.020284,0.011269,-0.026353,-0.008769,-0.019601,-0.031075,2,0.855323,0.993248,0.973647,0.556971,0.919778,0.732984,0.837202,0.139,0.357,1.714,0.2975
120,0.027951,-0.074593,0.539904,-0.01439,0.221118,0.269399,0.012921,-0.014307,0.007948,-0.014562,-0.011231,-0.026353,0.054304,3,0.905485,0.988209,0.985438,0.576816,0.905813,0.762792,0.837141,0.14,0.36,1.72,0.3
121,-0.013698,-0.004526,0.066449,-0.014251,0.065635,0.04816,0.016523,-0.008758,0.004865,-0.014375,-0.011697,-0.014562,0.000864,2,0.880616,0.999813,0.985625,0.573843,0.934133,0.757485,0.836859,0.141,0.363,1.726,0.3025
122,0.016336,0.024474,0.035785,-0.008134,0.022378,0.031358,0.017504,-0.004031,0.002239,-0.007717,-0.012072,-0.014375,0.030711,1,0.906617,0.993343,0.992283,0.569157,0.932406,0.789876,0.836922,0.142,0.366,1.732,0.305
123,0.043867,0.066321,-0.061714,0.002266,0.04949,-0.042457,0.01018,-0.001473,0.000818,0.003453,-0.011462,-0.007717,0.051585,9,0.887434,0.98883,0.996547,0.544565,0.922572,0.772501,0.837168,0.143,0.369,1.738,0.3075
124,-0.002157,0.08398,-0.114101,0.001382,0.014915,-0.097862,-0.002868,-0.001724,0.000958,0.00224,-0.009374,0.003453,-0.00561,8,0.858607,0.998787,0.99776,0.525037,0.934822,0.751714,0.836832,0.144,0.372,1.744,0.31
125,-0.019095,0.024861,-0.150676,-0.002713,0.042322,-0.113397,-0.016816,-0.00444,0.002467,-0.002366,-0.007748,0.00224,-0.021335,8,0.894459,0.995394,0.997634,0.484844,0.922926,0.792165,0.837162,0.145,0.375,1.75,0.3125
126,-0.030065,-0.058552,0.084048,-0.008184,0.051943,0.084245,-0.004079,-0.004375,0.002431,-0.008339,-0.006995,-0.002366,-0.027699,7,0.895188,0.994028,0.991661,0.402997,0.908425,0.808112,0.837182,0.146,0.378,1.756,0.315
127,-0.029405,0.026205,0.078123,-0.012428,0.138132,0.073058,0.005537,-0.002591,0.00144,-0.012876,-0.007183,-0.008339,-0.021067,5,0.822712,0.995463,0.987124,0.409796,0.901321,0.724033,0.837038,0.147,0.381,1.762,0.3175
128,-0.015597,-0.005754,-0.057295,-0.013062,0.018014,-0.046471,-0.0008,-0.002269,0.00126,-0.013461,-0.00798,-0.012876,-0.002721,6,0.908794,0.999415,0.986539,0.446409,0.922381,0.817225,0.837171,0.148,0.384,1.768,0.32
129,-0.061113,-0.062585,-0.037605,-0.022672,0.015161,-0.039859,-0.006088,-0.002956,0.001642,-0.023696,-0.008747,-0.013461,-0.047652,5,0.888075,0.989765,0.976304,0.514771,0.91838,0.783137,0.837214,0.149,0.387,1.774,0.3225
130,-0.044776,-0.026758,-0.009677,-0.027093,0.045829,-0.005229,-0.005504,-0.003415,0.001897,-0.028217,-0.01084,-0.023696,-0.02108,3,0.874309,0.995479,0.971783,0.57747,0.928786,0.753126,0.837035,0.15,0.39,1.78,0.325
131,0.034733,-0.078774,0.614565,-0.014728,0.255402,0.322598,0.036553,0.003779,0.0021,-0.014734,-0.013273,-0.028217,0.06295,3,0.906938,0.986517,0.985266,0.521654,0.893612,0.771749,0.836768,0.151,0.393,1.786,0.3275
132,-0.059635,-0.035564,-0.013735,-0.023709,0.06096,-0.004668,0.031,0.008679,0.004822,-0.024334,-0.013477,-0.014734,-0.044901,2,0.858336,0.9904,0.975666,0.558052,0.919698,0.738929,0.837203,0.152,0.396,1.792,0.33
133,-0.042344,-0.020838,0.125474,-0.027436,0.142109,0.102093,0.039647,0.014253,0.007919,-0.028177,-0.014997,-0.024334,-0.01801,1,0.839594,0.996157,0.971823,0.57017,0.918479,0.707715,0.837213,0.153,0.399,1.798,0.3325
134,0.019607,0.082568,-0.075783,-0.018028,0.002425,-0.054378,0.028058,0.016738,0.009299,-0.017997,-0.016842,-0.028177,0.047783,9,0.890139,0.98982,0.982003,0.564147,0.926762,0.776088,0.837087,0.154,0.402,1.804,0.335
135,-0.020694,0.025428,-0.188896,-0.018561,0.067029,-0.154622,0.005142,0.014651,0.008139,-0.018571,-0.017004,-0.017997,-0.002697,9,0.907917,0.999426,0.981429,0.517555,0.925011,0.795549,0.837125,0.155,0.405,1.81,0.3375
136,-0.06571,-0.052707,-0.388355,-0.027991,0.176406,-0.085443,-0.005966,0.01094,0.006078,-0.028592,-0.017223,-0.018571,-0.047139,8,0.887293,0.989978,0.971408,0.451631,0.892718,0.77519,0.836729,0.156,0.408,1.816,0.34
137,0.006757,0.032892,-0.016565,-0.021041,0.012992,-0.006655,-0.004869,0.008094,0.004497,-0.021085,-0.018815,-0.028592,0.035349,6,0.901109,0.992493,0.978915,0.385397,0.905128,0.822021,0.837128,0.157,0.411,1.822,0.3425
138,0.01765,0.044393,-0.223152,-0.013303,0.145398,-0.219328,-0.031527,0.000962,0.000535,-0.012864,-0.019133,-0.021085,0.038735,6,0.857572,0.991779,0.987136,0.398491,0.894988,0.760372,0.836825,0.158,0.414,1.828,0.345
139,-0.122638,-0.009453,-0.702137,-0.03517,0.252817,-0.391654,-0.07742,-0.013146,0.007304,-0.036102,-0.018255,-0.012864,-0.109774,6,0.889891,0.976762,0.963898,0.407081,0.862485,0.777407,0.834467,0.159,0.417,1.834,0.3475
140,0.035834,-0.032874,0.530074,-0.020969,0.243046,0.245119,-0.03716,-0.017469,0.009705,-0.020901,-0.020754,-0.036102,0.071936,5,0.892737,0.984799,0.979099,0.453744,0.881894,0.771852,0.836129,0.16,0.42,1.84,0.35
141,0.007075,-0.07869,0.083291,-0.01536,0.038541,0.080477,-0.02113,-0.018128,0.010071,-0.014998,-0.020774,-0.020901,0.027976,4,0.845251,0.994097,0.985002,0.506036,0.920987,0.738412,0.837189,0.161,0.423,1.846,0.3525
142,-0.047367,-0.089665,0.199215,-0.021762,0.128294,0.165557,0.001714,-0.014556,0.008087,-0.021821,-0.019966,-0.014998,-0.032369,3,0.872674,0.993177,0.978179,0.524417,0.911942,0.751587,0.837216,0.162,0.426,1.852,0.355
143,-0.066133,-0.10019,-0.009428,-0.030636,0.005008,-0.003094,0.000998,-0.011757,0.006531,-0.031152,-0.020225,-0.021821,-0.044311,11,0.907728,0.990669,0.968848,0.552329,0.923026,0.796008,0.837161,0.163,0.429,1.858,0.3575
144,-0.07461,0.034441,-0.581795,-0.039431,0.204309,-0.26838,-0.034475,-0.015846,0.008803,-0.040286,-0.021755,-0.031152,-0.043458,9,0.893739,0.990865,0.959714,0.54316,0.89983,0.75971,0.836995,0.164,0.432,1.864,0.36
145,0.020917,0.024446,-0.137616,-0.027361,0.103765,-0.084806,-0.041293,-0.020426,0.011348,-0.027445,-0.02435,-0.040286,0.061203,9,0.859705,0.987159,0.972555,0.593509,0.914947,0.727416,0.837225,0.165,0.435,1.87,0.3625
146,0.014929,0.056558,-0.209226,-0.018903,0.111266,-0.165619,-0.057365,-0.027075,0.015042,-0.018573,-0.024783,-0.027445,0.042375,3,0.880677,0.991127,0.981427,0.539817,0.913463,0.757857,0.837223,0.166,0.438,1.876,0.365
147,-0.001417,0.053601,-0.103419,-0.015406,0.01096,-0.08139,-0.060476,-0.033088,0.018382,-0.014988,-0.023914,-0.018573,0.017156,7,0.888502,0.996415,0.985012,0.483328,0.922727,0.788683,0.837165,0.167,0.441,1.882,0.3675
148,0.072996,0.039421,0.114864,0.002275,0.006462,0.112908,-0.038436,-0.03405,0.018917,0.003371,-0.022664,-0.014988,0.087984,7,0.863425,0.981641,0.996629,0.430947,0.902111,0.774569,0.837059,0.168,0.444,1.888,0.37
149,0.025761,-0.002329,-0.133704,0.006972,0.149526,-0.153701,-0.052504,-0.037372,0.020762,0.008035,-0.019019,0.003371,0.022389,7,0.831595,0.995336,0.991965,0.323462,0.888253,0.746883,0.83651,0.169,0.447,1.894,0.3725
150,-0.028719,0.033566,-0.147921,-0.000166,0.01894,-0.149267,-0.065482,-0.042432,0.023573,0.000393,-0.015231,0.008035,-0.036754,5,0.87334,0.992358,0.999607,0.423378,0.912413,0.784034,0.837218,0.17,0.45,1.9,0.375
151,-0.075648,-0.126116,0.141095,-0.015263,0.102114,0.137924,-0.040694,-0.042119,0.023399,-0.015395,-0.013044,0.000393,-0.076041,10,0.870528,0.984211,0.984605,0.392446,0.887285,0.777446,0.836457,0.171,0.453,1.906,0.3775
152,-0.044268,-0.072669,0.093809,-0.021064,0.067266,0.078884,-0.025611,-0.039148,0.021749,-0.021384,-0.013373,-0.015395,-0.028873,3,0.887771,0.994012,0.978616,0.535629,0.919373,0.770399,0.837206,0.172,0.456,1.912,0.38
153,0.005878,-0.07212,0.161358,-0.015675,0.023511,0.130585,-0.005869,-0.033157,0.018421,-0.015734,-0.014495,-0.021384,0.027262,3,0.871547,0.99435,0.984266,0.549403,0.92749,0.757003,0.837069,0.173,0.459,1.918,0.3825
154,-0.023131,-0.038838,0.186115,-0.017167,0.130394,0.154144,0.014265,-0.024621,0.013679,-0.017266,-0.014668,-0.015734,-0.007397,10,0.866249,0.998468,0.982734,0.563392,0.923376,0.736556,0.837155,0.174,0.462,1.924,0.385
155,0.03135,0.028016,-0.077424,-0.007463,0.08052,-0.062122,0.002846,-0.019677,0.010932,-0.007205,-0.015032,-0.017266,0.048616,10,0.86502,0.989939,0.992795,0.602376,0.926157,0.733789,0.837101,0.175,0.465,1.93,0.3875
156,0.059375,0.126439,-0.164895,0.005904,0.085277,-0.132805,-0.014182,-0.018688,0.010382,0.006556,-0.013936,-0.007205,0.06658,9,0.892625,0.986239,0.993444,0.524441,0.911474,0.776465,0.837213,0.176,0.468,1.936,0.39
157,0.022837,0.066617,-0.179615,0.009291,0.095087,-0.149433,-0.031884,-0.021063,0.011702,0.009916,-0.011067,0.006556,0.016281,8,0.89276,0.996641,0.990084,0.535609,0.923033,0.773057,0.83716,0.177,0.471,1.942,0.3925
158,-0.027906,-0.067116,0.084551,0.001851,0.036526,0.067453,-0.019251,-0.020737,0.011521,0.002122,-0.00813,0.009916,-0.037822,8,0.905513,0.992206,0.997878,0.548293,0.927226,0.79032,0.837076,0.178,0.474,1.948,0.395
159,0.03095,0.028923,0.116413,0.007671,0.058793,0.108502,-0.00238,-0.017433,0.009685,0.008056,-0.006694,0.002122,0.028828,6,0.898652,0.994066,0.991944,0.41681,0.908828,0.807267,0.837187,0.179,0.477,1.954,0.3975
160,-0.038493,-0.043264,0.185457,-0.001562,0.157252,0.182593,0.021386,-0.010446,0.005803,-0.001519,-0.004629,0.008056,-0.046549,5,0.838112,0.990425,0.998481,0.376027,0.891285,0.743456,0.836663,0.18,0.48,1.96,0.4
161,0.038201,-0.054682,0.102706,0.006391,0.051249,0.124463,0.034523,-0.002351,0.001306,0.006646,-0.004194,-0.001519,0.03972,6,0.832831,0.991834,0.993354,0.383484,0.903659,0.749853,0.837096,0.181,0.483,1.966,0.4025
162,0.050347,0.0151,0.102941,0.015182,0.002918,0.084255,0.042268,0.00568,0.003156,0.015615,-0.002676,0.006646,0.0437,5,0.874908,0.991031,0.984385,0.437561,0.91237,0.78673,0.837218,0.182,0.486,1.972,0.405
163,0.018182,-0.09475,0.22697,0.015782,0.020873,0.173526,0.061327,0.015697,0.00872,0.01614,-0.000116,0.015615,0.002567,4,0.855355,0.999474,0.98386,0.532389,0.932104,0.7455,0.836932,0.183,0.489,1.978,0.4075
164,0.008642,-0.020523,-0.089418,0.014354,0.102807,-0.087182,0.041561,0.020352,0.011307,0.014608,0.00216,0.01614,-0.007499,11,0.857593,0.998468,0.985392,0.53342,0.923021,0.737441,0.837161,0.184,0.492,1.984,0.41
165,-0.097716,-0.002983,-0.477977,-0.00806,0.134281,-0.210359,0.009628,0.018422,0.010234,-0.008318,0.003903,0.014608,-0.112324,10,0.859428,0.977074,0.991682,0.628873,0.908956,0.716516,0.837188,0.185,0.495,1.99,0.4125
166,0.086328,0.001308,0.562257,0.010818,0.210675,0.268651,0.041314,0.022542,0.012524,0.010965,0.002192,-0.008318,0.094645,5,0.895489,0.980718,0.989035,0.559954,0.895768,0.756965,0.836855,0.186,0.498,1.996,0.415
167,-0.011208,0.032285,-0.030353,0.006412,0.033743,-0.028844,0.032744,0.024379,0.013544,0.006455,0.00342,0.010965,-0.022173,1,0.869611,0.99549,0.993545,0.564383,0.932174,0.75133,0.83693,0.187,0.501,2.002,0.4175
168,-0.003431,0.058972,-0.128388,0.004444,0.021354,-0.118438,0.01548,0.022777,0.012654,0.004446,0.003845,0.006455,-0.009886,8,0.884057,0.997992,0.995554,0.491689,0.927407,0.781891,0.837071,0.188,0.504,2.008,0.42
169,0.000536,0.047649,0.031892,0.003662,0.073159,0.024733,0.017232,0.021779,0.012099,0.003653,0.003929,0.004446,-0.00391,7,0.859127,0.999207,0.996347,0.35504,0.906105,0.77813,0.837146,0.189,0.507,2.014,0.4225
170,0.068745,0.057868,0.020478,0.016679,0.048127,0.012521,0.017709,0.021046,0.011692,0.016841,0.003891,0.003653,0.065092,1,0.863242,0.986811,0.983159,0.401993,0.897228,0.775899,0.836909,0.19,0.51,2.02,0.425
171,0.06633,0.016886,0.042549,0.026609,0.071432,0.041188,0.021244,0.021082,0.011712,0.026854,0.005704,0.016841,0.049489,6,0.839743,0.989987,0.973146,0.346256,0.889045,0.760749,0.836551,0.191,0.513,2.026,0.4275
172,-0.019559,-7.1e-05,-0.014373,0.017376,0.023159,-0.02724,0.014606,0.019916,0.011065,0.017476,0.008665,0.026854,-0.046413,11,0.879744,0.990622,0.982524,0.392459,0.902819,0.797367,0.837077,0.192,0.516,2.032,0.43
173,0.02139,-0.06622,0.46377,0.018178,0.181482,0.156627,0.033465,0.022355,0.012419,0.018266,0.009898,0.017476,0.003914,10,0.907308,0.999211,0.981734,0.45465,0.904836,0.793358,0.837122,0.193,0.519,2.038,0.4325
174,-0.158764,-0.105266,-0.43924,-0.01721,0.106236,-0.168474,0.00912,0.019973,0.011096,-0.017403,0.01107,0.018266,-0.17703,2,0.848075,0.964331,0.982597,0.532717,0.881887,0.727674,0.836129,0.194,0.522,2.044,0.435
175,-0.043855,-0.073244,0.144545,-0.022539,0.100465,0.113657,0.021522,0.020252,0.011251,-0.022725,0.007084,-0.017403,-0.026452,2,0.87936,0.994678,0.977275,0.557476,0.920047,0.754684,0.8372,0.195,0.525,2.05,0.4375
176,-0.061324,-0.068154,0.074375,-0.030296,0.088508,0.055599,0.025475,0.021192,0.011773,-0.030479,0.00291,-0.022725,-0.038599,10,0.867258,0.992246,0.969521,0.575776,0.918929,0.740305,0.83721,0.196,0.528,2.056,0.44
177,-0.018207,0.017036,0.026511,-0.027878,0.071474,0.029981,0.025427,0.021954,0.012197,-0.028018,-0.001764,-0.030479,0.012272,9,0.867477,0.997538,0.971982,0.552394,0.924346,0.747202,0.837138,0.197,0.531,2.062,0.4425
178,-0.011202,0.059763,-0.487247,-0.024543,0.226884,-0.199084,-0.003582,0.017358,0.009643,-0.024648,-0.00544,-0.028018,0.016816,9,0.875584,0.99663,0.975352,0.553733,0.908886,0.736647,0.837188,0.198,0.534,2.068,0.445
179,0.090549,0.173686,-0.072038,-0.001525,0.028136,-0.076068,-0.012362,0.012008,0.006671,-0.001585,-0.008129,-0.024648,0.115197,8,0.904606,0.976937,0.998415,0.436931,0.895896,0.813176,0.83686,0.199,0.537,2.074,0.4475
180,0.022173,0.051014,-0.175161,0.003215,0.109058,-0.15457,-0.029554,0.004527,0.002515,0.003169,-0.007213,-0.001585,0.023758,2,0.876685,0.995247,0.996831,0.421701,0.907378,0.779007,0.837167,0.2,0.54,2.08,0.45
181,0.03258,0.055464,0.083739,0.009088,0.064381,0.098923,-0.012683,0.001429,0.000794,0.009046,-0.005759,0.003169,0.029411,7,0.883545,0.994122,0.990954,0.296997,0.893088,0.81634,0.836745,0.201,0.543,2.086,0.4525
182,-0.018395,0.004189,-0.087509,0.003591,0.026685,-0.094788,-0.023485,-0.003056,0.001698,0.003571,-0.003687,0.009046,-0.027441,6,0.900814,0.994525,0.996429,0.375148,0.908671,0.822413,0.837185,0.202,0.546,2.092,0.455
183,0.07933,0.152989,-0.09383,0.018739,0.048232,-0.112077,-0.035408,-0.008879,0.004933,0.018656,-0.00267,0.003571,0.075759,5,0.902058,0.984915,0.981344,0.373556,0.891193,0.821066,0.836658,0.203,0.549,2.098,0.4575
184,0.012761,0.044458,0.021311,0.017543,0.039216,0.010439,-0.030914,-0.012845,0.007136,0.017484,0.000315,0.018656,-0.005895,3,0.879399,0.998828,0.982516,0.438524,0.917105,0.786275,0.837221,0.204,0.552,2.104,0.46
185,-0.111814,-0.146778,0.208013,-0.008328,0.187678,0.161392,-0.007621,-0.011905,0.006614,-0.008179,0.002719,0.017484,-0.129299,11,0.817969,0.974336,0.991821,0.514859,0.885294,0.691815,0.836343,0.205,0.555,2.11,0.4625
186,0.014758,-0.020202,0.036998,-0.003711,0.022321,0.03454,-0.002853,-0.010275,0.005709,-0.003633,0.001193,-0.008179,0.022937,3,0.87729,0.995453,0.996367,0.567213,0.934812,0.760598,0.836833,0.206,0.558,2.116,0.465
187,-0.142985,-0.046978,-0.472827,-0.031566,0.09732,-0.212746,-0.030301,-0.01388,0.007711,-0.031206,0.000518,-0.003633,-0.139352,7,0.833951,0.972426,0.968794,0.561415,0.892654,0.709219,0.836726,0.207,0.561,2.122,0.4675
188,0.055049,0.101956,-0.145898,-0.014243,0.092222,-0.12699,-0.042137,-0.018966,0.010537,-0.014172,-0.003924,-0.031206,0.086255,10,0.874251,0.982966,0.985828,0.48124,0.898941,0.765883,0.836967,0.208,0.564,2.128,0.47
189,0.06943,0.036312,0.084145,0.002492,0.022017,0.107585,-0.022309,-0.019568,0.010871,0.002312,-0.005359,-0.014172,0.083602,10,0.860504,0.983515,0.997688,0.492979,0.91082,0.758179,0.837208,0.209,0.567,2.134,0.4725
190,0.034181,0.071987,-0.063742,0.00883,0.029558,-0.060875,-0.028866,-0.021241,0.011801,0.008586,-0.004285,0.002312,0.031869,9,0.907792,0.993726,0.991414,0.515101,0.923595,0.800045,0.837151,0.21,0.57,2.14,0.475
191,-0.014646,0.120535,-0.627242,0.004134,0.25825,-0.35359,-0.069734,-0.02997,0.01665,0.004023,-0.002483,0.008586,-0.023232,8,0.906679,0.995437,0.995977,0.404467,0.889039,0.79313,0.836551,0.211,0.573,2.146,0.4775
192,0.017744,0.032434,0.080441,0.006856,0.061862,0.082085,-0.050342,-0.033637,0.018687,0.006713,-0.001572,0.004023,0.013721,8,0.883291,0.99731,0.993287,0.318949,0.899015,0.810209,0.836969,0.212,0.576,2.152,0.48
193,0.118131,0.030201,0.754253,0.029111,0.321733,0.445035,0.011564,-0.025501,0.014167,0.028542,-0.000412,0.006713,0.111418,7,0.890562,0.978171,0.971458,0.287706,0.841363,0.792996,0.831803,0.213,0.579,2.158,0.4825
194,-0.113014,-0.081673,-0.173251,0.000686,0.017345,-0.226376,-0.018387,-0.02422,0.013456,0.000846,0.003642,0.028542,-0.141556,6,0.858619,0.972304,0.999154,0.300513,0.872826,0.795089,0.835446,0.214,0.582,2.164,0.485
195,-0.015846,-0.018943,-0.01768,-0.00262,0.004539,-0.016484,-0.018496,-0.02319,0.012883,-0.002416,0.00325,0.000846,-0.016692,5,0.90803,0.996739,0.997584,0.435828,0.9207,0.819031,0.837193,0.215,0.585,2.17,0.4875
196,-0.049378,-0.098339,0.142307,-0.011972,0.092834,0.189322,0.00771,-0.017628,0.009793,-0.011583,0.002457,-0.002416,-0.046963,4,0.879942,0.990833,0.988417,0.435619,0.902879,0.780698,0.837078,0.216,0.588,2.176,0.49
197,-0.054378,-0.137494,0.092209,-0.020453,0.01602,0.09278,0.017544,-0.011297,0.006276,-0.01993,0.000491,-0.011583,-0.042795,4,0.890161,0.991653,0.98007,0.524451,0.921451,0.78272,0.837183,0.217,0.591,2.182,0.4925
198,-0.039892,-0.04346,-0.015509,-0.024341,0.015026,-0.007357,0.015499,-0.006474,0.003597,-0.023819,-0.002368,-0.01993,-0.019962,10,0.896994,0.99611,0.976181,0.464341,0.918413,0.801963,0.837213,0.218,0.594,2.188,0.495
199,-0.049427,-0.02599,0.025946,-0.029358,0.082727,0.042052,0.018266,-0.002021,0.001123,-0.028804,-0.005371,-0.023819,-0.025608,9,0.855435,0.995015,0.971196,0.551228,0.920667,0.73515,0.837193,0.219,0.597,2.194,0.4975
200,-0.014709,-0.004495,-0.114289,-0.026428,0.057738,-0.089943,0.004429,-0.00086,0.000478,-0.026064,-0.008652,-0.028804,0.014095,1,0.892723,0.99726,0.973936,0.52734,0.923443,0.780279,0.837154,0.22,0.6,2.2,0.5
201,0.054374,0.102369,-0.206833,-0.010268,0.133567,-0.179044,-0.018811,-0.004091,0.002273,-0.010457,-0.011089,-0.026064,0.080438,3,0.860985,0.984392,0.989543,0.469965,0.896303,0.750737,0.836875,0.221,0.603,2.206,0.5025
202,0.003448,0.098537,-0.190626,-0.007525,0.035186,-0.175331,-0.037455,-0.010096,0.005609,-0.007764,-0.011001,-0.010457,0.013904,7,0.87821,0.997308,0.992236,0.393595,0.912158,0.794708,0.837217,0.222,0.606,2.212,0.505
203,-0.036428,-0.127996,0.213451,-0.013305,0.088682,0.260503,0.000271,-0.00823,0.004572,-0.013307,-0.010548,-0.007764,-0.028664,7,0.90899,0.994457,0.986693,0.278941,0.887256,0.842103,0.836455,0.223,0.609,2.218,0.5075
204,-0.028609,-0.055391,0.104962,-0.016366,0.075069,0.154076,0.020534,-0.003053,0.001696,-0.016263,-0.010934,-0.013307,-0.015301,5,0.885481,0.997044,0.983737,0.275995,0.890914,0.821104,0.836645,0.224,0.612,2.224,0.51
205,0.051301,0.045159,0.007976,-0.002833,0.037565,0.012406,0.019052,0.000926,0.000515,-0.003227,-0.01168,-0.016263,0.067564,11,0.871956,0.986964,0.996773,0.284085,0.886579,0.810579,0.836417,0.225,0.615,2.23,0.5125
206,-0.060798,-0.179387,0.722459,-0.014426,0.400728,0.450594,0.07403,0.014085,0.007825,-0.014304,-0.010497,-0.003227,-0.057571,3,0.817506,0.988923,0.985696,0.318455,0.853946,0.704946,0.833497,0.226,0.618,2.236,0.515
207,-0.014819,-0.171025,0.098601,-0.014505,0.088874,0.092038,0.077386,0.025479,0.014155,-0.014403,-0.01103,-0.014304,-0.000515,5,0.798822,0.999901,0.985597,0.509409,0.92277,0.684859,0.837165,0.227,0.621,2.242,0.5175
208,-0.045126,-0.158463,0.211623,-0.020629,0.056561,0.166756,0.089025,0.036917,0.02051,-0.020283,-0.011502,-0.014403,-0.030723,4,0.882145,0.99412,0.979717,0.55482,0.922988,0.762343,0.837161,0.228,0.624,2.248,0.52
209,-0.07397,-0.140079,0.003169,-0.031297,0.019646,-0.02178,0.074656,0.04371,0.024284,-0.030536,-0.012731,-0.020283,-0.053687,11,0.886293,0.989747,0.969464,0.474045,0.908161,0.786699,0.837178,0.229,0.627,2.254,0.5225
210,0.025181,0.013511,-0.025962,-0.020002,0.047071,-0.006333,0.064698,0.047488,0.026382,-0.019915,-0.015224,-0.030536,0.055717,2,0.870306,0.98938,0.980085,0.516924,0.912799,0.758635,0.83722,0.23,0.63,2.26,0.525
211,0.076697,0.12883,-0.231693,-0.000662,0.163515,-0.204909,0.032391,0.044771,0.024873,-0.001523,-0.015881,-0.019915,0.096612,10,0.844401,0.981607,0.998477,0.520527,0.896437,0.718186,0.83688,0.231,0.633,2.266,0.5275
212,0.06879,0.172021,-0.356022,0.013228,0.193119,-0.333892,-0.012774,0.034413,0.019118,0.011857,-0.013871,-0.001523,0.070312,8,0.865992,0.98662,0.988143,0.457782,0.889541,0.74935,0.836577,0.232,0.636,2.272,0.53
213,0.070065,0.200908,-0.404587,0.024596,0.207813,-0.441361,-0.067418,0.016083,0.008935,0.022937,-0.010269,0.011857,0.058208,9,0.873663,0.98892,0.977063,0.363444,0.876896,0.775143,0.835773,0.233,0.639,2.278,0.5325
214,-0.015304,0.000616,0.048837,0.016616,0.063649,0.046323,-0.053141,0.003623,0.002013,0.01566,-0.00562,0.022937,-0.03824,1,0.867747,0.992723,0.98434,0.240546,0.882223,0.811799,0.836151,0.234,0.642,2.284,0.535
215,-0.005482,-0.035553,0.107667,0.012196,0.052043,0.125244,-0.028932,-0.002237,0.001243,0.011642,-0.002641,0.01566,-0.021142,7,0.898599,0.995982,0.988358,0.258459,0.890688,0.840538,0.836634,0.235,0.645,2.29,0.5375
216,0.030696,0.055111,-0.006117,0.015896,0.000103,-0.004453,-0.026501,-0.006605,0.003669,0.015256,-0.000641,0.011642,0.019054,6,0.90483,0.996386,0.984744,0.387446,0.912114,0.826961,0.837217,0.236,0.648,2.296,0.54
217,0.029128,0.012679,0.110238,0.018543,0.039216,0.097664,-0.013635,-0.00787,0.004372,0.017883,0.001584,0.015256,0.013872,3,0.908381,0.997373,0.982117,0.415948,0.912457,0.820048,0.837219,0.237,0.651,2.302,0.5425
