cycle,output,self_state,memory,prediction,correction,strongest_channel,strongest_confidence,continuity,anchor_fit,spread_score,stability,rigidity,adaptive_score,noise,contradiction,pressure,drift
168,0.00514,0.005815,0.004194,0.006016,-0.000876,9,0.996457,0.999799,0.994185,0.463748,0.91231,0.88052,0.837218,0.025,0.672,1.0,0.0
169,0.01436,0.007777,0.004421,0.005815,0.008546,8,0.990974,0.998038,0.992223,0.464294,0.909562,0.874901,0.837195,0.025,0.676,1.0,0.0
170,0.016738,0.009834,0.004891,0.007777,0.008961,7,0.992193,0.997943,0.990166,0.464544,0.908902,0.876057,0.837188,0.025,0.68,1.0,0.0
171,-0.010144,0.005247,0.005583,0.009834,-0.019978,6,0.986044,0.995413,0.994753,0.462623,0.906596,0.870388,0.837154,0.025,0.684,1.0,0.0
172,0.011832,0.006759,0.005536,0.005247,0.006585,5,0.998212,0.998488,0.993241,0.468475,0.911101,0.881093,0.83721,0.025,0.688,1.0,0.0
173,-0.021861,0.000188,0.005707,0.006759,-0.02862,4,0.980741,0.993429,0.999812,0.464977,0.905813,0.864497,0.837141,0.025,0.692,1.0,0.0
174,0.00081,0.000331,0.004935,0.000188,0.000622,3,0.99862,0.999857,0.999669,0.46504,0.914128,0.88236,0.837224,0.025,0.696,1.0,0.0
175,0.003333,0.00102,0.00429,0.000331,0.003002,2,0.993026,0.999311,0.99898,0.459129,0.91228,0.878244,0.837218,0.025,0.7,1.0,0.0
176,0.011083,0.003331,0.003832,0.00102,0.010063,1,0.996019,0.997689,0.996669,0.460096,0.909683,0.880995,0.837197,0.025,0.704,1.0,0.0
177,-0.000267,0.002505,0.003762,0.003331,-0.003598,11,0.99788,0.999174,0.997495,0.456399,0.91125,0.883781,0.837211,0.025,0.708,1.0,0.0
178,-0.002976,0.001246,0.003586,0.002505,-0.00548,10,0.997718,0.998742,0.998754,0.451162,0.910203,0.884927,0.837202,0.025,0.712,1.0,0.0
179,0.012744,0.003886,0.003258,0.001246,0.011497,9,0.990531,0.99736,0.996114,0.461742,0.909364,0.875096,0.837193,0.025,0.716,1.0,0.0
180,0.00491,0.004121,0.003346,0.003886,0.001024,8,0.999093,0.999765,0.995879,0.46041,0.912206,0.883991,0.837217,0.025,0.72,1.0,0.0
181,0.007452,0.004886,0.003455,0.004121,0.003331,7,0.991626,0.999235,0.995114,0.464961,0.912033,0.875386,0.837216,0.025,0.724,1.0,0.0
182,0.007784,0.005552,0.003655,0.004886,0.002898,6,0.998855,0.999335,0.994448,0.439249,0.907862,0.889043,0.837174,0.025,0.728,1.0,0.0
183,-0.019556,-0.000213,0.003921,0.005552,-0.025107,5,0.978128,0.994235,0.999787,0.444544,0.903584,0.866992,0.837095,0.025,0.732,1.0,0.0
184,0.012985,0.002817,0.003342,-0.000213,0.013199,4,0.991617,0.99697,0.997183,0.457961,0.908551,0.877127,0.837183,0.025,0.736,1.0,0.0
185,-0.004682,0.001096,0.003268,0.002817,-0.007499,3,0.990247,0.998278,0.998904,0.454714,0.910212,0.876569,0.837202,0.025,0.74,1.0,0.0
186,0.002312,0.001375,0.002964,0.001096,0.001216,2,0.997015,0.999721,0.998625,0.44392,0.91028,0.886035,0.837203,0.025,0.744,1.0,0.0
187,0.002201,0.001564,0.002742,0.001375,0.000826,1,0.995178,0.99981,0.998436,0.442333,0.910089,0.884595,0.837201,0.025,0.748,1.0,0.0
188,0.012436,0.004061,0.002577,0.001564,0.010872,11,0.985447,0.997504,0.995939,0.456089,0.908597,0.871425,0.837184,0.025,0.752,1.0,0.0
189,-0.003423,0.002342,0.002785,0.004061,-0.007484,10,0.999008,0.998282,0.997658,0.451585,0.909367,0.886112,0.837193,0.025,0.756,1.0,0.0
190,0.015469,0.005356,0.002723,0.002342,0.013127,9,0.987445,0.996986,0.994644,0.435227,0.904224,0.878638,0.837109,0.025,0.76,1.0,0.0
191,-0.02606,-0.001857,0.003091,0.005356,-0.031416,8,0.978692,0.992787,0.998143,0.445483,0.901393,0.867321,0.83704,0.025,0.764,1.0,0.0
192,0.014303,0.001853,0.002399,-0.001857,0.01616,7,0.982401,0.99629,0.998147,0.446981,0.906181,0.870655,0.837147,0.025,0.768,1.0,0.0
193,0.000632,0.001573,0.002322,0.001853,-0.001221,6,0.99323,0.99972,0.998427,0.44814,0.910898,0.881195,0.837208,0.025,0.772,1.0,0.0
194,0.000371,0.001297,0.002217,0.001573,-0.001202,5,0.998832,0.999724,0.998703,0.438176,0.909387,0.889288,0.837193,0.025,0.776,1.0,0.0
195,0.004089,0.001938,0.002089,0.001297,0.002792,4,0.998842,0.999359,0.998062,0.438978,0.908862,0.889097,0.837187,0.025,0.78,1.0,0.0
196,-0.006392,2.6e-05,0.002067,0.001938,-0.00833,3,0.996786,0.998087,0.999974,0.441476,0.908146,0.886417,0.837178,0.025,0.784,1.0,0.0
197,0.002852,0.000674,0.001782,2.6e-05,0.002826,2,0.998276,0.999351,0.999326,0.444072,0.91002,0.887258,0.8372,0.025,0.788,1.0,0.0
198,0.026641,0.006636,0.001627,0.000674,0.025966,1,0.974627,0.994038,0.993364,0.436008,0.900163,0.865625,0.837005,0.025,0.792,1.0,0.0
199,0.011058,0.007652,0.002328,0.006636,0.004422,11,0.992771,0.998985,0.992348,0.445161,0.907765,0.881481,0.837173,0.025,0.796,1.0,0.0
200,0.00632,0.007346,0.003073,0.007652,-0.001331,10,0.996935,0.999694,0.992654,0.432478,0.906743,0.888815,0.837157,0.025,0.8,1.0,0.0
201,-0.012541,0.00278,0.003671,0.007346,-0.019887,9,0.982145,0.995434,0.99722,0.431835,0.902388,0.874187,0.837066,0.025,0.804,1.0,0.0
202,0.004284,0.003125,0.003547,0.00278,0.001504,8,0.992009,0.999655,0.996875,0.413497,0.904836,0.888635,0.837122,0.025,0.808,1.0,0.0
203,0.00749,0.004127,0.003488,0.003125,0.004364,7,0.998322,0.998998,0.995873,0.432784,0.906789,0.890126,0.837158,0.025,0.812,1.0,0.0
204,0.003148,0.003902,0.003577,0.004127,-0.000979,6,0.996584,0.999775,0.996098,0.433245,0.907935,0.888273,0.837175,0.025,0.816,1.0,0.0
205,-0.008942,0.000953,0.003623,0.003902,-0.012844,5,0.992733,0.997051,0.999047,0.43299,0.905183,0.884485,0.837129,0.025,0.82,1.0,0.0
206,0.002753,0.001367,0.003249,0.000953,0.001799,4,0.997992,0.999587,0.998633,0.423924,0.906909,0.892011,0.83716,0.025,0.824,1.0,0.0
207,0.002118,0.001539,0.002986,0.001367,0.000752,3,0.998909,0.999827,0.998461,0.428849,0.907961,0.891696,0.837175,0.025,0.828,1.0,0.0
208,0.014618,0.004542,0.002783,0.001539,0.013079,2,0.991046,0.996997,0.995458,0.423787,0.902636,0.885099,0.837072,0.025,0.832,1.0,0.0
209,-0.004427,0.002483,0.003029,0.004542,-0.00897,1,0.992654,0.997941,0.997517,0.427639,0.905054,0.885745,0.837126,0.025,0.836,1.0,0.0
210,0.003473,0.00271,0.002953,0.002483,0.00099,11,0.995657,0.999773,0.99729,0.421196,0.906337,0.890358,0.83715,0.025,0.84,1.0,0.0
211,0.010324,0.004458,0.002919,0.00271,0.007614,10,0.995022,0.998252,0.995542,0.425856,0.904619,0.888558,0.837117,0.025,0.844,1.0,0.0
212,0.000239,0.003489,0.003134,0.004458,-0.00422,9,0.998039,0.999031,0.996511,0.415788,0.904291,0.894092,0.83711,0.025,0.848,1.0,0.0
213,-0.006614,0.00117,0.003184,0.003489,-0.010104,8,0.996987,0.99768,0.99883,0.422253,0.904221,0.891424,0.837109,0.025,0.852,1.0,0.0
214,-0.003217,0.000162,0.002902,0.00117,-0.004387,7,0.996665,0.998993,0.999838,0.420543,0.905934,0.891529,0.837143,0.025,0.856,1.0,0.0
215,-0.000434,2.5e-05,0.002518,0.000162,-0.000597,6,0.996262,0.999863,0.999975,0.414285,0.906101,0.892691,0.837146,0.025,0.86,1.0,0.0
216,-0.007211,-0.001636,0.002169,2.5e-05,-0.007237,5,0.988331,0.998338,0.998364,0.419233,0.904462,0.883522,0.837114,0.025,0.864,1.0,0.0
217,0.000934,-0.001046,0.001637,-0.001636,0.00257,4,0.99866,0.99941,0.998954,0.413921,0.905168,0.895179,0.837128,0.025,0.868,1.0,0.0
218,0.017804,0.003282,0.001261,-0.001046,0.01885,3,0.988344,0.995672,0.996718,0.403648,0.898046,0.887432,0.836938,0.025,0.872,1.0,0.0
219,-0.016409,-0.001239,0.001544,0.003282,-0.019691,2,0.979592,0.995479,0.998761,0.410056,0.899393,0.877078,0.836981,0.025,0.876,1.0,0.0
220,-0.016159,-0.004665,0.001154,-0.001239,-0.01492,1,0.996825,0.996574,0.995335,0.412506,0.900248,0.893699,0.837007,0.025,0.88,1.0,0.0
