cycle,output,self_state,memory,prediction,correction,strongest_channel,strongest_confidence,continuity,anchor_fit,spread_score,stability,rigidity,adaptive_score,noise,contradiction,pressure,drift
169,-0.076673,-0.021837,0.00751,-0.005494,-0.071179,1,0.957184,0.983657,0.978163,0.410282,0.878315,0.854614,0.835879,0.025,0.0,1.0,0.676
170,-0.071054,-0.033137,0.003402,-0.021837,-0.049217,7,0.930991,0.9887,0.966863,0.34981,0.872021,0.843539,0.835378,0.025,0.0,1.0,0.68
171,-0.034897,-0.033541,-0.001714,-0.033137,-0.00176,6,0.994438,0.999596,0.966459,0.325078,0.882096,0.913168,0.836142,0.025,0.0,1.0,0.684
172,0.067125,-0.010428,-0.00617,-0.033541,0.100666,5,0.952632,0.976887,0.989572,0.344555,0.862204,0.866493,0.834438,0.025,0.0,1.0,0.688
173,0.1011,0.015179,-0.006766,-0.010428,0.111529,11,0.991432,0.974393,0.984821,0.405405,0.867372,0.89008,0.834957,0.025,0.0,1.0,0.692
174,0.107986,0.036487,-0.003694,0.015179,0.092807,9,0.942185,0.978691,0.963513,0.505057,0.88293,0.815921,0.836197,0.025,0.0,1.0,0.696
175,-0.000677,0.027954,0.001932,0.036487,-0.037164,8,0.971612,0.991467,0.972046,0.620519,0.920378,0.816483,0.837196,0.025,0.0,1.0,0.7
176,0.016324,0.025284,0.005575,0.027954,-0.01163,2,0.994527,0.99733,0.974716,0.706766,0.942536,0.817835,0.836467,0.025,0.0,1.0,0.704
177,0.009367,0.021629,0.008334,0.025284,-0.015917,10,0.995771,0.996345,0.978371,0.70216,0.941545,0.820231,0.83652,0.025,0.0,1.0,0.708
178,-0.004245,0.015689,0.010195,0.021629,-0.025874,4,0.995354,0.994059,0.984311,0.615884,0.926436,0.841383,0.837094,0.025,0.0,1.0,0.712
179,-0.025672,0.006192,0.010965,0.015689,-0.041361,2,0.953254,0.990504,0.993808,0.505934,0.906887,0.826771,0.837159,0.025,0.0,1.0,0.716
180,-0.114079,-0.021422,0.010296,0.006192,-0.120271,1,0.995816,0.972386,0.978578,0.404951,0.862946,0.894578,0.834515,0.025,0.0,1.0,0.72
181,-0.078794,-0.034595,0.005856,-0.021422,-0.057372,7,0.926594,0.986827,0.965405,0.338342,0.867348,0.842008,0.834954,0.025,0.0,1.0,0.724
182,-0.012752,-0.02958,0.000193,-0.034595,0.021843,6,0.990692,0.994985,0.97042,0.293327,0.87214,0.91736,0.835388,0.025,0.0,1.0,0.728
183,0.039086,-0.013814,-0.003975,-0.02958,0.068665,5,0.925133,0.984234,0.986186,0.32529,0.867712,0.843811,0.834989,0.025,0.0,1.0,0.732
184,0.143481,0.022301,-0.005353,-0.013814,0.157295,11,0.979991,0.963885,0.977699,0.395753,0.850192,0.881053,0.833025,0.025,0.0,1.0,0.736
185,0.115482,0.043695,-0.001481,0.022301,0.093181,9,0.944604,0.978606,0.956305,0.501219,0.880187,0.819299,0.836013,0.025,0.0,1.0,0.74
186,0.03727,0.04222,0.004843,0.043695,-0.006425,8,0.989766,0.998525,0.95778,0.608821,0.923675,0.83756,0.83715,0.025,0.0,1.0,0.744
187,-0.003639,0.031691,0.010076,0.04222,-0.045859,2,0.970753,0.989471,0.968309,0.706675,0.930526,0.794084,0.836984,0.025,0.0,1.0,0.748
188,0.029896,0.031279,0.013102,0.031691,-0.001795,10,0.979952,0.999588,0.968721,0.71173,0.944584,0.802019,0.83635,0.025,0.0,1.0,0.752
189,-0.015449,0.02055,0.015647,0.031279,-0.046727,4,0.99266,0.989271,0.97945,0.617418,0.919105,0.838306,0.837208,0.025,0.0,1.0,0.756
190,-0.0876,-0.004281,0.016333,0.02055,-0.10815,3,0.947577,0.975169,0.995719,0.489628,0.884906,0.82517,0.836319,0.025,0.0,1.0,0.76
191,-0.112858,-0.02921,0.013447,-0.004281,-0.108577,1,0.98667,0.975071,0.97079,0.399806,0.863427,0.886718,0.834565,0.025,0.0,1.0,0.764
192,-0.079842,-0.040835,0.007475,-0.02921,-0.050632,7,0.91396,0.988375,0.959165,0.322211,0.865028,0.833407,0.834728,0.025,0.0,1.0,0.768
193,-0.009482,-0.033637,0.000712,-0.040835,0.031354,6,0.984165,0.992801,0.966363,0.29426,0.868318,0.910601,0.835046,0.025,0.0,1.0,0.772
194,0.067739,-0.010361,-0.004097,-0.033637,0.101376,5,0.942269,0.976724,0.989639,0.310286,0.856528,0.864697,0.833806,0.025,0.0,1.0,0.776
195,0.111009,0.017506,-0.004974,-0.010361,0.12137,11,0.987143,0.972134,0.982494,0.389064,0.861173,0.889877,0.834328,0.025,0.0,1.0,0.78
196,0.058632,0.026948,-0.001827,0.017506,0.041126,10,0.955663,0.990557,0.973052,0.48414,0.897659,0.834628,0.836924,0.025,0.0,1.0,0.784
197,0.04208,0.030423,0.002202,0.026948,0.015132,3,0.99156,0.996526,0.969577,0.62289,0.926634,0.835838,0.83709,0.025,0.0,1.0,0.788
198,-0.006453,0.021956,0.006153,0.030423,-0.036875,2,0.966871,0.991533,0.978044,0.71929,0.937948,0.787049,0.836698,0.025,0.0,1.0,0.792
199,0.034006,0.024723,0.008365,0.021956,0.01205,10,0.963861,0.997233,0.975277,0.718922,0.944514,0.784131,0.836354,0.025,0.0,1.0,0.796
200,-0.030027,0.012152,0.010655,0.024723,-0.05475,4,0.980329,0.987429,0.987848,0.612469,0.918273,0.827212,0.837214,0.025,0.0,1.0,0.8
201,-0.050722,-0.002284,0.010865,0.012152,-0.062874,2,0.954623,0.985564,0.997716,0.48078,0.897545,0.834428,0.83692,0.025,0.0,1.0,0.804
202,-0.131946,-0.032054,0.009024,-0.002284,-0.129663,1,0.989849,0.970229,0.967946,0.361647,0.850241,0.899437,0.833031,0.025,0.0,1.0,0.808
203,-0.10302,-0.048348,0.003273,-0.032054,-0.070966,7,0.92452,0.983706,0.951652,0.302672,0.853738,0.848852,0.833472,0.025,0.0,1.0,0.812
204,-0.019162,-0.041647,-0.003954,-0.048348,0.029186,6,0.986122,0.993299,0.958353,0.277645,0.864063,0.916711,0.83463,0.025,0.0,1.0,0.816
205,0.062782,-0.01767,-0.009231,-0.041647,0.104429,5,0.933988,0.976023,0.98233,0.301527,0.85217,0.858606,0.833277,0.025,0.0,1.0,0.82
206,0.154909,0.021954,-0.010412,-0.01767,0.172579,11,0.976864,0.960376,0.978046,0.367452,0.841206,0.885001,0.831779,0.025,0.0,1.0,0.824
207,0.056214,0.02982,-0.005881,0.021954,0.034259,10,0.946396,0.992134,0.97018,0.48404,0.898885,0.825386,0.836965,0.025,0.0,1.0,0.828
208,0.048551,0.034121,-0.000883,0.02982,0.018731,8,0.994994,0.995699,0.965879,0.609358,0.922361,0.842654,0.837171,0.025,0.0,1.0,0.832
209,-0.00777,0.024503,0.004018,0.034121,-0.041891,2,0.963161,0.990382,0.975497,0.7177,0.935485,0.783736,0.836805,0.025,0.0,1.0,0.836
210,0.039146,0.027865,0.006886,0.024503,0.014644,5,0.960593,0.996638,0.972135,0.712469,0.941828,0.782476,0.836505,0.025,0.0,1.0,0.84
211,-0.016153,0.017758,0.009823,0.027865,-0.044018,9,0.993848,0.989893,0.982242,0.604884,0.918689,0.842627,0.837211,0.025,0.0,1.0,0.844
212,-0.047192,0.002846,0.010934,0.017758,-0.06495,2,0.957403,0.985087,0.997154,0.477873,0.896304,0.837934,0.836875,0.025,0.0,1.0,0.848
213,-0.168843,-0.036574,0.009801,0.002846,-0.171688,1,0.966552,0.96058,0.963426,0.373912,0.838411,0.873074,0.831359,0.025,0.0,1.0,0.852
214,-0.112397,-0.053983,0.003309,-0.036574,-0.075823,7,0.924959,0.982591,0.946017,0.289971,0.84868,0.852466,0.832827,0.025,0.0,1.0,0.856
215,-0.037413,-0.050178,-0.004712,-0.053983,0.016569,6,0.988143,0.996196,0.949822,0.256096,0.861987,0.924119,0.834415,0.025,0.0,1.0,0.86
216,0.063095,-0.024171,-0.011077,-0.050178,0.113273,5,0.927126,0.973992,0.975829,0.285024,0.845073,0.85587,0.832335,0.025,0.0,1.0,0.864
217,0.175543,0.021683,-0.01291,-0.024171,0.199714,11,0.959858,0.954146,0.978317,0.354038,0.831047,0.871349,0.830177,0.025,0.0,1.0,0.868
218,0.070517,0.032895,-0.008067,0.021683,0.048833,10,0.959777,0.988788,0.967105,0.4703,0.891482,0.842202,0.836672,0.025,0.0,1.0,0.872
219,0.048149,0.036398,-0.002332,0.032895,0.015254,3,0.993192,0.996498,0.963602,0.609241,0.922741,0.840882,0.837165,0.025,0.0,1.0,0.876
220,-0.005003,0.026892,0.00309,0.036398,-0.041401,7,0.966014,0.990494,0.973108,0.711979,0.934047,0.788019,0.836862,0.025,0.0,1.0,0.88
