cycle,output,self_state,memory,prediction,correction,strongest_channel,strongest_confidence,continuity,anchor_fit,spread_score,stability,rigidity,adaptive_score,noise,contradiction,pressure,drift
168,0.000401,-8.4e-05,0.003278,-0.000229,0.00063,9,0.998396,0.999855,0.999916,0.55132,0.928,0.860566,0.837056,0.02,0.0,1.0,0.0
169,0.007869,0.001742,0.002808,-8.4e-05,0.007953,8,0.991975,0.998174,0.998258,0.557264,0.926304,0.852659,0.837097,0.02,0.0,1.0,0.0
170,0.007866,0.003148,0.002658,0.001742,0.006124,7,0.993049,0.998594,0.996852,0.561033,0.927059,0.852791,0.83708,0.02,0.0,1.0,0.0
171,-0.011666,-0.000253,0.002727,0.003148,-0.014814,6,0.989573,0.996599,0.999747,0.55992,0.925101,0.849593,0.837123,0.02,0.0,1.0,0.0
172,0.006748,0.001354,0.00231,-0.000253,0.007002,5,0.997958,0.998392,0.998646,0.560257,0.927175,0.857894,0.837077,0.02,0.0,1.0,0.0
173,-0.013544,-0.002066,0.002176,0.001354,-0.014899,4,0.985091,0.996579,0.997934,0.559354,0.924477,0.845252,0.837135,0.02,0.0,1.0,0.0
174,-0.002178,-0.002092,0.001582,-0.002066,-0.000112,3,0.998944,0.999974,0.997908,0.556467,0.928416,0.859827,0.837045,0.02,0.0,1.0,0.0
175,-0.000523,-0.001732,0.001068,-0.002092,0.001569,2,0.994204,0.99964,0.998268,0.556705,0.92812,0.855028,0.837053,0.02,0.0,1.0,0.0
176,0.003925,-0.000433,0.000676,-0.001732,0.005657,1,0.996561,0.998701,0.999567,0.556546,0.92724,0.857424,0.837075,0.02,0.0,1.0,0.0
177,-8.1e-05,-0.000352,0.000521,-0.000433,0.000352,11,0.99793,0.999919,0.999648,0.553686,0.928386,0.859509,0.837046,0.02,0.0,1.0,0.0
178,0.001333,3.5e-05,0.000398,-0.000352,0.001685,10,0.998032,0.999613,0.999965,0.553175,0.927996,0.859738,0.837056,0.02,0.0,1.0,0.0
179,0.005038,0.001184,0.000348,3.5e-05,0.005003,9,0.992573,0.998851,0.998816,0.564678,0.928526,0.851404,0.837042,0.02,0.0,1.0,0.0
180,-0.000372,0.000827,0.000465,0.001184,-0.001555,8,0.999628,0.999643,0.999173,0.563639,0.929487,0.858718,0.837015,0.02,0.0,1.0,0.0
181,0.00621,0.002063,0.000515,0.000827,0.005384,7,0.993021,0.998764,0.997937,0.561804,0.927706,0.85257,0.837064,0.02,0.0,1.0,0.0
182,0.003262,0.002338,0.000732,0.002063,0.0012,6,0.999002,0.999725,0.997662,0.548645,0.926771,0.861841,0.837086,0.02,0.0,1.0,0.0
183,-0.018445,-0.002434,0.000957,0.002338,-0.020783,5,0.982698,0.995228,0.997566,0.552467,0.921519,0.844581,0.837183,0.02,0.0,1.0,0.0
184,0.009348,0.000271,0.000482,-0.002434,0.011781,4,0.993076,0.997295,0.999729,0.560393,0.926075,0.852978,0.837102,0.02,0.0,1.0,0.0
185,-0.005727,-0.001106,0.000453,0.000271,-0.005998,3,0.992334,0.998623,0.998894,0.561288,0.927709,0.852012,0.837063,0.02,0.0,1.0,0.0
186,-0.000548,-0.000978,0.000234,-0.001106,0.000557,2,0.997771,0.999872,0.999022,0.55106,0.92773,0.860006,0.837063,0.02,0.0,1.0,0.0
187,0.004383,0.000253,6.5e-05,-0.000978,0.005361,1,0.995958,0.998769,0.999747,0.552017,0.926654,0.857954,0.837089,0.02,0.0,1.0,0.0
188,0.014107,0.003434,9.1e-05,0.000253,0.013854,11,0.988447,0.996819,0.996566,0.560998,0.924669,0.848198,0.837132,0.02,0.0,1.0,0.0
189,0.000669,0.002799,0.000559,0.003434,-0.002765,10,0.998954,0.999365,0.997201,0.561111,0.92817,0.858677,0.837052,0.02,0.0,1.0,0.0
190,0.013739,0.005311,0.000873,0.002799,0.01094,9,0.990319,0.997488,0.994689,0.55209,0.923587,0.852297,0.837151,0.02,0.0,1.0,0.0
191,-0.011543,0.001441,0.001494,0.005311,-0.016854,8,0.982651,0.99613,0.998559,0.562305,0.924542,0.842075,0.837134,0.02,0.0,1.0,0.0
192,0.009717,0.003341,0.001487,0.001441,0.008276,7,0.986659,0.9981,0.996659,0.564044,0.926845,0.845648,0.837085,0.02,0.0,1.0,0.0
193,0.002807,0.003219,0.001746,0.003341,-0.000534,6,0.994872,0.999877,0.996781,0.560937,0.928689,0.854638,0.837038,0.02,0.0,1.0,0.0
194,0.00104,0.002719,0.001952,0.003219,-0.002178,5,0.998703,0.9995,0.997281,0.555712,0.927503,0.859775,0.837069,0.02,0.0,1.0,0.0
195,-0.000799,0.001911,0.00206,0.002719,-0.003517,4,0.999334,0.999192,0.998089,0.558584,0.92779,0.859688,0.837061,0.02,0.0,1.0,0.0
196,-0.001436,0.001142,0.002039,0.001911,-0.003347,3,0.997495,0.999232,0.998858,0.557431,0.927872,0.858137,0.837059,0.02,0.0,1.0,0.0
197,0.001757,0.001284,0.001913,0.001142,0.000614,2,0.998402,0.999859,0.998716,0.566628,0.930118,0.856745,0.836996,0.02,0.0,1.0,0.0
198,0.023724,0.006436,0.001825,0.001284,0.022441,1,0.979762,0.994848,0.993564,0.556404,0.920534,0.840661,0.837194,0.02,0.0,1.0,0.0
199,0.011177,0.007524,0.002471,0.006436,0.004741,11,0.994397,0.998911,0.992476,0.565367,0.926939,0.853055,0.837082,0.02,0.0,1.0,0.0
200,0.004693,0.006874,0.003178,0.007524,-0.002832,10,0.997761,0.99935,0.993126,0.558884,0.926653,0.85804,0.837089,0.02,0.0,1.0,0.0
201,-0.010926,0.002787,0.003696,0.006874,-0.0178,9,0.985633,0.995913,0.997213,0.555827,0.922846,0.846677,0.837163,0.02,0.0,1.0,0.0
202,0.00531,0.003367,0.003568,0.002787,0.002523,8,0.993608,0.999421,0.996633,0.544767,0.925468,0.857417,0.837115,0.02,0.0,1.0,0.0
203,0.001934,0.003038,0.00354,0.003367,-0.001432,7,0.998768,0.999671,0.996962,0.560386,0.928384,0.858671,0.837046,0.02,0.0,1.0,0.0
204,0.006271,0.00378,0.00347,0.003038,0.003234,6,0.997073,0.999258,0.99622,0.559852,0.927554,0.85711,0.837067,0.02,0.0,1.0,0.0
205,-0.000661,0.00276,0.003513,0.00378,-0.004441,5,0.994057,0.99898,0.99724,0.562374,0.927883,0.853464,0.837059,0.02,0.0,1.0,0.0
206,0.006358,0.003586,0.003408,0.00276,0.003598,4,0.998788,0.999174,0.996414,0.556353,0.92694,0.859699,0.837082,0.02,0.0,1.0,0.0
207,0.00337,0.003537,0.003433,0.003586,-0.000217,3,0.999437,0.99995,0.996463,0.562451,0.928937,0.858824,0.837031,0.02,0.0,1.0,0.0
208,0.007244,0.004388,0.003447,0.003537,0.003707,2,0.993137,0.999149,0.995612,0.558205,0.926979,0.853586,0.837081,0.02,0.0,1.0,0.0
209,-0.002492,0.002808,0.003579,0.004388,-0.00688,1,0.99421,0.99842,0.997192,0.558418,0.92651,0.854605,0.837093,0.02,0.0,1.0,0.0
210,0.000794,0.002346,0.003471,0.002808,-0.002014,11,0.996478,0.999538,0.997654,0.555313,0.927593,0.857649,0.837066,0.02,0.0,1.0,0.0
211,0.010464,0.00421,0.003314,0.002346,0.008118,10,0.995905,0.998136,0.99579,0.556403,0.925426,0.856804,0.837116,0.02,0.0,1.0,0.0
212,-0.001323,0.002939,0.003439,0.00421,-0.005533,9,0.998371,0.99873,0.997061,0.557946,0.926799,0.858884,0.837086,0.02,0.0,1.0,0.0
213,-0.001793,0.001853,0.003369,0.002939,-0.004732,8,0.997682,0.998914,0.998147,0.566737,0.928749,0.855997,0.837036,0.02,0.0,1.0,0.0
214,-0.000191,0.001384,0.003157,0.001853,-0.002044,7,0.997188,0.999531,0.998616,0.559375,0.928503,0.857344,0.837043,0.02,0.0,1.0,0.0
215,-0.003807,0.000192,0.002909,0.001384,-0.00519,6,0.996838,0.998808,0.999808,0.55615,0.927383,0.857801,0.837072,0.02,0.0,1.0,0.0
216,-0.00854,-0.001813,0.002528,0.000192,-0.008732,5,0.990791,0.997995,0.998187,0.5589,0.926314,0.851066,0.837097,0.02,0.0,1.0,0.0
217,-0.001509,-0.001743,0.001921,-0.001813,0.000304,4,0.998721,0.99993,0.998257,0.55367,0.928009,0.860303,0.837056,0.02,0.0,1.0,0.0
218,0.008363,0.000577,0.001408,-0.001743,0.010106,3,0.990433,0.99768,0.999423,0.550062,0.924836,0.852917,0.837128,0.02,0.0,1.0,0.0
219,-0.016449,-0.003332,0.001291,0.000577,-0.017026,2,0.984151,0.996091,0.996668,0.558139,0.923294,0.844617,0.837156,0.02,0.0,1.0,0.0
220,-0.003418,-0.003352,0.000644,-0.003332,-8.6e-05,1,0.997898,0.99998,0.996648,0.556456,0.928069,0.858784,0.837054,0.02,0.0,1.0,0.0
