cycle,output,self_state,memory,prediction,correction,strongest_channel,strongest_confidence,continuity,anchor_fit,spread_score,stability,rigidity,adaptive_score,noise,contradiction,pressure,drift
168,0.000851,0.001281,0.003834,0.001354,-0.000503,9,0.99752,0.999927,0.998719,0.549599,0.927442,0.860121,0.83707,0.025,0.0,2.68,0.0
169,0.010353,0.002591,0.003477,0.001281,0.009072,8,0.990217,0.99869,0.997409,0.557042,0.92596,0.850957,0.837105,0.025,0.0,2.69,0.0
170,0.010127,0.003676,0.003353,0.002591,0.007536,7,0.991317,0.998915,0.996324,0.561724,0.92682,0.850886,0.837085,0.025,0.0,2.7,0.0
171,-0.014599,0.001055,0.003398,0.003676,-0.018275,6,0.987063,0.997379,0.998945,0.560333,0.924446,0.84698,0.837136,0.025,0.0,2.71,0.0
172,0.008775,0.002158,0.00307,0.001055,0.00772,5,0.997808,0.998897,0.997842,0.560753,0.927043,0.857619,0.83708,0.025,0.0,2.72,0.0
173,-0.016571,-0.000509,0.002942,0.002158,-0.018729,4,0.981363,0.997333,0.999491,0.559616,0.924369,0.841459,0.837137,0.025,0.0,2.73,0.0
174,-0.002091,-0.000734,0.002459,-0.000509,-0.001582,3,0.998218,0.999775,0.999266,0.556036,0.928336,0.859209,0.837047,0.025,0.0,2.74,0.0
175,0.000142,-0.00061,0.002012,-0.000734,0.000875,2,0.99303,0.999876,0.99939,0.556308,0.928604,0.853953,0.83704,0.025,0.0,2.75,0.0
176,0.00559,0.000264,0.001645,-0.00061,0.0062,1,0.995892,0.999126,0.999736,0.556148,0.927249,0.856855,0.837075,0.025,0.0,2.76,0.0
177,0.000378,0.00028,0.001452,0.000264,0.000115,11,0.99743,0.999984,0.99972,0.552571,0.928302,0.859287,0.837048,0.025,0.0,2.77,0.0
178,0.00205,0.000527,0.001288,0.00028,0.00177,10,0.99759,0.999752,0.999473,0.55191,0.927684,0.859612,0.837064,0.025,0.0,2.78,0.0
179,0.006578,0.001371,0.001181,0.000527,0.00605,9,0.990715,0.999157,0.998629,0.566282,0.928604,0.849145,0.83704,0.025,0.0,2.79,0.0
180,-0.000352,0.001131,0.001208,0.001371,-0.001723,8,0.999661,0.999761,0.998869,0.565016,0.929625,0.858407,0.837011,0.025,0.0,2.8,0.0
181,0.007846,0.002061,0.001197,0.001131,0.006714,7,0.991254,0.999071,0.997939,0.562689,0.92766,0.850581,0.837065,0.025,0.0,2.81,0.0
182,0.004042,0.002334,0.001318,0.002061,0.001981,6,0.998569,0.999727,0.997666,0.546235,0.926215,0.86201,0.837099,0.025,0.0,2.82,0.0
183,-0.023197,-0.001173,0.00146,0.002334,-0.025531,5,0.978517,0.996493,0.998827,0.550993,0.921021,0.840769,0.837189,0.025,0.0,2.83,0.0
184,0.012192,0.000656,0.001091,-0.001173,0.013365,4,0.991827,0.998171,0.999344,0.56094,0.926005,0.851592,0.837104,0.025,0.0,2.84,0.0
185,-0.006837,-0.000366,0.00103,0.000656,-0.007493,3,0.990516,0.998978,0.999634,0.562056,0.927831,0.850002,0.83706,0.025,0.0,2.85,0.0
186,-0.000406,-0.000371,0.000835,-0.000366,-4e-05,2,0.997025,0.999995,0.999629,0.549272,0.927769,0.859707,0.837062,0.025,0.0,2.86,0.0
187,0.005887,0.000476,0.000666,-0.000371,0.006259,1,0.995038,0.999153,0.999524,0.550486,0.92628,0.857416,0.837098,0.025,0.0,2.87,0.0
188,0.017897,0.002825,0.000639,0.000476,0.017422,11,0.985485,0.997651,0.997175,0.561642,0.92444,0.845075,0.837136,0.025,0.0,2.88,0.0
189,0.00051,0.002514,0.000945,0.002825,-0.002315,10,0.999115,0.999689,0.997486,0.561848,0.928577,0.858653,0.837041,0.025,0.0,2.89,0.0
190,0.016745,0.004419,0.001165,0.002514,0.014231,9,0.987738,0.998095,0.995581,0.550572,0.923076,0.850096,0.83716,0.025,0.0,2.9,0.0
191,-0.015113,0.001814,0.001621,0.004419,-0.019532,8,0.9788,0.997396,0.998186,0.563276,0.924434,0.837981,0.837136,0.025,0.0,2.91,0.0
192,0.011805,0.003141,0.001648,0.001814,0.009991,7,0.983508,0.998673,0.996859,0.56549,0.926949,0.842136,0.837082,0.025,0.0,2.92,0.0
193,0.003214,0.003151,0.001857,0.003141,7.3e-05,6,0.993351,0.99999,0.996849,0.56158,0.928951,0.852956,0.83703,0.025,0.0,2.93,0.0
194,0.000923,0.002857,0.002038,0.003151,-0.002228,5,0.998492,0.999706,0.997143,0.555105,0.927427,0.859716,0.837071,0.025,0.0,2.94,0.0
195,-0.001276,0.002315,0.002153,0.002857,-0.004133,4,0.999131,0.999457,0.997685,0.558679,0.927647,0.859461,0.837065,0.025,0.0,2.95,0.0
196,-0.001902,0.001763,0.002175,0.002315,-0.004216,3,0.996811,0.999448,0.998237,0.557236,0.927549,0.857502,0.837068,0.025,0.0,2.96,0.0
197,0.002232,0.001824,0.002118,0.001763,0.000469,2,0.997882,0.999939,0.998176,0.568739,0.930363,0.855697,0.836989,0.025,0.0,2.97,0.0
198,0.029694,0.005442,0.002077,0.001824,0.027869,1,0.974757,0.996382,0.994558,0.555924,0.920063,0.835777,0.837199,0.025,0.0,2.98,0.0
199,0.013258,0.006453,0.002548,0.005442,0.007816,11,0.992353,0.998989,0.993547,0.567151,0.926874,0.850565,0.837084,0.025,0.0,2.99,0.0
200,0.004741,0.006232,0.003094,0.006453,-0.001712,10,0.996704,0.99978,0.993768,0.559081,0.927256,0.856934,0.837075,0.025,0.0,3.0,0.0
201,-0.014684,0.003549,0.003534,0.006232,-0.020916,9,0.982337,0.997317,0.996451,0.55524,0.922331,0.843527,0.837171,0.025,0.0,3.01,0.0
202,0.006246,0.003893,0.003536,0.003549,0.002697,8,0.992292,0.999655,0.996107,0.541375,0.924819,0.856948,0.837129,0.025,0.0,3.02,0.0
203,0.002224,0.003681,0.003586,0.003893,-0.00167,7,0.998459,0.999787,0.996319,0.56095,0.928282,0.858221,0.837049,0.025,0.0,3.03,0.0
204,0.007666,0.004186,0.003599,0.003681,0.003985,6,0.996409,0.999495,0.995814,0.560268,0.927422,0.856342,0.837071,0.025,0.0,3.04,0.0
205,-0.001051,0.003525,0.003681,0.004186,-0.005238,5,0.992632,0.999339,0.996475,0.563402,0.92778,0.851782,0.837062,0.025,0.0,3.05,0.0
206,0.007863,0.00407,0.003659,0.003525,0.004339,4,0.998604,0.999454,0.99593,0.55589,0.926663,0.859632,0.837089,0.025,0.0,3.06,0.0
207,0.004012,0.004063,0.003717,0.00407,-5.8e-05,3,0.999358,0.999993,0.995937,0.56351,0.929009,0.858481,0.837029,0.025,0.0,3.07,0.0
208,0.008858,0.004661,0.003765,0.004063,0.004795,2,0.991413,0.999402,0.995339,0.558209,0.92675,0.85186,0.837087,0.025,0.0,3.08,0.0
209,-0.003466,0.003651,0.003891,0.004661,-0.008128,1,0.992893,0.99899,0.996349,0.558455,0.926199,0.853279,0.8371,0.025,0.0,3.09,0.0
210,0.000907,0.003312,0.003857,0.003651,-0.002744,11,0.995452,0.99966,0.996688,0.55459,0.927088,0.856804,0.837079,0.025,0.0,3.1,0.0
211,0.013189,0.004529,0.003781,0.003312,0.009878,10,0.995008,0.998783,0.995471,0.555935,0.925094,0.856024,0.837123,0.025,0.0,3.11,0.0
212,-0.001863,0.003745,0.003886,0.004529,-0.006392,9,0.998141,0.999215,0.996255,0.557878,0.926539,0.858671,0.837092,0.025,0.0,3.12,0.0
213,-0.002411,0.002992,0.003866,0.003745,-0.006156,8,0.996995,0.999247,0.997008,0.568852,0.928568,0.854782,0.837041,0.025,0.0,3.13,0.0
214,-0.000149,0.00261,0.003744,0.002992,-0.003141,7,0.996291,0.999618,0.99739,0.559645,0.927992,0.85638,0.837056,0.025,0.0,3.14,0.0
215,-0.004477,0.00175,0.003585,0.00261,-0.007086,6,0.995861,0.999141,0.99825,0.555646,0.926562,0.856949,0.837091,0.025,0.0,3.15,0.0
216,-0.010207,0.000307,0.003328,0.00175,-0.011958,5,0.988173,0.998556,0.999693,0.559078,0.926245,0.848403,0.837099,0.025,0.0,3.16,0.0
217,-0.001043,0.000144,0.002905,0.000307,-0.001349,4,0.998915,0.999838,0.999856,0.552549,0.928015,0.860778,0.837056,0.025,0.0,3.17,0.0
218,0.011413,0.001494,0.002519,0.000144,0.011269,3,0.988387,0.998651,0.998506,0.548034,0.924329,0.851379,0.837138,0.025,0.0,3.18,0.0
219,-0.019968,-0.001065,0.002375,0.001494,-0.021461,2,0.980232,0.997441,0.998935,0.558086,0.923404,0.840711,0.837154,0.025,0.0,3.19,0.0
220,-0.003262,-0.001326,0.001893,-0.001065,-0.002197,1,0.996726,0.999739,0.998674,0.555939,0.928007,0.857742,0.837056,0.025,0.0,3.2,0.0
