cycle,truth_sample,truth_state,truth_load,bridge_output,bridge_state,bridge_load,shadow_pressure,shadow_state,shadow_load,self_state,memory,prediction,correction,strongest_channel,strongest_confidence,continuity,anchor_fit,spread_score,stability,rigidity,adaptive_score,noise,contradiction,pressure,drift
112,0.010125,-0.001142,0.000635,0.00851,-0.000693,0.005285,0.013442,0.003879,0.002155,-0.000259,-0.001682,-0.003212,0.011723,10,0.909911,0.997047,0.999741,0.507317,0.937514,0.812756,0.836718,0.025,0.448,1.0,0.0
113,-0.006892,-0.001422,0.00079,-0.000502,-0.000655,0.008121,-0.009016,0.004068,0.00226,-0.00032,-0.001483,-0.000259,-0.000243,9,0.916191,0.999939,0.99968,0.518961,0.941214,0.816509,0.836538,0.025,0.452,1.0,0.0
114,0.005975,-0.001542,0.000856,-0.000273,-0.000578,0.011245,-0.015936,0.003753,0.002085,-0.000308,-0.00132,-0.00032,4.7e-05,8,0.916521,0.999988,0.999692,0.513458,0.940328,0.817561,0.836584,0.025,0.456,1.0,0.0
115,-0.018895,-0.001935,0.001075,-0.005779,-0.001618,0.004441,-0.007643,0.003274,0.001819,-0.001687,-0.001178,-0.000308,-0.00547,7,0.91914,0.998622,0.998313,0.515731,0.939705,0.820535,0.836615,0.025,0.46,1.0,0.0
116,0.002849,-0.00223,0.001239,0.002164,-0.000862,0.004293,-0.003562,0.00277,0.001539,-0.000717,-0.00125,-0.001687,0.00385,6,0.916953,0.99903,0.999283,0.514646,0.940167,0.818606,0.836592,0.025,0.464,1.0,0.0
117,0.006962,-0.002485,0.00138,0.003237,-4.2e-05,0.002516,-0.001917,0.002288,0.001271,0.00028,-0.001175,-0.000717,0.003954,5,0.918474,0.999004,0.99972,0.515544,0.940512,0.820186,0.836574,0.025,0.468,1.0,0.0
118,-0.002141,-0.002726,0.001515,0.00178,0.000322,0.012996,0.023035,0.002389,0.001327,0.000658,-0.000971,0.00028,0.001501,4,0.917897,0.999622,0.999342,0.504706,0.93873,0.820516,0.836662,0.025,0.472,1.0,0.0
119,-0.022524,-0.003081,0.001711,-0.003489,-0.00044,0.006387,0.016823,0.002783,0.001546,-0.000387,-0.000743,0.000658,-0.004147,3,0.918947,0.998955,0.999613,0.512598,0.939704,0.820782,0.836615,0.025,0.476,1.0,0.0
120,-0.003609,-0.003386,0.001881,0.000495,-0.000253,0.00011,0.00739,0.003161,0.001756,-0.000165,-0.000693,-0.000387,0.000882,2,0.917034,0.999778,0.999835,0.508765,0.940567,0.820276,0.836571,0.025,0.48,1.0,0.0
121,-0.028188,-0.003774,0.002097,-0.01985,-0.004172,0.009102,-0.013142,0.003073,0.001707,-0.005125,-0.000619,-0.000165,-0.019685,1,0.90741,0.99504,0.994875,0.512053,0.93486,0.809052,0.836831,0.025,0.484,1.0,0.0
122,-0.00563,-0.00409,0.002272,-0.005601,-0.004458,0.016399,0.019213,0.003371,0.001873,-0.005245,-0.00125,-0.005125,-0.000476,11,0.914043,0.99988,0.994755,0.511516,0.938423,0.814977,0.836676,0.025,0.488,1.0,0.0
123,-0.010177,-0.004562,0.002534,-0.015248,-0.006616,0.011206,-0.011211,0.003265,0.001814,-0.007765,-0.001809,-0.005245,-0.010004,10,0.906996,0.997479,0.992235,0.504083,0.935308,0.809933,0.836813,0.025,0.492,1.0,0.0
124,0.019334,-0.004617,0.002565,0.008158,-0.003661,0.003875,0.000992,0.003117,0.001732,-0.003753,-0.002643,-0.007765,0.015923,9,0.915252,0.995988,0.996247,0.498794,0.934845,0.82001,0.836831,0.025,0.496,1.0,0.0
125,-0.024999,-0.004796,0.002664,-0.017064,-0.006342,0.028554,0.014361,0.003271,0.001817,-0.007107,-0.002799,-0.003753,-0.013311,8,0.901722,0.996646,0.992893,0.5064,0.933409,0.802316,0.836886,0.025,0.5,1.0,0.0
126,0.016355,-0.004787,0.002659,0.004874,-0.004099,0.008335,-0.003618,0.003244,0.001802,-0.004088,-0.003402,-0.007107,0.011981,7,0.913333,0.996981,0.995912,0.505196,0.936019,0.816382,0.836783,0.025,0.504,1.0,0.0
127,-0.017931,-0.004808,0.002671,-0.013249,-0.005929,0.007465,-0.004475,0.003036,0.001687,-0.006397,-0.003498,-0.004088,-0.009161,6,0.912269,0.997692,0.993603,0.500665,0.935712,0.816287,0.836796,0.025,0.508,1.0,0.0
128,-0.005467,-0.004943,0.002746,0.004881,-0.003767,0.031641,-0.027565,0.002212,0.001229,-0.003555,-0.003904,-0.006397,0.011278,5,0.90247,0.997158,0.996445,0.497409,0.933293,0.804496,0.83689,0.025,0.512,1.0,0.0
129,-0.010903,-0.005092,0.002829,-0.002444,-0.003502,0.009102,0.020944,0.002059,0.001144,-0.003275,-0.003855,-0.003555,0.001111,4,0.919025,0.99972,0.996725,0.506156,0.938723,0.821882,0.836662,0.025,0.516,1.0,0.0
130,0.018252,-0.005132,0.002851,0.004466,-0.001909,0.009424,-0.013003,0.001603,0.000891,-0.001324,-0.003774,-0.003275,0.007741,3,0.916284,0.998049,0.998676,0.502497,0.937186,0.819827,0.836733,0.025,0.52,1.0,0.0
131,-0.011577,-0.005111,0.00284,-0.00043,-0.001613,0.013281,-0.012389,0.000943,0.000524,-0.001099,-0.003431,-0.001324,0.000894,2,0.91249,0.999775,0.998901,0.504565,0.938705,0.815251,0.836663,0.025,0.524,1.0,0.0
132,0.019063,-0.004972,0.002762,-0.00086,-0.001462,0.029774,0.022647,0.000954,0.00053,-0.001039,-0.003104,-0.001099,0.000239,11,0.904046,0.99994,0.998961,0.496567,0.936425,0.806509,0.836766,0.025,0.528,1.0,0.0
133,0.004114,-0.00487,0.002706,0.006874,0.000205,0.014653,-0.00319,0.000857,0.000476,0.000956,-0.002815,-0.001039,0.007913,11,0.908249,0.998006,0.999044,0.494403,0.935821,0.812788,0.836792,0.025,0.532,1.0,0.0
134,0.004807,-0.004729,0.002627,0.008915,0.001947,0.014701,0.000323,0.000774,0.00043,0.002962,-0.002287,0.000956,0.00796,10,0.907537,0.997994,0.997038,0.500719,0.936151,0.810871,0.836778,0.025,0.536,1.0,0.0
135,0.011479,-0.00435,0.002416,0.003381,0.002234,3e-05,-0.002898,0.00061,0.000339,0.003067,-0.001552,0.002962,0.00042,9,0.918751,0.999894,0.996933,0.496793,0.938698,0.824444,0.836663,0.025,0.54,1.0,0.0
136,0.008336,-0.003926,0.002181,0.009238,0.003635,0.012826,-0.000924,0.000443,0.000246,0.004622,-0.000906,0.003067,0.006171,8,0.909376,0.998445,0.995378,0.487528,0.934832,0.815419,0.836832,0.025,0.544,1.0,0.0
137,0.035079,-0.003079,0.001711,0.006808,0.004269,0.006384,0.001323,0.000353,0.000196,0.005173,-0.000132,0.004622,0.002186,6,0.914603,0.999449,0.994827,0.500542,0.93779,0.818864,0.836706,0.025,0.548,1.0,0.0
138,-0.018485,-0.00243,0.00135,-0.002046,0.003006,0.007666,-0.013386,-7e-06,4e-06,0.003354,0.000611,0.005173,-0.007219,6,0.91867,0.998181,0.996646,0.486374,0.935257,0.825483,0.836815,0.025,0.552,1.0,0.0
139,-0.001354,-0.001793,0.000996,0.002191,0.002843,0.009579,0.014294,6.6e-05,3.7e-05,0.003061,0.000995,0.003354,-0.001163,5,0.916884,0.999707,0.996939,0.488346,0.936769,0.823091,0.836751,0.025,0.556,1.0,0.0
140,0.012971,-0.001279,0.000711,0.001959,0.002666,0.005215,0.00454,0.000224,0.000124,0.002783,0.001284,0.003061,-0.001102,4,0.917077,0.999722,0.997217,0.495448,0.938098,0.822391,0.836691,0.025,0.56,1.0,0.0
141,0.020659,-0.000485,0.00027,0.000508,0.002235,0.012708,0.000596,0.000348,0.000194,0.00221,0.001494,0.002783,-0.002275,2,0.909022,0.999427,0.99779,0.493479,0.937066,0.813858,0.836738,0.025,0.564,1.0,0.0
142,-0.013873,-1.3e-05,7e-06,-0.007294,0.000329,0.004517,0.002596,0.000465,0.000258,-0.000185,0.001594,0.00221,-0.009504,2,0.916624,0.997605,0.999815,0.486365,0.935756,0.823693,0.836794,0.025,0.568,1.0,0.0
143,-0.004317,0.000504,0.00028,-0.004527,-0.000642,0.004686,-0.002154,0.000473,0.000263,-0.001279,0.001345,-0.000185,-0.004342,11,0.915377,0.998906,0.998721,0.490597,0.937166,0.821636,0.836734,0.025,0.572,1.0,0.0
144,-0.008119,0.00094,0.000522,-0.002763,-0.001066,0.000794,-0.001152,0.000434,0.000241,-0.001653,0.000978,-0.001279,-0.001484,1,0.919464,0.999626,0.998347,0.481922,0.937028,0.827813,0.83674,0.025,0.576,1.0,0.0
145,-0.001645,0.001392,0.000773,0.001717,-0.00051,0.004508,0.000477,0.000422,0.000234,-0.000804,0.000609,-0.001653,0.00337,11,0.916129,0.999151,0.999196,0.491338,0.937561,0.822294,0.836716,0.025,0.58,1.0,0.0
146,-0.026745,0.001453,0.000807,-0.004855,-0.001379,0.009323,-0.001396,0.000352,0.000196,-0.001825,0.000412,-0.000804,-0.004051,9,0.911956,0.998979,0.998175,0.4859,0.936108,0.81863,0.836779,0.025,0.584,1.0,0.0
147,-0.051951,0.001204,0.000669,-0.022866,-0.005676,0.002319,-0.012582,2.1e-05,1.1e-05,-0.007127,9.8e-05,-0.001825,-0.021042,9,0.913905,0.994697,0.992873,0.482331,0.931386,0.822039,0.836956,0.025,0.588,1.0,0.0
148,0.004225,0.000873,0.000485,0.001094,-0.004322,0.001221,0.004285,-0.000123,6.8e-05,-0.005056,-0.000913,-0.007127,0.008221,6,0.916103,0.997928,0.994944,0.484375,0.935064,0.823955,0.836822,0.025,0.592,1.0,0.0
149,0.019233,0.000696,0.000387,0.004799,-0.002498,0.003266,0.008131,-5.5e-05,3e-05,-0.002572,-0.001493,-0.005056,0.009855,6,0.918976,0.997517,0.997428,0.484484,0.935055,0.826581,0.836823,0.025,0.596,1.0,0.0
150,0.003893,0.000533,0.000296,-0.000247,-0.002048,0.005564,-0.012925,-0.000293,0.000163,-0.001986,-0.001644,-0.002572,0.002325,5,0.919438,0.999414,0.998014,0.481901,0.936356,0.827263,0.836769,0.025,0.6,1.0,0.0
151,-0.002789,0.000282,0.000157,-0.003236,-0.002285,0.010796,0.015694,-9.9e-05,5.5e-05,-0.002301,-0.001692,-0.001986,-0.00125,5,0.917455,0.999685,0.997699,0.490153,0.937068,0.82314,0.836738,0.025,0.604,1.0,0.0
152,0.009983,7.4e-05,4.1e-05,0.00713,-0.000402,0.004148,0.003724,0.000157,8.7e-05,7.5e-05,-0.001777,-0.002301,0.009431,3,0.915121,0.997623,0.999925,0.478857,0.934938,0.823675,0.836827,0.025,0.608,1.0,0.0
153,0.001037,-0.000364,0.000202,0.000235,-0.000275,0.004772,0.007559,0.000487,0.000271,0.000116,-0.001518,7.5e-05,0.00016,2,0.918579,0.99996,0.999884,0.477353,0.936761,0.82734,0.836751,0.025,0.612,1.0,0.0
154,-0.003644,-0.000639,0.000355,0.006553,0.001091,0.00085,0.021043,0.001205,0.00067,0.001738,-0.001289,0.000116,0.006437,1,0.913559,0.998378,0.998262,0.484061,0.936125,0.821445,0.836779,0.025,0.616,1.0,0.0
155,0.004575,-0.000836,0.000464,0.004143,0.001701,0.005336,-0.004225,0.001615,0.000897,0.002344,-0.000865,0.001738,0.002405,1,0.916214,0.999394,0.997656,0.481355,0.936156,0.824102,0.836777,0.025,0.62,1.0,0.0
156,0.007296,-0.001052,0.000584,0.004083,0.002177,0.003804,-0.000796,0.001834,0.001019,0.002782,-0.000416,0.002344,0.001739,10,0.917008,0.999562,0.997218,0.48059,0.936244,0.825205,0.836774,0.025,0.624,1.0,0.0
157,-0.00498,-0.001434,0.000797,-0.001811,0.00138,0.002256,-0.005131,0.001839,0.001022,0.001625,3.2e-05,0.002782,-0.004593,8,0.919363,0.998843,0.998375,0.487221,0.936765,0.82648,0.836751,0.025,0.628,1.0,0.0
158,0.00712,-0.001614,0.000896,0.003226,0.001749,0.008048,0.015553,0.002155,0.001197,0.002028,0.000255,0.001625,0.001602,8,0.918352,0.999596,0.997972,0.479631,0.935904,0.826262,0.836788,0.025,0.632,1.0,0.0
159,0.012606,-0.001644,0.000913,0.003203,0.00204,0.00609,0.007779,0.002516,0.001398,0.002324,0.000503,0.002028,0.001175,8,0.917128,0.999704,0.997676,0.469533,0.934887,0.827153,0.836829,0.025,0.636,1.0,0.0
160,0.012916,-0.001513,0.000841,0.013254,0.004283,0.01703,-0.002151,0.002675,0.001486,0.005078,0.000758,0.002324,0.01093,5,0.906146,0.997246,0.994922,0.471914,0.931409,0.814503,0.836956,0.025,0.64,1.0,0.0
161,0.002464,-0.001367,0.00076,0.004592,0.004345,0.009447,-0.004344,0.002631,0.001462,0.004956,0.001363,0.005078,-0.000486,5,0.914257,0.999878,0.995044,0.465548,0.933715,0.824655,0.836875,0.025,0.644,1.0,0.0
162,-0.009424,-0.001109,0.000616,-0.002975,0.002881,0.009456,-0.011792,0.00229,0.001272,0.002957,0.001866,0.004956,-0.007931,4,0.916292,0.998002,0.997043,0.477428,0.933903,0.824444,0.836868,0.025,0.648,1.0,0.0
163,0.005403,-0.000452,0.000251,0.003331,0.002971,0.003401,0.003316,0.002054,0.001141,0.003051,0.002018,0.002957,0.000374,3,0.916345,0.999906,0.996949,0.465482,0.934731,0.827428,0.836836,0.025,0.652,1.0,0.0
164,-0.006968,4.3e-05,2.4e-05,-0.002355,0.001906,0.002673,-0.004568,0.001732,0.000962,0.001689,0.002163,0.003051,-0.005406,2,0.919428,0.998638,0.998311,0.4761,0.935249,0.82858,0.836815,0.025,0.656,1.0,0.0
165,0.018053,0.000469,0.000261,0.017199,0.004964,0.016912,0.002087,0.001508,0.000838,0.005597,0.002097,0.001689,0.01551,1,0.904917,0.996092,0.994403,0.470186,0.930152,0.813651,0.836995,0.025,0.66,1.0,0.0
166,0.027249,0.00102,0.000567,0.007646,0.005501,0.014043,0.009177,0.001519,0.000844,0.006114,0.002587,0.005597,0.002049,1,0.911083,0.999484,0.993886,0.475651,0.933974,0.819108,0.836865,0.025,0.664,1.0,0.0
167,-0.002761,0.001504,0.000836,-0.003085,0.003783,0.007617,0.007069,0.001657,0.000921,0.003796,0.003081,0.006114,-0.009199,10,0.915412,0.997682,0.996204,0.462811,0.931863,0.826589,0.836941,0.025,0.668,1.0,0.0
168,0.021494,0.002017,0.001121,0.006398,0.004306,0.001849,-0.004994,0.001609,0.000894,0.004452,0.003181,0.003796,0.002603,10,0.915958,0.999344,0.995548,0.469488,0.934517,0.826519,0.836844,0.025,0.672,1.0,0.0
169,-0.015359,0.002345,0.001303,-0.010818,0.001281,0.010279,-0.012819,0.001248,0.000693,0.000604,0.003359,0.004452,-0.01527,8,0.906805,0.996152,0.999396,0.469184,0.931676,0.816525,0.836947,0.025,0.676,1.0,0.0
170,-0.015145,0.002548,0.001416,-0.010383,-0.001051,0.010024,-0.002195,0.000913,0.000507,-0.002165,0.002973,0.000604,-0.010986,7,0.910268,0.997232,0.997835,0.467183,0.932103,0.82042,0.836932,0.025,0.68,1.0,0.0
171,-0.00305,0.002669,0.001483,-0.00046,-0.000933,0.00854,-0.024575,0.000108,6e-05,-0.001735,0.002254,-0.002165,0.001705,6,0.919147,0.99957,0.998265,0.463389,0.933992,0.830232,0.836864,0.025,0.684,1.0,0.0
172,-0.011655,0.002633,0.001463,-0.005944,-0.001935,0.013579,0.018522,-6.1e-05,3.4e-05,-0.002796,0.001695,-0.001735,-0.004208,5,0.914846,0.998939,0.997204,0.460906,0.932456,0.82585,0.83692,0.025,0.688,1.0,0.0
173,0.018607,0.002779,0.001544,0.013541,0.00116,0.006936,0.016856,0.000193,0.000107,0.001321,0.001067,-0.002796,0.016337,4,0.908096,0.995883,0.998679,0.461993,0.930748,0.81962,0.836977,0.025,0.692,1.0,0.0
174,0.005641,0.002896,0.001609,0.002387,0.001406,0.001163,0.007527,0.000555,0.000308,0.00159,0.001102,0.001321,0.001066,3,0.918593,0.999731,0.99841,0.463276,0.934791,0.830493,0.836833,0.025,0.696,1.0,0.0
175,-0.024943,0.002717,0.00151,-0.018414,-0.002558,0.013345,-0.006909,0.000632,0.000351,-0.003451,0.00117,0.00159,-0.020004,2,0.905719,0.994959,0.996549,0.459867,0.928627,0.816917,0.837039,0.025,0.7,1.0,0.0
176,-0.015282,0.002349,0.001305,0.003587,-0.001329,0.014901,0.001814,0.000711,0.000395,-0.001678,0.000523,-0.003451,0.007038,11,0.906558,0.998226,0.998322,0.45546,0.931265,0.818407,0.83696,0.025,0.704,1.0,0.0
177,0.008415,0.002069,0.001149,3.4e-05,-0.001057,0.003219,-0.009919,0.00052,0.000289,-0.001246,0.000215,-0.001678,0.001712,11,0.918849,0.999569,0.998754,0.456914,0.9338,0.83171,0.836872,0.025,0.708,1.0,0.0
178,0.002734,0.001914,0.001063,0.007895,0.000734,0.003868,0.010841,0.000594,0.00033,0.001057,1.1e-05,-0.001246,0.009141,10,0.912062,0.997696,0.998943,0.459262,0.93239,0.824397,0.836923,0.025,0.712,1.0,0.0
179,-0.000948,0.00173,0.000961,0.007331,0.002053,0.004019,0.023261,0.001166,0.000648,0.002638,0.000157,0.001057,0.006274,9,0.915228,0.998419,0.997362,0.455909,0.932273,0.828147,0.836927,0.025,0.716,1.0,0.0
180,-0.00537,0.00158,0.000878,-0.005096,0.000623,0.013927,0.020732,0.002024,0.001125,0.00069,0.000505,0.002638,-0.007734,8,0.914631,0.998051,0.99931,0.455346,0.931365,0.826515,0.836957,0.025,0.72,1.0,0.0
181,0.003409,0.001338,0.000743,0.004815,0.001462,0.000766,0.006225,0.002746,0.001526,0.001729,0.00053,0.00069,0.004125,7,0.918234,0.998961,0.998271,0.452252,0.932754,0.832106,0.83691,0.025,0.724,1.0,0.0
182,0.023612,0.001098,0.00061,0.017084,0.004586,0.020873,-0.003033,0.003123,0.001735,0.005598,0.000698,0.001729,0.015356,6,0.903181,0.996131,0.994402,0.442329,0.926403,0.8167,0.837095,0.025,0.728,1.0,0.0
183,-0.022998,0.000735,0.000408,-0.009561,0.001757,0.005049,-0.01613,0.002953,0.001641,0.001778,0.001384,0.005598,-0.015159,5,0.918421,0.996181,0.998222,0.450439,0.929666,0.832139,0.83701,0.025,0.732,1.0,0.0
184,-0.004147,0.000223,0.000124,-0.004364,0.000533,0.003406,0.002789,0.002833,0.001574,0.000231,0.001439,0.001778,-0.006142,4,0.91738,0.998453,0.999769,0.452273,0.932415,0.830923,0.836922,0.025,0.736,1.0,0.0
185,0.003716,-8.4e-05,4.7e-05,-0.000867,0.000253,9e-06,-0.003211,0.002617,0.001454,-4.6e-05,0.00127,0.000231,-0.001098,3,0.918208,0.999723,0.999954,0.449104,0.93353,0.832734,0.836882,0.025,0.74,1.0,0.0
186,-0.010191,-0.000317,0.000176,-0.003978,-0.000594,0.000773,-0.01103,0.002167,0.001204,-0.001037,0.001086,-4.6e-05,-0.003933,2,0.917191,0.999009,0.998963,0.44062,0.931605,0.833277,0.836949,0.025,0.744,1.0,0.0
187,0.021011,-0.000342,0.00019,0.008052,0.001135,0.000702,0.010793,0.002036,0.001131,0.001253,0.000789,-0.001037,0.009088,1,0.917923,0.99771,0.998747,0.452296,0.931809,0.831806,0.836942,0.025,0.748,1.0,0.0
188,0.003036,-0.000254,0.000141,0.008141,0.002537,0.010613,-0.001022,0.001879,0.001044,0.002989,0.000854,0.001253,0.006888,11,0.911564,0.998265,0.997011,0.45233,0.931062,0.824356,0.836967,0.025,0.752,1.0,0.0
189,0.016668,-0.000191,0.000106,0.012033,0.004436,0.007873,0.007691,0.001898,0.001054,0.005268,0.001153,0.002989,0.009044,10,0.910579,0.997721,0.994732,0.450776,0.930158,0.823966,0.836995,0.025,0.756,1.0,0.0
190,-0.015872,-0.000296,0.000165,-0.009273,0.001694,0.016073,0.007127,0.002022,0.001123,0.001604,0.001729,0.005268,-0.014541,9,0.908427,0.996336,0.998396,0.442092,0.9279,0.822557,0.837059,0.025,0.76,1.0,0.0
191,0.018216,-6.6e-05,3.7e-05,0.004188,0.002193,0.001996,-0.002576,0.002002,0.001112,0.002255,0.001711,0.001604,0.002585,8,0.9174,0.999349,0.997745,0.450296,0.932719,0.831515,0.836911,0.025,0.764,1.0,0.0
192,-0.010535,0.000173,9.6e-05,-0.006649,0.000424,0.009578,0.003678,0.002033,0.001129,1.2e-05,0.001787,0.002255,-0.008904,7,0.91282,0.997756,0.999988,0.439594,0.929794,0.828135,0.837006,0.025,0.768,1.0,0.0
193,-0.018735,0.000179,9.9e-05,-0.004173,-0.000495,0.001965,0.009827,0.002248,0.001249,-0.001043,0.001539,1.2e-05,-0.004185,6,0.918121,0.998946,0.998957,0.443699,0.931811,0.833482,0.836942,0.025,0.772,1.0,0.0
194,-0.001198,0.000155,8.6e-05,0.008285,0.001261,0.013905,0.000648,0.002371,0.001317,0.001307,0.001177,-0.001043,0.009328,5,0.907849,0.99765,0.998693,0.437971,0.928829,0.822977,0.837034,0.025,0.776,1.0,0.0
195,-0.002411,0.000123,6.8e-05,0.002734,0.001556,0.008668,0.001291,0.002464,0.001369,0.001667,0.001196,0.001307,0.001426,4,0.912296,0.999641,0.998333,0.431932,0.93028,0.829142,0.836992,0.025,0.78,1.0,0.0
196,0.017765,0.000268,0.000149,0.010845,0.003413,0.004705,0.00531,0.002578,0.001432,0.003979,0.001262,0.001667,0.009178,3,0.914584,0.997687,0.996021,0.440053,0.929368,0.830321,0.837019,0.025,0.784,1.0,0.0
197,-0.00229,0.000354,0.000196,-0.000871,0.002557,0.018085,0.033257,0.003341,0.001856,0.002757,0.001642,0.003979,-0.004851,2,0.914984,0.998778,0.997243,0.435894,0.928864,0.829999,0.837033,0.025,0.788,1.0,0.0
198,0.034384,0.000509,0.000283,0.01578,0.005201,0.015098,-0.0048,0.003702,0.002057,0.006038,0.001798,0.002757,0.013023,1,0.909371,0.996719,0.993962,0.438328,0.926874,0.824236,0.837084,0.025,0.792,1.0,0.0
199,-0.012324,0.000726,0.000404,0.003618,0.004885,0.000657,0.006939,0.004048,0.002249,0.005428,0.002392,0.006038,-0.00242,11,0.918005,0.99939,0.994572,0.43473,0.93024,0.835129,0.836993,0.025,0.796,1.0,0.0
200,-0.015207,0.000834,0.000464,-0.015415,0.000825,0.026392,0.005022,0.004321,0.002401,0.000178,0.002817,0.005428,-0.020843,10,0.898573,0.994749,0.999822,0.433408,0.924699,0.813105,0.837131,0.025,0.8,1.0,0.0
201,-0.019935,0.000752,0.000418,-0.013904,-0.002121,0.010654,-0.001898,0.004393,0.002441,-0.00337,0.002447,0.000178,-0.014081,9,0.910566,0.996453,0.99663,0.437949,0.927515,0.82596,0.837068,0.025,0.804,1.0,0.0
202,-0.00538,0.000716,0.000398,-0.001721,-0.002041,0.003772,0.005501,0.004463,0.002479,-0.002954,0.001633,-0.00337,0.001649,8,0.914745,0.999585,0.997046,0.435597,0.930741,0.831339,0.836977,0.025,0.808,1.0,0.0
203,-0.024716,0.000341,0.000189,-0.016641,-0.004961,0.014724,-0.002629,0.004333,0.002407,-0.006402,0.000991,-0.002954,-0.013687,7,0.906573,0.996552,0.993598,0.436267,0.926416,0.821831,0.837095,0.025,0.812,1.0,0.0
204,0.010217,6.5e-05,3.6e-05,0.002915,-0.003386,0.007472,-0.012653,0.003837,0.002132,-0.004055,-4.4e-05,-0.006402,0.009317,6,0.915405,0.997653,0.995945,0.431419,0.927994,0.832402,0.837056,0.025,0.816,1.0,0.0
205,-0.002544,-0.000322,0.000179,0.001724,-0.002364,0.003428,0.006142,0.003529,0.001961,-0.002599,-0.000606,-0.004055,0.005779,5,0.9195,0.998544,0.997401,0.429418,0.929224,0.837346,0.837023,0.025,0.82,1.0,0.0
206,0.017011,-0.000416,0.000231,0.006365,-0.000618,0.00926,-0.011601,0.002971,0.00165,-0.000341,-0.000885,-0.002599,0.008964,4,0.914778,0.997741,0.999659,0.427256,0.928214,0.832427,0.83705,0.025,0.824,1.0,0.0
207,-0.003352,-0.000661,0.000367,0.005022,0.00051,0.012178,-0.009009,0.002317,0.001287,0.001011,-0.000809,-0.000341,0.005363,3,0.912326,0.998649,0.998989,0.423293,0.928164,0.83045,0.837052,0.025,0.828,1.0,0.0
208,-0.016472,-0.00092,0.000511,-0.017349,-0.003062,0.017914,-0.0005,0.00178,0.000989,-0.003615,-0.000554,0.001011,-0.01836,2,0.904486,0.995374,0.996385,0.417958,0.923542,0.82303,0.837152,0.025,0.832,1.0,0.0
209,0.001584,-0.000996,0.000554,0.001865,-0.002076,0.001172,0.011121,0.00161,0.000895,-0.002234,-0.000983,-0.003615,0.005481,1,0.915449,0.998619,0.997766,0.416896,0.928119,0.836048,0.837053,0.025,0.836,1.0,0.0
210,0.145893,4e-05,2.2e-05,0.00584,-0.000493,0.003225,0.001747,0.001504,0.000836,-0.0002,-0.001158,-0.002234,0.008074,11,0.918136,0.997965,0.9998,0.427123,0.929042,0.836545,0.837028,0.025,0.84,1.0,0.0
211,-0.019148,0.000826,0.000459,-0.014414,-0.003277,0.026091,0.018843,0.00181,0.001006,-0.003782,-0.001024,-0.0002,-0.014214,10,0.90346,0.996418,0.996218,0.414459,0.923288,0.821766,0.837156,0.025,0.844,1.0,0.0
212,0.011799,0.001474,0.000819,0.007995,-0.001023,0.011055,-0.00218,0.001944,0.00108,-0.000814,-0.00141,-0.003782,0.011776,9,0.911405,0.997033,0.999186,0.423643,0.926888,0.82963,0.837084,0.025,0.848,1.0,0.0
213,-0.003942,0.002031,0.001128,-0.007659,-0.00235,0.00156,-0.010996,0.001741,0.000967,-0.002539,-0.001326,-0.000814,-0.006844,8,0.917597,0.998275,0.997461,0.420792,0.928139,0.837434,0.837052,0.025,0.852,1.0,0.0
214,-0.0261,0.002067,0.001149,-0.017363,-0.005353,0.020994,0.007906,0.001729,0.00096,-0.006274,-0.001496,-0.002539,-0.014824,7,0.904581,0.996265,0.993726,0.423563,0.924138,0.821756,0.837142,0.025,0.856,1.0,0.0
215,-0.124139,0.001261,0.000701,0.008114,-0.002659,0.012061,0.017148,0.002074,0.001152,-0.002649,-0.002165,-0.006274,0.014389,6,0.903677,0.996375,0.997351,0.412258,0.92446,0.823941,0.837136,0.025,0.86,1.0,0.0
216,-0.013932,0.000561,0.000312,-0.013384,-0.004804,0.026274,0.028534,0.00292,0.001622,-0.005353,-0.002233,-0.002649,-0.010735,5,0.906371,0.997295,0.994647,0.411584,0.923347,0.825133,0.837155,0.025,0.864,1.0,0.0
217,-0.024952,-9.3e-05,5.1e-05,-0.022382,-0.00832,0.014069,-0.024266,0.002908,0.001616,-0.009644,-0.00267,-0.005353,-0.017028,4,0.901518,0.99571,0.990356,0.411172,0.922093,0.821689,0.837175,0.025,0.868,1.0,0.0
218,0.00882,-0.000561,0.000312,0.002312,-0.006193,0.006328,0.00035,0.002844,0.00158,-0.006631,-0.003646,-0.009644,0.011956,3,0.913535,0.996988,0.993369,0.418603,0.925444,0.833162,0.837116,0.025,0.872,1.0,0.0
219,-0.016506,-0.000912,0.000507,-0.012204,-0.007396,0.011372,0.001543,0.002769,0.001539,-0.008036,-0.004064,-0.006631,-0.005573,2,0.911717,0.998596,0.991964,0.416111,0.925826,0.831276,0.837108,0.025,0.876,1.0,0.0
220,0.014323,-0.00119,0.000661,0.008733,-0.00417,0.001612,0.008879,0.002852,0.001584,-0.003811,-0.00462,-0.008036,0.016769,1,0.91392,0.995775,0.996189,0.412408,0.92461,0.83526,0.837133,0.025,0.88,1.0,0.0
