cycle,truth_sample,truth_state,truth_load,bridge_output,bridge_state,bridge_load,shadow_pressure,shadow_state,shadow_load,self_state,memory,prediction,correction,strongest_channel,strongest_confidence,continuity,anchor_fit,spread_score,stability,rigidity,adaptive_score,noise,contradiction,pressure,drift
111,-0.225036,-0.028261,0.0157,-0.026511,-0.005273,0.086894,0.071744,0.035814,0.019896,-0.005291,-0.004632,0.000679,-0.02719,1,0.878431,0.99403,0.994709,0.572802,0.93152,0.758836,0.836952,0.131,0.333,1.666,0.2775
112,0.13669,-0.028705,0.015947,0.020651,-8.8e-05,0.02569,-0.002139,0.038204,0.021225,0.000396,-0.004725,-0.005291,0.025942,9,0.899064,0.994313,0.999604,0.530218,0.933111,0.794172,0.836897,0.132,0.336,1.672,0.28
113,0.034053,-0.028365,0.015758,0.021379,0.004205,0.092256,-0.082237,0.037288,0.020716,0.004991,-0.004008,0.000396,0.020982,3,0.875264,0.995406,0.995009,0.552111,0.929908,0.758931,0.837003,0.133,0.339,1.678,0.2825
114,0.022396,-0.02668,0.014822,-0.026488,-0.001933,0.281508,-0.249084,0.030224,0.016791,-0.001896,-0.002748,0.004991,-0.031478,8,0.86285,0.993113,0.998104,0.483358,0.903333,0.739109,0.837089,0.134,0.342,1.684,0.285
115,0.139839,-0.024117,0.013398,-0.002527,-0.002052,0.023983,0.011019,0.024824,0.013791,-0.002034,-0.002629,-0.001896,-0.000631,7,0.894265,0.999862,0.997966,0.45512,0.930082,0.804444,0.836998,0.135,0.345,1.69,0.2875
116,0.015148,-0.021422,0.011901,0.011057,0.00057,0.023356,-0.024422,0.019834,0.011019,0.000825,-0.002545,-0.002034,0.013092,6,0.90412,0.997141,0.999175,0.43285,0.925308,0.818802,0.837119,0.136,0.348,1.696,0.29
117,0.022067,-0.019955,0.011086,0.002403,0.000936,0.01379,-0.063966,0.014243,0.007913,0.001169,-0.002074,0.000825,0.001579,5,0.908383,0.999656,0.998831,0.462362,0.932402,0.81878,0.836922,0.137,0.351,1.702,0.2925
118,0.006354,-0.018635,0.010353,-0.011631,-0.001577,0.131341,0.173727,0.013711,0.007617,-0.00162,-0.00162,0.001169,-0.0128,10,0.873298,0.997211,0.99838,0.454213,0.918386,0.772306,0.837214,0.138,0.354,1.708,0.295
119,-0.199768,-0.019075,0.010597,-0.0685,-0.014962,0.143189,0.152674,0.016497,0.009165,-0.016169,-0.00162,-0.00162,-0.066881,3,0.866056,0.985451,0.983831,0.541801,0.912941,0.746976,0.837221,0.139,0.357,1.714,0.2975
120,-0.138632,-0.020116,0.011176,-0.000456,-0.012061,0.000445,0.104463,0.020531,0.011406,-0.012756,-0.003657,-0.016169,0.015713,3,0.870304,0.996587,0.987244,0.563493,0.939996,0.76261,0.8366,0.14,0.36,1.72,0.3
121,0.038445,-0.020263,0.011257,-0.081446,-0.025938,0.019312,-0.040154,0.022052,0.012251,-0.027654,-0.004931,-0.012756,-0.068689,2,0.887941,0.985103,0.972346,0.6032,0.928408,0.770546,0.837045,0.141,0.363,1.726,0.3025
122,0.045811,-0.019933,0.011074,0.003919,-0.019966,0.04409,0.067875,0.023996,0.013331,-0.020816,-0.008112,-0.027654,0.031573,10,0.91672,0.993163,0.979184,0.60812,0.936175,0.795548,0.836777,0.142,0.366,1.732,0.305
123,0.058488,-0.019007,0.01056,-0.012182,-0.018409,0.071203,-0.134225,0.021835,0.01213,-0.018949,-0.00989,-0.020816,0.008634,10,0.912962,0.998132,0.981051,0.552267,0.932503,0.799514,0.836919,0.143,0.369,1.738,0.3075
124,-0.015824,-0.0168,0.009333,0.069392,-0.000849,0.076737,-0.076184,0.017988,0.009993,0.000139,-0.011159,-0.018949,0.088341,8,0.88079,0.980913,0.999861,0.490012,0.911481,0.778714,0.837213,0.144,0.372,1.744,0.31
125,-0.020246,-0.014117,0.007843,-0.045954,-0.00987,0.096862,0.061307,0.016273,0.00904,-0.009808,-0.009577,0.000139,-0.046093,8,0.854326,0.990053,0.990192,0.492167,0.917195,0.749647,0.83722,0.145,0.375,1.75,0.3125
126,0.058224,-0.012588,0.006993,-0.012126,-0.010321,0.061299,0.037662,0.015678,0.00871,-0.010307,-0.009609,-0.009808,-0.002319,6,0.882563,0.9995,0.989693,0.429049,0.922253,0.79378,0.837172,0.146,0.378,1.756,0.315
127,-0.092687,-0.01025,0.005694,-0.06709,-0.021675,0.043896,-0.019418,0.014204,0.007891,-0.022529,-0.009707,-0.010307,-0.056782,6,0.874084,0.987778,0.977471,0.391239,0.905093,0.794416,0.837127,0.147,0.381,1.762,0.3175
128,0.055235,-0.008803,0.00489,0.031223,-0.011096,0.160379,-0.259444,0.006998,0.003888,-0.010969,-0.011502,-0.022529,0.053752,6,0.862641,0.98844,0.989031,0.378705,0.896521,0.772901,0.836884,0.148,0.384,1.768,0.32
129,-0.095427,-0.008501,0.004723,-0.020953,-0.013067,0.064274,0.122069,0.004493,0.002496,-0.013114,-0.011427,-0.010969,-0.009983,5,0.914706,0.997855,0.986886,0.498466,0.92865,0.812913,0.837039,0.149,0.387,1.774,0.3225
130,-0.058694,-0.008843,0.004913,-0.043014,-0.019056,0.08235,0.050951,0.003768,0.002093,-0.019529,-0.011664,-0.013114,-0.029901,3,0.875368,0.993585,0.980471,0.539551,0.926326,0.763831,0.837097,0.15,0.39,1.78,0.325
131,-0.159309,-0.011388,0.006327,-0.067114,-0.028668,0.052421,0.010194,0.003338,0.001854,-0.029725,-0.012765,-0.019529,-0.047585,3,0.883917,0.989804,0.970275,0.581163,0.927986,0.767861,0.837056,0.151,0.393,1.786,0.3275
132,0.023916,-0.013562,0.007534,0.066176,-0.009699,0.188082,0.21953,0.007809,0.004339,-0.00921,-0.015139,-0.029725,0.095901,1,0.913449,0.979485,0.99079,0.559069,0.906771,0.786479,0.837157,0.152,0.396,1.792,0.33
133,0.00601,-0.015595,0.008664,-0.018954,-0.01155,0.005915,-0.043627,0.00961,0.005339,-0.011291,-0.014309,-0.00921,-0.009744,1,0.898193,0.997918,0.988709,0.548279,0.93987,0.793269,0.836606,0.153,0.399,1.798,0.3325
134,0.158934,-0.01624,0.009022,-0.006544,-0.010549,0.024079,-0.068461,0.009122,0.005068,-0.010279,-0.013886,-0.011291,0.004747,9,0.867151,0.998987,0.989721,0.577363,0.943012,0.754748,0.83644,0.154,0.402,1.804,0.335
135,0.056914,-0.014883,0.008268,0.003457,-0.007748,0.041886,-0.121318,0.005749,0.003194,-0.007352,-0.013381,-0.010279,0.013735,8,0.909495,0.997073,0.992648,0.516887,0.93301,0.806773,0.836901,0.155,0.405,1.81,0.3375
136,0.171525,-0.011362,0.006312,0.012686,-0.003661,0.019254,-0.027475,0.002571,0.001428,-0.003087,-0.012537,-0.007352,0.020038,7,0.886619,0.995735,0.996913,0.420252,0.923236,0.804826,0.837157,0.156,0.408,1.816,0.34
137,0.110051,-0.007727,0.004293,0.032096,0.00349,0.028291,0.076068,0.002032,0.001129,0.004391,-0.011214,-0.003087,0.035183,6,0.917159,0.992522,0.995609,0.436018,0.920931,0.831305,0.83719,0.157,0.411,1.822,0.3425
138,-0.117798,-0.005755,0.003197,-0.028203,-0.002848,0.048452,-0.104258,-0.0005,0.000278,-0.002528,-0.009029,0.004391,-0.032594,6,0.909376,0.993081,0.997472,0.340289,0.908709,0.839524,0.837185,0.158,0.414,1.828,0.345
139,-0.006618,-0.004508,0.002504,0.022755,0.002272,0.004474,0.032173,-0.001599,0.000888,0.002831,-0.008119,-0.002528,0.025282,11,0.913777,0.994641,0.997169,0.375696,0.918428,0.841939,0.837213,0.159,0.417,1.834,0.3475
140,-0.063954,-0.003771,0.002095,-0.053846,-0.008951,0.075457,-0.005022,-0.002446,0.001359,-0.009165,-0.006586,0.002831,-0.056677,4,0.854128,0.988004,0.990835,0.483495,0.916889,0.753932,0.837221,0.16,0.42,1.84,0.35
141,-0.068694,-0.003486,0.001937,0.007935,-0.005574,0.028812,0.097695,-0.000723,0.000402,-0.00555,-0.006947,-0.009165,0.0171,3,0.899538,0.996385,0.99445,0.540961,0.937331,0.793643,0.836726,0.161,0.423,1.846,0.3525
142,-0.038859,-0.003964,0.002202,-0.072738,-0.019007,0.079617,0.101278,0.002646,0.00147,-0.019732,-0.006751,-0.00555,-0.067188,3,0.892545,0.985818,0.980268,0.528853,0.917474,0.783269,0.837219,0.162,0.426,1.852,0.355
143,-0.057206,-0.004118,0.002288,-0.06063,-0.027332,0.075567,0.020084,0.005315,0.002953,-0.028351,-0.008569,-0.019732,-0.040898,2,0.864859,0.991381,0.971649,0.568426,0.926321,0.748365,0.837097,0.163,0.429,1.858,0.3575
144,0.226635,-0.002968,0.001649,0.047315,-0.012402,0.102508,-0.036396,0.006191,0.00344,-0.012428,-0.011338,-0.028351,0.075666,10,0.844166,0.984077,0.987572,0.522721,0.9143,0.733311,0.837225,0.164,0.432,1.864,0.36
145,0.13321,-0.000242,0.000134,0.005495,-0.008823,0.013972,-0.08785,0.004742,0.002634,-0.008661,-0.011491,-0.012428,0.017923,9,0.893446,0.996233,0.991339,0.577802,0.94222,0.78187,0.836484,0.165,0.435,1.87,0.3625
146,-0.037119,0.00232,0.001289,-0.056847,-0.018428,0.024896,-0.167797,-0.000279,0.000155,-0.018778,-0.011095,-0.008661,-0.048186,8,0.880688,0.989883,0.981222,0.523594,0.926215,0.778515,0.837099,0.166,0.438,1.876,0.365
147,-0.057902,0.005334,0.002963,-0.13308,-0.041358,0.005246,-0.116412,-0.006392,0.003551,-0.042734,-0.01217,-0.018778,-0.114301,2,0.869536,0.976044,0.957266,0.420208,0.896027,0.788912,0.836865,0.167,0.441,1.882,0.3675
148,-0.129973,0.006833,0.003796,-0.066202,-0.046327,0.070349,0.115662,-0.007964,0.004425,-0.047645,-0.016449,-0.042734,-0.023468,6,0.902667,0.995089,0.952355,0.366949,0.902116,0.824955,0.837059,0.168,0.444,1.888,0.37
149,0.119586,0.009003,0.005002,0.024205,-0.03222,0.02208,0.06463,-0.007527,0.004182,-0.032628,-0.020817,-0.047645,0.071851,6,0.909962,0.984983,0.967372,0.375977,0.90027,0.835929,0.837008,0.169,0.447,1.894,0.3725
150,-0.052695,0.009326,0.005181,-0.026391,-0.031055,0.061455,-0.180829,-0.011186,0.006214,-0.031327,-0.02247,-0.032628,0.006237,6,0.914363,0.998699,0.968673,0.392127,0.912848,0.832736,0.83722,0.17,0.45,1.9,0.375
151,0.190885,0.010615,0.005897,0.00964,-0.022916,0.043547,0.136786,-0.010465,0.005814,-0.02279,-0.02371,-0.031327,0.040966,5,0.897341,0.991463,0.97721,0.50823,0.92273,0.7957,0.837165,0.171,0.453,1.906,0.3775
152,-0.161797,0.009249,0.005139,-0.004388,-0.01921,0.293885,0.312391,-0.002368,0.001316,-0.018958,-0.023581,-0.02279,0.018402,4,0.883664,0.996168,0.981042,0.507645,0.90613,0.755009,0.837146,0.172,0.456,1.912,0.38
153,-0.207726,0.005664,0.003147,-0.057781,-0.026924,0.097842,0.136716,0.006494,0.003608,-0.027028,-0.022934,-0.018958,-0.038823,3,0.896047,0.99193,0.972972,0.534585,0.920908,0.78351,0.83719,0.173,0.459,1.918,0.3825
154,0.021809,0.003556,0.001976,0.077844,-0.005971,0.20406,0.272619,0.01887,0.010484,-0.005281,-0.023507,-0.027028,0.104872,10,0.899185,0.978254,0.994719,0.581035,0.906958,0.765392,0.83716,0.174,0.462,1.924,0.385
155,-0.00478,0.001715,0.000953,0.001853,-0.004406,0.010247,-0.071369,0.025766,0.014315,-0.003805,-0.020956,-0.005281,0.007134,1,0.910599,0.998524,0.996195,0.569655,0.94405,0.799854,0.836381,0.175,0.465,1.93,0.3875
156,0.23011,0.002301,0.001278,0.073015,0.011078,0.112547,-0.085736,0.028012,0.015562,0.012069,-0.018554,-0.003805,0.07682,1,0.864297,0.984127,0.987931,0.566188,0.917691,0.742849,0.837218,0.176,0.468,1.936,0.39
157,0.128174,0.004292,0.002385,-0.020968,0.004669,0.001113,-0.139217,0.02592,0.0144,0.00525,-0.014267,0.012069,-0.033037,8,0.856502,0.993182,0.99475,0.574582,0.93953,0.745888,0.836623,0.177,0.471,1.942,0.3925
158,0.032561,0.00658,0.003656,-0.010291,0.001677,0.214886,-0.119516,0.021215,0.011786,0.002046,-0.011535,0.00525,-0.015541,8,0.878354,0.996796,0.997954,0.452514,0.910157,0.767743,0.837202,0.178,0.474,1.948,0.395
159,-0.008751,0.008957,0.004976,-0.012015,-0.001061,0.068981,0.155886,0.021021,0.011678,-0.00085,-0.009634,0.002046,-0.014061,1,0.905459,0.997105,0.99915,0.32244,0.908173,0.835688,0.837178,0.179,0.477,1.954,0.3975
160,0.085417,0.00999,0.00555,0.059295,0.01101,0.067585,-0.014816,0.02012,0.011178,0.011519,-0.008404,-0.00085,0.060144,7,0.866166,0.987632,0.988481,0.338472,0.898144,0.793582,0.836941,0.18,0.48,1.96,0.4
161,-0.021172,0.009741,0.005412,0.001223,0.009052,0.037739,-0.133167,0.015939,0.008855,0.009404,-0.005615,0.011519,-0.010296,11,0.909947,0.997885,0.990596,0.324003,0.910351,0.84362,0.837203,0.181,0.483,1.966,0.4025
162,0.058848,0.010242,0.00569,-0.013839,0.004474,0.056827,-0.07545,0.010978,0.006099,0.004634,-0.003512,0.009404,-0.023243,6,0.895691,0.99523,0.995366,0.45954,0.923313,0.801802,0.837156,0.182,0.486,1.972,0.405
163,-0.210998,0.009534,0.005297,-0.081138,-0.012648,0.144206,0.181045,0.011228,0.006238,-0.012942,-0.002372,0.004634,-0.085772,3,0.863438,0.982423,0.987058,0.478444,0.902653,0.756312,0.837073,0.183,0.489,1.978,0.4075
164,-0.193572,0.008434,0.004686,-0.078639,-0.025846,0.077474,0.047025,0.012237,0.006798,-0.026385,-0.003852,-0.012942,-0.065696,3,0.878575,0.986558,0.973615,0.583008,0.92267,0.758836,0.837166,0.184,0.492,1.984,0.41
165,0.104828,0.007355,0.004086,0.016871,-0.017303,0.056348,0.044869,0.013614,0.007563,-0.017548,-0.007006,-0.026385,0.043255,1,0.894205,0.991163,0.982452,0.560492,0.928497,0.780962,0.837043,0.185,0.495,1.99,0.4125
166,0.030117,0.007027,0.003904,0.082191,0.002596,0.152358,0.103385,0.016549,0.009194,0.002795,-0.008482,-0.017548,0.099738,1,0.909255,0.979657,0.997205,0.606483,0.916342,0.776539,0.837223,0.186,0.498,1.996,0.415
167,0.123188,0.006231,0.003462,0.020585,0.006194,0.042803,-0.066013,0.016793,0.009329,0.006418,-0.006903,0.002795,0.01779,1,0.90935,0.996377,0.993582,0.516629,0.932136,0.805723,0.836931,0.187,0.501,2.002,0.4175
168,0.138129,0.00778,0.004322,0.05801,0.016557,0.067777,-0.096587,0.014457,0.008031,0.016913,-0.005038,0.006418,0.051592,3,0.896259,0.989505,0.983087,0.498523,0.918353,0.793497,0.837214,0.188,0.504,2.008,0.42
169,-0.074897,0.010139,0.005633,-0.045265,0.004193,0.022103,0.003586,0.012632,0.007018,0.00428,-0.001965,0.016913,-0.062178,7,0.89802,0.987367,0.99572,0.433086,0.915003,0.812882,0.837225,0.189,0.507,2.014,0.4225
170,-0.03889,0.011759,0.006533,-0.070596,-0.010765,0.072143,0.064156,0.012673,0.007041,-0.010912,-0.001091,0.00428,-0.074877,6,0.876342,0.984808,0.989088,0.374993,0.89938,0.79678,0.836981,0.19,0.51,2.02,0.425
171,-0.028824,0.013005,0.007225,-0.026381,-0.013888,0.065244,-0.215408,0.007671,0.004262,-0.014047,-0.002466,-0.010912,-0.015469,6,0.911377,0.996865,0.985953,0.33212,0.906989,0.841032,0.837161,0.191,0.513,2.026,0.4275
172,-0.063685,0.011898,0.00661,-0.027,-0.016511,0.057805,0.06297,0.005201,0.00289,-0.016669,-0.004087,-0.014047,-0.012953,6,0.890163,0.997378,0.983331,0.345,0.909324,0.818296,0.837193,0.192,0.516,2.032,0.43
173,-0.029579,0.009741,0.005412,0.066053,2e-06,0.2182,0.284917,0.009693,0.005385,4.6e-05,-0.005849,-0.016669,0.082722,5,0.906655,0.983284,0.999954,0.443011,0.895214,0.798213,0.836834,0.193,0.519,2.038,0.4325
174,-0.122027,0.006683,0.003713,-0.006887,-0.001376,0.280373,0.352134,0.020892,0.011607,-0.001351,-0.005023,4.6e-05,-0.006933,4,0.905463,0.998602,0.998649,0.528711,0.915409,0.773192,0.837225,0.194,0.522,2.044,0.435
175,0.117212,0.004937,0.002743,-0.121244,-0.025349,0.116953,0.055067,0.029626,0.016459,-0.025469,-0.004509,-0.001351,-0.119892,11,0.843687,0.975883,0.974531,0.542098,0.902399,0.726315,0.837066,0.195,0.525,2.05,0.4375
176,-0.072605,0.002215,0.00123,-0.028888,-0.026057,0.007538,0.046523,0.036013,0.020007,-0.026155,-0.007443,-0.025469,-0.003419,10,0.907622,0.999314,0.973845,0.529251,0.935136,0.804296,0.83682,0.196,0.528,2.056,0.44
177,-0.175694,-0.001339,0.000744,-0.004196,-0.021685,0.096442,-0.090027,0.03766,0.020922,-0.021754,-0.010063,-0.026155,0.021959,2,0.881718,0.995599,0.978246,0.541347,0.925544,0.766198,0.837114,0.197,0.531,2.062,0.4425
178,0.264269,-0.002926,0.001626,0.157126,0.014077,0.022171,0.056532,0.039029,0.021683,0.014047,-0.0117,-0.021754,0.178879,1,0.835153,0.964199,0.985953,0.571664,0.904105,0.722011,0.837106,0.198,0.534,2.068,0.445
179,0.244865,-0.000904,0.000502,0.161332,0.043528,0.138171,0.18169,0.043365,0.024092,0.043471,-0.008095,0.014047,0.147285,8,0.878871,0.970576,0.956529,0.51994,0.887895,0.7625,0.83649,0.199,0.537,2.074,0.4475
180,0.101181,0.003086,0.001715,0.039272,0.042677,0.012413,0.09725,0.04785,0.026584,0.042634,-0.000876,0.043471,-0.0042,8,0.905329,0.999162,0.957366,0.450505,0.921132,0.815794,0.837187,0.2,0.54,2.08,0.45
181,0.023853,0.005991,0.003328,0.038208,0.041783,0.026153,0.151581,0.053634,0.029797,0.041753,0.005215,0.042634,-0.004426,1,0.897229,0.999119,0.958247,0.332465,0.905541,0.82837,0.837136,0.201,0.543,2.086,0.4525
182,0.189568,0.009742,0.005412,0.026265,0.038679,0.085618,-0.031477,0.056062,0.031146,0.038674,0.010331,0.041753,-0.015488,5,0.836121,0.996922,0.961326,0.229786,0.885947,0.7802,0.836381,0.202,0.546,2.092,0.455
183,-0.044987,0.011782,0.006546,-0.103381,0.010267,0.040997,-0.244287,0.050905,0.02828,0.010468,0.014299,0.038674,-0.142055,5,0.878447,0.971794,0.989532,0.3414,0.882626,0.80657,0.836177,0.203,0.549,2.098,0.4575
184,-0.173864,0.011238,0.006243,-0.06696,-0.005178,0.023678,0.007645,0.046273,0.025707,-0.004889,0.013762,0.010468,-0.077428,5,0.902105,0.984643,0.995111,0.430678,0.909949,0.815413,0.837199,0.204,0.552,2.104,0.46
185,-0.231605,0.009583,0.005324,-0.049021,-0.013947,0.009398,0.072719,0.043718,0.024288,-0.013631,0.011151,-0.004889,-0.044131,4,0.902088,0.991258,0.986369,0.478173,0.922303,0.808039,0.837172,0.205,0.555,2.11,0.4625
186,-0.227238,0.006714,0.00373,-0.045901,-0.020338,0.009411,0.048283,0.042104,0.023391,-0.020014,0.007682,-0.013631,-0.03227,11,0.891325,0.993617,0.979986,0.476183,0.923397,0.797663,0.837154,0.206,0.558,2.116,0.465
187,0.042934,0.004728,0.002627,0.028983,-0.010473,0.044133,0.098127,0.042062,0.023368,-0.010337,0.003804,-0.020014,0.048998,2,0.917396,0.990322,0.989663,0.570636,0.930177,0.801915,0.836995,0.207,0.561,2.122,0.4675
188,0.172852,0.004754,0.002641,0.018703,-0.004638,0.206954,-0.154326,0.037577,0.020876,-0.004607,0.001825,-0.010337,0.02904,9,0.883899,0.99427,0.995393,0.574166,0.921543,0.750087,0.837182,0.208,0.564,2.128,0.47
189,0.132005,0.005989,0.003327,0.045418,0.005373,0.037438,-0.051286,0.03232,0.017956,0.005253,0.000924,-0.004607,0.050025,1,0.911343,0.99014,0.994747,0.561921,0.930924,0.79883,0.836971,0.209,0.567,2.134,0.4725
190,0.038663,0.008281,0.004601,0.003251,0.004949,0.072344,-0.146963,0.024391,0.01355,0.004858,0.00153,0.005253,-0.002002,9,0.91669,0.999606,0.995142,0.492204,0.929872,0.814089,0.837004,0.21,0.57,2.14,0.475
191,0.165445,0.01066,0.005922,0.075837,0.019126,0.067616,-0.034989,0.017419,0.009677,0.018825,0.001996,0.004858,0.070979,8,0.878212,0.986033,0.981175,0.46244,0.909416,0.782239,0.837194,0.211,0.573,2.146,0.4775
192,-0.074521,0.012738,0.007077,-0.012394,0.012822,0.023921,0.14849,0.015477,0.008598,0.01269,0.004352,0.018825,-0.031219,1,0.900568,0.993865,0.98731,0.306804,0.904361,0.839137,0.837112,0.212,0.576,2.152,0.48
193,-0.169002,0.014618,0.008121,-0.041254,0.002007,0.016745,0.092468,0.015833,0.008796,0.002104,0.005519,0.01269,-0.053944,6,0.906923,0.989414,0.997896,0.332486,0.905439,0.841436,0.837134,0.213,0.579,2.158,0.4825
194,-0.114055,0.013435,0.007464,0.017339,0.005073,0.119028,-0.111388,0.013157,0.007309,0.00509,0.005041,0.002104,0.015235,5,0.850984,0.997014,0.99491,0.329659,0.903582,0.774898,0.837095,0.214,0.582,2.164,0.485
195,-0.215199,0.008943,0.004968,-0.068417,-0.009625,0.032708,0.085533,0.013106,0.007281,-0.009294,0.005048,0.00509,-0.073506,4,0.918869,0.985616,0.990706,0.379283,0.904295,0.842727,0.83711,0.215,0.585,2.17,0.4875
196,-0.131802,0.003242,0.001801,0.048642,0.002029,0.253772,0.358748,0.020847,0.011581,0.002018,0.00304,-0.009294,0.057936,4,0.907258,0.988688,0.997982,0.526019,0.906724,0.778332,0.837157,0.216,0.588,2.176,0.49
197,-0.059517,-0.002399,0.001333,0.04373,0.010369,0.303475,0.479718,0.036549,0.020305,0.01014,0.002897,0.002018,0.041712,11,0.907097,0.991878,0.98986,0.509436,0.901399,0.774958,0.83704,0.217,0.591,2.182,0.4925
198,0.001454,-0.008775,0.004875,0.013449,0.010985,0.004702,0.015661,0.047075,0.026153,0.010783,0.003911,0.01014,0.003309,2,0.915759,0.999357,0.989217,0.561582,0.941868,0.80617,0.836503,0.218,0.594,2.188,0.495
199,0.11988,-0.013148,0.007305,0.003168,0.009421,0.079488,0.005994,0.053731,0.02985,0.009306,0.004873,0.010783,-0.007615,1,0.853506,0.998523,0.990694,0.528306,0.930136,0.741765,0.836996,0.219,0.597,2.194,0.4975
200,-0.090323,-0.016371,0.009095,-0.044895,-0.001442,0.279226,-0.303644,0.050445,0.028025,-0.001193,0.005494,0.009306,-0.054201,1,0.890966,0.989501,0.998807,0.531693,0.904486,0.756882,0.837114,0.22,0.6,2.2,0.5
201,0.103596,-0.016692,0.009274,-0.051585,-0.01147,0.267038,-0.325789,0.0397,0.022055,-0.010948,0.004558,-0.001193,-0.050392,9,0.902835,0.990245,0.989052,0.552932,0.907292,0.766662,0.837166,0.221,0.603,2.206,0.5025
202,-0.04722,-0.015625,0.008681,-0.060722,-0.021321,0.030221,-0.044948,0.03001,0.016672,-0.020576,0.002387,-0.010948,-0.049774,7,0.882016,0.990372,0.979424,0.437596,0.913289,0.794315,0.837222,0.222,0.606,2.212,0.505
203,-0.120223,-0.01591,0.008839,-0.107011,-0.038459,0.029161,0.08968,0.02421,0.01345,-0.037279,-0.000828,-0.020576,-0.086435,6,0.917955,0.983297,0.962721,0.355215,0.892502,0.846353,0.836719,0.223,0.609,2.218,0.5075
204,0.095231,-0.016743,0.009302,0.07802,-0.015163,0.19115,0.089332,0.021423,0.011902,-0.015026,-0.005931,-0.037279,0.115299,5,0.913748,0.977747,0.984974,0.289347,0.86871,0.837021,0.835082,0.224,0.612,2.224,0.51
205,-0.121482,-0.019377,0.010765,-0.041111,-0.020353,0.021963,-0.043388,0.017807,0.009893,-0.020055,-0.007204,-0.015026,-0.026085,4,0.890593,0.994971,0.979945,0.33334,0.906961,0.824391,0.83716,0.225,0.615,2.23,0.5125
206,-0.186698,-0.023385,0.012992,0.02603,-0.011076,0.233243,0.201891,0.019419,0.010789,-0.011184,-0.009004,-0.020055,0.046085,4,0.897698,0.99113,0.988816,0.391937,0.892438,0.797144,0.836716,0.226,0.618,2.236,0.515
207,-0.015426,-0.028268,0.015705,-0.080558,-0.024972,0.117127,0.155653,0.023947,0.013304,-0.024514,-0.009309,-0.011184,-0.069373,3,0.88558,0.98667,0.975486,0.487731,0.906352,0.779482,0.83715,0.227,0.621,2.242,0.5175
208,-0.125735,-0.03295,0.018306,-0.149558,-0.04989,0.150896,0.136231,0.029775,0.016542,-0.048497,-0.011438,-0.024514,-0.125044,1,0.847906,0.976018,0.951503,0.47342,0.884492,0.740619,0.836294,0.228,0.624,2.248,0.52
209,-0.172776,-0.037098,0.02061,0.01173,-0.037566,0.24777,0.338846,0.040937,0.022743,-0.036972,-0.016626,-0.048497,0.060227,3,0.905269,0.988475,0.963028,0.452624,0.888728,0.790773,0.836535,0.229,0.627,2.254,0.5225
210,-0.076047,-0.040464,0.02248,-0.086282,-0.047309,0.08723,-0.01086,0.04781,0.026561,-0.046389,-0.019474,-0.036972,-0.04931,9,0.84925,0.990583,0.953611,0.552495,0.915093,0.733148,0.837225,0.23,0.63,2.26,0.525
211,-0.085657,-0.042454,0.023585,-0.071223,-0.052092,0.175483,-0.171819,0.047741,0.026523,-0.051125,-0.023242,-0.046389,-0.024834,10,0.917611,0.995264,0.948875,0.475055,0.90193,0.806575,0.837054,0.231,0.633,2.266,0.5275
212,0.111566,-0.04238,0.023544,-0.06111,-0.053895,0.150834,-0.320266,0.039568,0.021982,-0.053028,-0.027146,-0.051125,-0.009985,7,0.842024,0.998098,0.946972,0.498146,0.909952,0.729764,0.8372,0.232,0.636,2.272,0.53
213,0.062544,-0.041399,0.022999,-0.078725,-0.058861,0.249276,-0.287624,0.026354,0.014641,-0.057921,-0.030769,-0.053028,-0.025698,2,0.905286,0.995106,0.942079,0.38481,0.883721,0.804437,0.836247,0.233,0.639,2.278,0.5325
214,-0.065822,-0.04104,0.0228,-0.103752,-0.067839,0.097753,0.190011,0.020708,0.011505,-0.06664,-0.034571,-0.057921,-0.04583,1,0.900172,0.991281,0.93336,0.347291,0.887041,0.823423,0.836443,0.234,0.642,2.284,0.535
215,0.069309,-0.041104,0.022836,0.129702,-0.028331,0.390502,0.527669,0.028178,0.015654,-0.029367,-0.03906,-0.06664,0.196342,4,0.866089,0.962727,0.970633,0.230554,0.822714,0.778905,0.81672,0.235,0.645,2.29,0.5375
216,-0.255014,-0.042396,0.023553,-0.071134,-0.036892,0.018695,0.164827,0.036537,0.020298,-0.037279,-0.037703,-0.029367,-0.041767,4,0.889428,0.992088,0.962721,0.283042,0.892809,0.832741,0.836733,0.236,0.648,2.296,0.54
217,0.006704,-0.044259,0.024588,-0.112464,-0.052006,0.006412,-0.148163,0.038325,0.021292,-0.051498,-0.037644,-0.037279,-0.075185,3,0.889517,0.985781,0.948502,0.369878,0.894227,0.817635,0.836794,0.237,0.651,2.302,0.5425
218,-0.061902,-0.046008,0.02556,-0.034864,-0.048578,0.334994,0.3562,0.046975,0.026097,-0.048359,-0.039584,-0.051498,0.016635,9,0.873996,0.996861,0.951641,0.538462,0.897396,0.733508,0.836915,0.238,0.654,2.308,0.545
219,-0.075563,-0.047213,0.02623,-0.023275,-0.043517,0.18566,0.220415,0.057105,0.031725,-0.043636,-0.040812,-0.048359,0.025084,11,0.90508,0.995277,0.956364,0.553992,0.911491,0.777538,0.837213,0.239,0.657,2.314,0.5475
