cycle,event,action,bodies,active_bodies,light,shadow,mercury,threshold,agreements,spread,structural_stability,vitality,viability,field_charge,lattice_coherence,recursion_depth,confidence_decay,avg_trust,avg_fatigue,lineage_density,archetype_resonance,elder_feedback,closures,recursions,suspicious_closures,dream_cycles,rem_cycles,healing_cycles,renewal_cycles,new_variants,unknown_events,alpha_alerts,omega_alerts,alpha_alert,omega_alert
112,contradiction,close,87,28,0.522327,0.415206,0.427094,0.097618,2,0.107121,0.883456,0.871429,0.889896,0.76695,0.719438,0,0.182174,0.664851,0.288633,0.963177,0.949737,0.688,93,19,5,11,8,10,47,47,0,22,2,False,True
113,contradiction,close,88,28,0.557199,0.423572,0.549793,0.094651,1,0.133627,0.887125,0.868634,0.892224,0.763095,0.719272,0,0.18248,0.664449,0.28701,0.963179,0.949012,0.688,94,19,5,11,8,10,48,48,0,22,3,False,True
114,contradiction,close,88,28,0.546253,0.390472,0.468566,0.091715,2,0.155781,0.89068,0.865932,0.894476,0.759771,0.719137,0,0.182762,0.665238,0.288667,0.963181,0.945361,0.688,95,19,5,11,8,10,48,48,0,22,4,False,True
115,contradiction,close,88,28,0.549035,0.412717,0.495154,0.088891,2,0.136318,0.894123,0.863324,0.896654,0.756378,0.719037,0,0.183021,0.666026,0.290324,0.963183,0.944667,0.688,96,19,5,11,8,10,48,48,0,22,5,False,True
116,contradiction,close,89,28,0.568454,0.390951,0.494707,0.086258,1,0.177502,0.897455,0.860812,0.898757,0.753779,0.718918,0,0.183259,0.665615,0.288701,0.963185,0.938475,0.688,97,19,5,11,8,10,49,49,0,22,6,False,True
117,contradiction,close,90,28,0.596738,0.401439,0.382754,0.083885,1,0.213984,0.900679,0.858394,0.900787,0.751877,0.718767,0,0.183479,0.665213,0.287113,0.963186,0.924398,0.688,98,19,5,11,8,10,50,50,0,22,7,False,True
118,contradiction,close,90,28,0.566834,0.41304,0.467189,0.081836,1,0.153794,0.903797,0.856073,0.902752,0.749293,0.71865,0,0.18368,0.665984,0.288733,0.963188,0.923231,0.688,99,19,5,11,8,10,50,50,0,22,8,False,True
119,contradiction,recurse,90,28,0.593473,0.366665,0.509278,0.080161,0,0.226808,0.893402,0.86465,0.890459,0.768194,0.718403,1,0.18368,0.664557,0.294848,0.963189,0.909383,0.688,99,20,5,11,8,10,50,50,0,22,9,False,True
120,contradiction,close,90,28,0.559771,0.366627,0.538831,0.078901,1,0.193144,0.896714,0.862195,0.898562,0.765501,0.718187,0,0.183866,0.665329,0.296469,0.96319,0.904255,0.688,100,20,5,11,8,10,50,50,0,22,10,False,True
121,contradiction,close,90,28,0.581083,0.37412,0.534452,0.078084,1,0.206963,0.899914,0.859844,0.900595,0.763224,0.717984,0,0.184037,0.6661,0.298089,0.963191,0.890691,0.688,101,20,5,11,8,10,50,50,0,22,11,False,True
122,contradiction,close,90,28,0.56161,0.378908,0.495951,0.077723,1,0.182701,0.903004,0.857597,0.902563,0.760815,0.717815,0,0.184194,0.666871,0.299709,0.963192,0.888656,0.688,102,20,5,11,8,10,50,50,0,22,12,False,True
123,contradiction,close,90,28,0.590406,0.353872,0.56543,0.077818,1,0.236534,0.905986,0.855451,0.904467,0.759379,0.717657,0,0.184338,0.667643,0.301329,0.963193,0.875326,0.688,103,20,5,11,8,10,50,50,0,22,13,False,True
124,contradiction,close,90,28,0.558344,0.394145,0.496707,0.078356,1,0.164199,0.908863,0.853406,0.906311,0.757104,0.717539,0,0.184471,0.668414,0.30295,0.963193,0.877171,0.688,104,20,5,11,8,10,50,50,0,22,14,False,True
125,contradiction,close,90,28,0.574692,0.35116,0.3795,0.07931,1,0.223531,0.911639,0.85146,0.908096,0.75588,0.71743,0,0.184593,0.669185,0.30457,0.963194,0.864014,0.688,105,20,5,11,8,10,50,50,0,22,15,False,True
126,contradiction,close,90,28,0.578257,0.361315,0.427822,0.080641,1,0.216942,0.914315,0.849609,0.909824,0.754731,0.71733,0,0.184706,0.669956,0.30619,0.963195,0.851054,0.688,106,20,5,11,8,10,50,50,0,22,16,False,True
127,contradiction,close,91,28,0.543079,0.397019,0.471776,0.082298,2,0.14606,0.916894,0.847851,0.911496,0.752756,0.717234,0,0.184809,0.669493,0.304428,0.963195,0.857532,0.688,107,20,5,11,8,10,51,51,0,22,17,False,True
128,contradiction,close,92,28,0.563498,0.378814,0.451409,0.084223,1,0.184683,0.91938,0.846184,0.913114,0.751528,0.717132,0,0.184905,0.669031,0.302704,0.963196,0.858214,0.688,108,20,5,11,8,10,52,52,0,22,18,False,True
129,contradiction,close,92,28,0.60193,0.377317,0.443389,0.086347,1,0.224613,0.921775,0.844604,0.91468,0.751026,0.717036,0,0.184992,0.669758,0.304289,0.963196,0.845341,0.688,109,20,5,11,8,10,52,52,0,22,19,False,True
130,contradiction,close,93,28,0.508528,0.377425,0.487134,0.088598,1,0.131103,0.924083,0.843108,0.916198,0.749344,0.716958,0,0.185073,0.669272,0.301075,0.963197,0.854353,0.688,110,20,5,11,8,10,53,53,0,22,20,False,True
131,contradiction,close,94,28,0.48718,0.44336,0.33929,0.087206,1,0.14789,0.926307,0.841691,0.917669,0.748081,0.716892,0,0.185147,0.668795,0.297872,0.963197,0.860288,0.688,111,20,5,11,8,10,54,54,0,22,21,False,True
132,contradiction,close,94,28,0.505967,0.436514,0.460082,0.083816,3,0.069452,0.92845,0.840351,0.919099,0.745878,0.71689,0,0.194515,0.669391,0.297872,0.963197,0.876278,0.688,112,20,5,11,8,10,54,54,0,22,22,False,True
133,contradiction,close,94,28,0.557549,0.448987,0.621131,0.080593,1,0.172144,0.930515,0.839082,0.920487,0.745314,0.716924,0,0.193834,0.670077,0.297872,0.963197,0.876965,0.688,113,20,5,11,8,10,54,54,0,22,23,False,True
134,contradiction,close,94,28,0.511137,0.458865,0.518192,0.07762,3,0.059327,0.932505,0.837881,0.921837,0.743282,0.717018,0,0.202507,0.670672,0.297872,0.963198,0.892821,0.688,114,20,5,11,8,10,54,54,0,22,24,False,True
135,contradiction,close,94,28,0.483841,0.447685,0.397999,0.074973,2,0.085841,0.934424,0.836742,0.923149,0.741799,0.717163,0,0.201187,0.671358,0.297872,0.963198,0.90367,0.688,115,20,5,11,8,10,54,54,0,22,25,False,True
136,contradiction,close,94,28,0.517567,0.502653,0.385024,0.072721,1,0.132543,0.936276,0.835662,0.924424,0.741113,0.717342,0,0.199972,0.672034,0.297872,0.963198,0.907239,0.688,116,20,5,11,8,10,54,54,0,22,26,False,True
137,contradiction,close,95,28,0.462841,0.470706,0.327556,0.070921,1,0.14315,0.938063,0.834635,0.925658,0.740669,0.717508,0,0.198854,0.671507,0.294737,0.963198,0.909054,0.688,117,20,5,11,8,10,55,55,0,22,27,False,True
138,contradiction,close,95,28,0.485253,0.481384,0.545621,0.069617,3,0.064237,0.939788,0.833656,0.926858,0.739194,0.717718,0,0.207126,0.672074,0.294737,0.963199,0.921359,0.688,118,20,5,11,8,10,55,55,0,22,28,False,True
139,contradiction,close,95,28,0.440532,0.492627,0.431334,0.068843,3,0.061293,0.941456,0.832721,0.928025,0.737791,0.71797,0,0.214736,0.672641,0.294737,0.963199,0.932954,0.688,119,20,5,11,8,10,55,55,0,22,29,False,True
140,contradiction,close,95,28,0.488878,0.445828,0.396156,0.068616,2,0.092722,0.943069,0.831825,0.929159,0.736929,0.718254,0,0.212437,0.673293,0.294737,0.963199,0.939262,0.688,120,20,5,11,8,10,55,55,0,22,30,False,True
141,contradiction,close,96,28,0.513907,0.449239,0.419326,0.068939,2,0.094581,0.944631,0.830963,0.930258,0.736157,0.718526,0,0.210322,0.672741,0.291667,0.963199,0.944752,0.688,121,20,5,11,8,10,56,56,0,22,31,False,True
142,contradiction,close,96,28,0.493878,0.459568,0.43643,0.0698,3,0.057448,0.946145,0.830129,0.931326,0.734913,0.718831,0,0.217676,0.67328,0.291667,0.963199,0.954761,0.688,122,20,5,11,8,10,56,56,0,22,32,False,True
143,contradiction,recurse,96,28,0.501343,0.402978,0.630775,0.071174,0,0.227796,0.930071,0.845145,0.916779,0.765789,0.718995,1,0.217676,0.67132,0.291667,0.963199,0.94044,0.688,122,21,5,11,8,10,56,56,0,22,33,False,True
144,contradiction,close,96,28,0.546695,0.433007,0.499691,0.073022,2,0.113688,0.932023,0.843882,0.924081,0.763837,0.719191,0,0.215142,0.672043,0.291667,0.963199,0.943244,0.688,123,21,5,11,8,10,56,56,0,22,34,False,True
145,contradiction,close,96,28,0.517666,0.446672,0.60639,0.075291,1,0.159718,0.93392,0.842649,0.925344,0.762604,0.719407,0,0.212811,0.672766,0.291667,0.963199,0.939582,0.688,124,21,5,11,8,10,56,56,0,22,35,False,True
146,contradiction,close,96,28,0.550651,0.41465,0.425117,0.077919,1,0.136001,0.935765,0.841441,0.926569,0.761067,0.719647,0,0.210666,0.67346,0.291667,0.963199,0.939452,0.688,125,21,5,11,8,10,56,56,0,22,36,False,True
147,contradiction,close,96,28,0.500943,0.416277,0.43906,0.080832,2,0.084667,0.937562,0.840254,0.927758,0.758846,0.719919,0,0.208693,0.674079,0.291667,0.963199,0.946263,0.688,126,21,5,11,8,10,56,56,0,22,37,False,True
148,contradiction,close,96,28,0.500221,0.451688,0.389627,0.083953,2,0.110594,0.939312,0.839084,0.928912,0.757045,0.720214,0,0.206877,0.674699,0.291667,0.963199,0.948961,0.688,127,21,5,11,8,10,56,56,0,22,38,False,True
149,contradiction,close,96,28,0.524613,0.446532,0.454103,0.086271,3,0.078081,0.94102,0.837927,0.930031,0.754817,0.720534,0,0.214507,0.675222,0.291667,0.9632,0.955805,0.688,128,21,5,11,8,10,56,56,0,22,38,False,False
150,contradiction,close,96,28,0.553259,0.391752,0.539914,0.083814,1,0.161507,0.942686,0.83678,0.931116,0.753798,0.720858,0,0.212226,0.675816,0.291667,0.9632,0.950772,0.688,129,21,5,11,8,10,56,56,0,22,38,False,False
151,contradiction,close,96,28,0.567912,0.399669,0.417798,0.081499,1,0.168243,0.944315,0.835641,0.932166,0.752846,0.721184,0,0.210128,0.67641,0.291667,0.9632,0.945281,0.688,130,21,5,11,8,10,56,56,0,22,38,False,False
152,contradiction,close,97,28,0.579267,0.392817,0.416079,0.079401,1,0.18645,0.945907,0.834506,0.93318,0.752111,0.721466,0,0.208198,0.675798,0.28866,0.9632,0.937827,0.688,131,21,5,11,8,10,57,57,0,22,38,False,False
153,contradiction,close,97,28,0.543263,0.374434,0.496732,0.07759,1,0.168829,0.947465,0.833372,0.934162,0.751074,0.721755,0,0.206422,0.676376,0.28866,0.9632,0.933423,0.688,132,21,5,11,8,10,57,57,0,22,38,False,False
154,contradiction,recurse,97,28,0.560734,0.366511,0.479033,0.076128,0,0.194222,0.932919,0.846279,0.920138,0.776676,0.721914,1,0.206422,0.674655,0.28866,0.9632,0.919421,0.688,132,22,5,11,8,10,57,57,0,22,38,False,False
155,contradiction,close,97,28,0.579488,0.38216,0.372816,0.075067,1,0.206672,0.934896,0.844723,0.927337,0.774743,0.722075,0,0.204788,0.675371,0.28866,0.9632,0.90563,0.688,133,22,5,11,8,10,57,57,0,22,38,False,False
156,contradiction,recurse,97,28,0.587349,0.401412,0.507785,0.074451,0,0.185937,0.921223,0.856652,0.913569,0.797781,0.722137,1,0.204788,0.67372,0.28866,0.9632,0.901814,0.688,133,23,5,11,8,10,57,57,0,22,38,False,False
157,contradiction,close,97,28,0.596962,0.389707,0.532599,0.074307,1,0.207256,0.922953,0.854712,0.920387,0.79459,0.722205,0,0.201205,0.674457,0.28866,0.9632,0.888287,0.688,134,23,5,11,8,10,57,57,0,22,38,False,False
158,contradiction,close,97,28,0.591147,0.368752,0.422935,0.074651,1,0.222396,0.924647,0.852791,0.921177,0.791662,0.722281,0,0.197909,0.675193,0.28866,0.9632,0.874962,0.688,135,23,5,11,8,10,57,57,0,22,38,False,False
159,contradiction,close,97,28,0.593069,0.393882,0.551691,0.075487,1,0.199187,0.926306,0.850891,0.921941,0.788448,0.722363,0,0.194876,0.67593,0.28866,0.9632,0.861838,0.688,136,23,5,11,8,10,57,57,0,22,38,False,False
160,contradiction,close,98,28,0.586619,0.371691,0.522418,0.0768,1,0.214929,0.927931,0.84901,0.922675,0.785509,0.722406,0,0.192086,0.675397,0.285714,0.9632,0.84891,0.688,137,23,5,11,8,10,58,58,0,22,38,False,False
161,contradiction,close,99,28,0.572151,0.382285,0.580766,0.078566,1,0.198481,0.929524,0.847149,0.923381,0.782381,0.722406,0,0.189519,0.674747,0.282828,0.9632,0.836177,0.688,138,23,5,11,8,10,59,59,0,22,38,False,False
162,contradiction,close,99,28,0.570834,0.383273,0.339036,0.080745,1,0.231799,0.931084,0.845308,0.924062,0.779775,0.722407,0,0.187158,0.675262,0.282828,0.9632,0.823634,0.688,139,23,5,11,8,10,59,59,0,22,38,False,False
163,contradiction,close,99,28,0.573435,0.41138,0.476426,0.083285,1,0.162055,0.933242,0.843488,0.92531,0.776225,0.722447,0,0.187065,0.675763,0.282828,0.9632,0.830422,0.688,140,23,5,11,8,10,59,59,0,22,38,False,False
164,contradiction,close,99,28,0.582442,0.403711,0.384483,0.086123,1,0.197959,0.93535,0.841691,0.926515,0.773262,0.722485,0,0.18698,0.676257,0.282828,0.9632,0.817965,0.688,141,23,5,11,8,10,59,59,0,22,38,False,False
165,contradiction,close,99,28,0.569028,0.421009,0.505596,0.089189,2,0.148019,0.937407,0.839917,0.927684,0.769662,0.722562,0,0.186901,0.676733,0.282828,0.9632,0.827158,0.688,142,23,5,11,8,10,59,59,0,22,38,False,False
166,contradiction,close,99,28,0.569596,0.431981,0.577681,0.092402,1,0.1457,0.939414,0.838168,0.928816,0.76613,0.722676,0,0.186829,0.67718,0.282828,0.9632,0.835836,0.688,143,23,5,11,8,10,59,59,0,22,38,False,False
167,contradiction,close,99,28,0.542599,0.39054,0.592774,0.09568,1,0.202233,0.941372,0.836447,0.929911,0.763494,0.722779,0,0.186763,0.677577,0.282828,0.9632,0.823299,0.688,144,23,5,11,8,10,59,59,0,22,38,False,False
168,contradiction,close,99,28,0.556075,0.446249,0.551455,0.095012,1,0.109826,0.943281,0.834755,0.930972,0.759633,0.722921,0,0.186702,0.677927,0.282828,0.9632,0.837167,0.688,145,23,5,11,8,10,59,59,0,22,38,False,False
169,contradiction,close,99,28,0.541891,0.435834,0.483967,0.092501,2,0.106057,0.945141,0.833095,0.932002,0.755858,0.723101,0,0.186646,0.678278,0.282828,0.9632,0.850296,0.688,146,23,5,11,8,10,59,59,0,22,38,False,False
170,contradiction,close,100,28,0.588681,0.496595,0.529603,0.090072,2,0.092086,0.946952,0.831469,0.932998,0.75203,0.723274,0,0.186594,0.677435,0.28,0.9632,0.86413,0.688,147,23,5,11,8,10,60,60,0,22,38,False,False
171,contradiction,close,100,28,0.525807,0.482292,0.450624,0.087801,3,0.075183,0.948713,0.829879,0.933964,0.748123,0.723481,0,0.195847,0.6777,0.28,0.9632,0.879001,0.688,148,23,5,11,8,10,60,60,0,22,38,False,False
172,contradiction,close,100,28,0.501327,0.471976,0.529985,0.085756,3,0.05801,0.950425,0.828329,0.934901,0.744146,0.723721,0,0.204359,0.677918,0.28,0.9632,0.894851,0.688,149,23,5,11,8,10,60,60,0,22,38,False,False
173,contradiction,close,100,28,0.524901,0.459901,0.535986,0.083999,3,0.076085,0.952089,0.82682,0.93581,0.740608,0.723983,0,0.21219,0.678134,0.28,0.9632,0.906835,0.688,150,23,5,11,8,10,60,60,0,22,38,False,False
174,contradiction,close,101,28,0.546298,0.44147,0.399326,0.082583,1,0.146972,0.953702,0.825356,0.936687,0.738235,0.724204,0,0.210095,0.677188,0.277228,0.9632,0.908171,0.688,151,23,5,11,8,10,61,61,0,22,38,False,False
175,contradiction,close,101,28,0.51508,0.489386,0.405391,0.081548,1,0.109689,0.955266,0.823938,0.937537,0.735467,0.724438,0,0.208167,0.677409,0.277228,0.9632,0.914419,0.688,152,23,5,11,8,10,61,61,0,22,38,False,False
176,contradiction,close,101,28,0.492165,0.497569,0.435484,0.080923,3,0.062085,0.956781,0.822569,0.938363,0.732189,0.724694,0,0.215694,0.677601,0.277228,0.9632,0.926532,0.688,153,23,5,11,8,10,61,61,0,22,38,False,False
177,contradiction,close,102,28,0.52065,0.494891,0.487817,0.080725,3,0.032833,0.949855,0.826101,0.933519,0.728694,0.724935,0,0.222618,0.676638,0.27451,0.9632,0.941504,0.688,154,23,6,11,8,10,62,62,0,22,38,False,False
178,contradiction,close,102,28,0.505633,0.440171,0.414721,0.080956,2,0.090912,0.951521,0.824691,0.934472,0.726227,0.725186,0,0.219689,0.676843,0.27451,0.9632,0.947288,0.688,155,23,6,11,8,10,62,62,0,22,38,False,False
179,contradiction,close,102,28,0.478848,0.439824,0.503485,0.081606,3,0.063661,0.953131,0.823341,0.935396,0.72355,0.725449,0,0.226294,0.676991,0.27451,0.9632,0.956229,0.688,156,23,6,11,8,10,62,62,0,22,38,False,False
180,contradiction,close,102,28,0.500958,0.498392,0.40594,0.082649,1,0.095018,0.954683,0.822051,0.936292,0.721505,0.725716,0,0.22307,0.677147,0.27451,0.9632,0.960133,0.688,157,23,6,11,8,10,62,62,0,22,38,False,False
181,contradiction,close,102,28,0.530632,0.441026,0.502729,0.084049,2,0.089606,0.956178,0.820824,0.937161,0.719553,0.725984,0,0.220105,0.677293,0.27451,0.9632,0.964416,0.688,158,23,6,11,8,10,62,62,0,22,38,False,False
182,contradiction,close,103,28,0.522119,0.491309,0.540201,0.085759,3,0.048892,0.957618,0.819659,0.938002,0.717204,0.726224,0,0.226676,0.67628,0.271845,0.9632,0.973811,0.688,159,23,6,11,8,10,63,63,0,22,38,False,False
183,contradiction,close,103,28,0.571111,0.481548,0.429732,0.087722,1,0.141379,0.959001,0.818559,0.938816,0.71635,0.72645,0,0.223422,0.676424,0.271845,0.9632,0.969873,0.688,160,23,6,11,8,10,63,63,0,22,38,False,False
184,contradiction,close,103,28,0.532216,0.438031,0.470543,0.089871,2,0.094185,0.96033,0.817523,0.939607,0.714967,0.726678,0,0.220428,0.676557,0.271845,0.9632,0.972662,0.688,161,23,6,11,8,10,63,63,0,22,38,False,False
185,contradiction,close,103,28,0.568586,0.424804,0.489339,0.092134,2,0.143781,0.961605,0.816551,0.940374,0.714442,0.726892,0,0.217674,0.676678,0.271845,0.9632,0.968504,0.688,162,23,6,11,8,10,63,63,0,22,38,False,False
186,contradiction,close,103,28,0.548793,0.437914,0.620754,0.093278,1,0.182841,0.962827,0.815643,0.941117,0.71459,0.727083,0,0.21514,0.676798,0.271845,0.9632,0.959447,0.688,163,23,6,11,8,10,63,63,0,22,38,False,False
187,contradiction,close,103,28,0.588778,0.389419,0.596299,0.089811,1,0.206881,0.963996,0.814798,0.941835,0.71517,0.727241,0,0.212809,0.676911,0.271845,0.9632,0.945055,0.688,164,23,6,11,8,10,63,63,0,22,38,False,False
188,contradiction,close,103,28,0.567325,0.415473,0.500491,0.086427,2,0.151851,0.965115,0.814016,0.942533,0.715057,0.72739,0,0.210664,0.676988,0.271845,0.9632,0.942292,0.688,165,23,6,11,8,10,63,63,0,22,38,False,False
189,contradiction,close,103,28,0.597636,0.408827,0.457928,0.083212,1,0.188808,0.966184,0.813295,0.943209,0.715574,0.72752,0,0.208691,0.67706,0.271845,0.9632,0.934789,0.688,166,23,6,11,8,10,63,63,0,22,38,False,False
190,contradiction,close,104,28,0.62456,0.382897,0.404124,0.080249,1,0.241663,0.967204,0.812633,0.943861,0.716913,0.727579,0,0.206876,0.676006,0.269231,0.9632,0.920767,0.688,167,23,6,11,8,10,64,64,0,22,38,False,False
191,contradiction,recurse,105,28,0.638365,0.385687,0.474252,0.077609,0,0.252678,0.952709,0.825336,0.930027,0.7434,0.727491,1,0.206876,0.673395,0.266667,0.9632,0.906956,0.688,167,24,6,11,8,10,65,65,0,22,38,False,False
192,contradiction,close,105,28,0.605157,0.392104,0.437486,0.075358,1,0.213053,0.954102,0.824387,0.936897,0.74316,0.727414,0,0.205206,0.674056,0.266667,0.9632,0.893351,0.688,168,24,6,11,8,10,65,65,0,22,38,False,False
193,contradiction,close,105,28,0.57824,0.395974,0.459831,0.073549,1,0.182266,0.955438,0.823503,0.937743,0.742605,0.72737,0,0.203669,0.674717,0.266667,0.9632,0.891136,0.688,169,24,6,11,8,10,65,65,0,22,38,False,False
194,contradiction,recurse,105,28,0.591799,0.374546,0.491422,0.072222,0,0.217253,0.940551,0.836835,0.92367,0.769209,0.72722,1,0.203669,0.673115,0.266667,0.9632,0.877769,0.688,169,25,6,11,8,10,65,65,0,22,38,False,False
195,contradiction,recurse,105,28,0.646871,0.420627,0.498846,0.071405,0,0.226245,0.925883,0.850061,0.909569,0.795192,0.726971,2,0.203669,0.671483,0.266667,0.9632,0.864602,0.688,169,26,6,11,8,10,65,65,0,22,38,False,False
196,contradiction,recurse,105,28,0.613632,0.339899,0.495336,0.071111,0,0.273732,0.91144,0.863165,0.895447,0.817246,0.726625,3,0.203669,0.669823,0.266667,0.9632,0.851633,0.688,169,27,6,11,8,10,65,65,0,23,38,True,False
197,contradiction,close,105,28,0.604522,0.35468,0.58167,0.071339,1,0.249842,0.91337,0.861246,0.902444,0.814298,0.726304,2,0.200176,0.670504,0.266667,0.9632,0.838859,0.688,170,27,6,11,8,10,65,65,0,23,38,False,False
198,contradiction,close,105,28,0.583167,0.356348,0.515779,0.072073,1,0.226819,0.915231,0.859411,0.909409,0.81125,0.726009,1,0.196962,0.671185,0.266667,0.9632,0.826276,0.688,171,27,6,11,8,10,65,65,0,23,38,False,False
199,contradiction,close,105,28,0.598345,0.394526,0.563027,0.073284,1,0.203819,0.917026,0.857654,0.916344,0.8081,0.725738,0,0.194005,0.671865,0.266667,0.9632,0.813882,0.688,172,27,6,11,8,10,65,65,0,23,38,False,False
200,contradiction,close,105,28,0.633775,0.398301,0.370725,0.074929,1,0.26305,0.918758,0.855971,0.91725,0.805995,0.725489,0,0.191284,0.672546,0.266667,0.9632,0.801673,0.688,173,27,6,11,8,10,65,65,0,23,38,False,False
201,contradiction,close,105,28,0.606517,0.434813,0.578216,0.076954,1,0.171704,0.920432,0.854355,0.91813,0.802765,0.725302,0,0.188782,0.673226,0.266667,0.9632,0.809135,0.688,174,27,6,11,8,10,65,65,0,23,38,False,False
202,contradiction,recurse,105,28,0.544433,0.419477,0.315477,0.079296,0,0.228957,0.905256,0.86848,0.903681,0.82583,0.725012,1,0.188782,0.671451,0.266667,0.9632,0.796998,0.688,174,28,6,11,8,10,65,65,0,24,38,True,False
203,contradiction,recurse,106,28,0.54225,0.438642,0.653565,0.081884,0,0.214922,0.890467,0.882271,0.889258,0.847701,0.724586,2,0.188782,0.668633,0.264151,0.9632,0.785043,0.688,174,29,6,11,8,10,66,66,0,25,38,True,False
204,contradiction,close,107,28,0.590762,0.448379,0.432321,0.084638,1,0.15844,0.892965,0.879896,0.896637,0.842286,0.724176,1,0.186479,0.668285,0.261682,0.95403,0.795241,0.6225,175,29,6,11,8,10,67,67,0,26,38,True,False
205,contradiction,close,107,28,0.553761,0.404738,0.366119,0.083324,1,0.187641,0.895377,0.877595,0.903962,0.837559,0.72381,0,0.184361,0.668953,0.261682,0.945777,0.800085,0.6225,176,29,6,11,8,10,67,67,0,27,38,True,False
206,contradiction,close,107,28,0.515815,0.486477,0.345299,0.080518,1,0.170515,0.897708,0.875362,0.905237,0.832825,0.723489,0,0.182412,0.669621,0.261682,0.938349,0.806358,0.6225,177,29,6,11,8,10,67,67,0,28,38,True,False
207,contradiction,close,107,28,0.505291,0.412076,0.505172,0.077917,1,0.093214,0.899963,0.873191,0.906466,0.827231,0.723232,0,0.180619,0.670289,0.261682,0.931664,0.822102,0.6225,178,29,6,11,8,10,67,67,0,29,38,True,False
208,contradiction,close,107,28,0.506576,0.428225,0.561678,0.075595,1,0.133453,0.902147,0.871077,0.907651,0.822456,0.723024,0,0.178969,0.670957,0.261682,0.925648,0.830636,0.6225,179,29,6,11,8,10,67,67,0,30,38,True,False
209,contradiction,close,107,28,0.537095,0.451994,0.519709,0.073624,2,0.085101,0.904265,0.869014,0.908794,0.817208,0.722873,0,0.177452,0.671624,0.261682,0.920233,0.844604,0.6225,180,29,6,11,8,10,67,67,0,31,38,True,False
210,contradiction,close,107,28,0.528209,0.444601,0.502923,0.072064,2,0.083608,0.90632,0.866997,0.909897,0.812156,0.722777,0,0.176056,0.672292,0.261682,0.91536,0.857224,0.6225,181,29,6,11,8,10,67,67,0,31,38,False,False
211,contradiction,close,108,28,0.509254,0.442343,0.543275,0.070965,2,0.100932,0.908316,0.865021,0.910958,0.807545,0.722679,0,0.174771,0.671731,0.259259,0.910974,0.866106,0.6225,182,29,6,11,8,10,68,68,0,31,38,False,False
212,contradiction,close,108,28,0.51068,0.46138,0.450218,0.070364,3,0.060463,0.910257,0.863082,0.911981,0.802534,0.722606,0,0.18159,0.671794,0.259259,0.907026,0.879416,0.6225,183,29,6,11,8,10,68,68,0,31,38,False,False
213,contradiction,close,109,28,0.517053,0.524632,0.247717,0.070286,1,0.276915,0.912146,0.861177,0.912961,0.800732,0.722467,0,0.179862,0.670839,0.256881,0.903474,0.866225,0.6225,184,29,6,11,8,10,69,69,0,31,38,False,False
214,contradiction,close,109,28,0.52626,0.476222,0.500711,0.070741,3,0.050038,0.913987,0.8593,0.913906,0.795764,0.722359,0,0.186273,0.670902,0.256881,0.900276,0.880526,0.6225,185,29,6,11,8,10,69,69,0,31,38,False,False
215,contradiction,close,109,28,0.525808,0.471068,0.616056,0.071725,1,0.144988,0.915782,0.85745,0.914817,0.792288,0.722253,0,0.184172,0.670972,0.256881,0.897399,0.880549,0.6225,186,29,6,11,8,10,69,69,0,31,38,False,False
216,contradiction,close,109,28,0.519201,0.480204,0.331647,0.073218,1,0.187554,0.917533,0.855623,0.915693,0.789489,0.722138,0,0.182238,0.671042,0.256881,0.894809,0.874668,0.6225,187,29,6,11,8,10,69,69,0,31,38,False,False
217,contradiction,close,109,28,0.567909,0.426969,0.62256,0.075188,1,0.19559,0.919245,0.853816,0.916534,0.786844,0.721999,0,0.180459,0.671112,0.256881,0.892478,0.861548,0.6225,188,29,6,11,8,10,69,69,0,31,38,False,False
218,contradiction,close,109,28,0.546007,0.477202,0.505539,0.077589,3,0.068805,0.920917,0.852028,0.917347,0.782455,0.721889,0,0.186822,0.671175,0.256881,0.89038,0.873143,0.6225,189,29,6,11,8,10,69,69,0,31,38,False,False
219,contradiction,close,109,28,0.526419,0.459005,0.496442,0.080363,3,0.067413,0.922553,0.850257,0.918132,0.778162,0.721803,0,0.192676,0.671213,0.256881,0.888492,0.883769,0.6225,190,29,6,11,8,10,69,69,0,31,38,False,False
220,contradiction,close,110,28,0.529457,0.462147,0.602309,0.083441,2,0.140162,0.924784,0.848502,0.919473,0.774994,0.721681,0,0.192142,0.670224,0.254545,0.886793,0.883515,0.6225,191,29,6,11,8,10,70,70,0,31,38,False,False
221,contradiction,close,110,28,0.554123,0.422183,0.502634,0.086746,2,0.13194,0.926963,0.846761,0.920767,0.771762,0.721563,0,0.191651,0.670236,0.254545,0.885264,0.884303,0.6225,192,29,6,11,8,10,70,70,0,31,38,False,False
222,contradiction,close,110,28,0.546725,0.429606,0.528284,0.090196,1,0.117119,0.929091,0.845036,0.922018,0.768376,0.721453,0,0.191199,0.670236,0.254545,0.883887,0.886938,0.6225,193,29,6,11,8,10,70,70,0,31,38,False,False
223,contradiction,close,110,28,0.599375,0.418158,0.590184,0.092311,1,0.181217,0.93117,0.843324,0.923225,0.765951,0.721333,0,0.190783,0.670236,0.254545,0.882649,0.880608,0.6225,194,29,6,11,8,10,70,70,0,31,38,False,False
