cycle,agent_count,self_state,stability,adaptive_score,rigidity,agent_consensus,agent_dissent,agent_dominance,agent_contradiction,truth_load,shadow_load,correction,reputations,hash
103,2,-0.180862,0.978895,0.833142,0.530844,-0.244435,0.08305,0.573263,0.055367,0.128638,0.05564,0.001717,"{'agent_logic': 0.91021, 'agent_skeptic': 0.83679}",b199bf31daf6161f62c34d0761356f2e480d84d0932507597a43cff8e252452d
104,2,-0.173387,0.978218,0.833228,0.530959,-0.138214,0.034672,0.558707,0.023114,0.122415,0.052345,0.029866,"{'agent_logic': 0.915323, 'agent_skeptic': 0.842147}",ff4e7114de49dbcc0ab2ae04b5c16b608fca51a8e822d602de8fcb0cfbd3fc9b
105,2,-0.178031,0.969858,0.834216,0.519797,-0.259647,0.099662,0.560856,0.066441,0.125035,0.057936,-0.01858,"{'agent_logic': 0.910254, 'agent_skeptic': 0.849808}",397cd40dce01a86bd7f44977a7d180e81f43a4ecca9fd72edb561f20565ddfd2
106,2,-0.185746,0.981543,0.832797,0.531627,-0.366363,0.014725,0.547197,0.009817,0.134455,0.051733,-0.030807,"{'agent_logic': 0.904002, 'agent_skeptic': 0.848949}",da127b3467d0cdb894f589f66035d44060dad96c75260260688b746c2512b27c
107,2,-0.169302,0.968605,0.834352,0.527465,-0.043029,0.022185,0.548371,0.01479,0.121189,0.047367,0.065672,"{'agent_logic': 0.903388, 'agent_skeptic': 0.848976}",dd5a665cfb69601f4cc48f0eb800056e2afede1baf9bc8f54b4b6a0ccf0e859d
108,2,-0.17197,0.970146,0.834184,0.504095,-0.298611,0.11452,0.537018,0.076347,0.126554,0.05558,-0.010675,"{'agent_logic': 0.895224, 'agent_skeptic': 0.857819}",9195756fb1460121f3c715b10abd71cc96e1d0a752692e5112840650a2e58ef1
109,2,-0.172547,0.95562,0.835575,0.478187,-0.188775,0.201088,0.522575,0.134059,0.123952,0.073866,-0.002313,"{'agent_logic': 0.889016, 'agent_skeptic': 0.854713}",3235485fa79eb13787aeb256a60051fe3a041f32768e89bb5d7316a10a69371a
110,2,-0.172686,0.975311,0.833588,0.497442,-0.236682,0.094039,0.518247,0.062693,0.124857,0.075715,-0.000553,"{'agent_logic': 0.886399, 'agent_skeptic': 0.861422}",fd0436b72a696bdb46748c7bfeacb4117d50515b8dc2eddd270d1045361f8f0e
111,2,-0.172993,0.969191,0.834288,0.497095,-0.247311,0.123721,0.527726,0.082481,0.126362,0.081153,-0.001229,"{'agent_logic': 0.881744, 'agent_skeptic': 0.866361}",28c3accf1d8dbd351017a22c9cdca3c4a0ca4eec61c7c02afe1cf34669206f8f
112,2,-0.162469,0.957429,0.835425,0.483733,-0.071722,0.109196,0.502867,0.072798,0.11598,0.083947,0.042088,"{'agent_logic': 0.88777, 'agent_skeptic': 0.862345}",0983c2775913743aa7cf1ca80cbcae21c73014392b67bf910d3ff07cb6c9bfff
113,2,-0.160183,0.9772,0.833356,0.498778,-0.119218,0.06441,0.516649,0.04294,0.11001,0.080544,0.009134,"{'agent_logic': 0.893226, 'agent_skeptic': 0.864153}",06e923a609dddf7a16172a358325c67399c03be570c72ffbd2b0819ede08d9a9
114,2,-0.14731,0.944773,0.836339,0.477564,-0.002936,0.158163,0.518082,0.105442,0.097004,0.08977,0.05155,"{'agent_logic': 0.899148, 'agent_skeptic': 0.853809}",cda85fae7f4b2b5ee182d8d262ddf4d32dd04db3c05c0d9377465012e4300277
115,2,-0.138872,0.95815,0.835363,0.49666,-0.020701,0.11651,0.54232,0.077674,0.086744,0.092305,0.033766,"{'agent_logic': 0.904508, 'agent_skeptic': 0.847908}",a37b7bf4d159707feffb18c8e55c4dd1bb2f0678103bc8c93035db4101db21cb
116,2,-0.120397,0.951897,0.835864,0.494989,0.086801,0.076078,0.53194,0.050719,0.070548,0.089245,0.073857,"{'agent_logic': 0.902079, 'agent_skeptic': 0.839745}",1751b8c0f1265b0285ae2add0765ff9459ef78503bfe4fc4a00f54a95485c1d1
117,2,-0.113395,0.976298,0.833467,0.501725,-0.029791,0.033034,0.531482,0.022023,0.064068,0.081033,0.027967,"{'agent_logic': 0.90108, 'agent_skeptic': 0.846451}",0807d0e34d9dce1d2a53ca5f151c6cd73683214015448ce4b3a0a790b6915ae5
118,2,-0.10693,0.977668,0.833298,0.509114,-0.049865,0.033427,0.547042,0.022285,0.059704,0.074021,0.025826,"{'agent_logic': 0.905409, 'agent_skeptic': 0.850046}",06b30dd06279f2ad740c99c86270e745bb4627e5fcd218e28335e9df4a659147
119,2,-0.094154,0.969442,0.834261,0.495677,0.054007,0.034107,0.527753,0.022738,0.048939,0.068079,0.051027,"{'agent_logic': 0.904127, 'agent_skeptic': 0.847993}",49891269a8c6f32568ade1251333d8919ff5889887644a6536210eecd661067c
120,2,-0.079061,0.971019,0.834087,0.507777,0.063044,0.012051,0.546311,0.008034,0.038864,0.060111,0.060265,"{'agent_logic': 0.902009, 'agent_skeptic': 0.847797}",1441204eaeac37be37304dff67360603f4972ecd8c7c69d7ddb8ba9f3dd023b1
121,2,-0.075578,0.986025,0.83218,0.497308,-0.008887,0.020755,0.532293,0.013836,0.034793,0.054385,0.013907,"{'agent_logic': 0.905052, 'agent_skeptic': 0.851602}",cdbf35b22177d3209860e9baa3001221a7c0435fd28c79d0d19b243535a680e6
122,2,-0.064258,0.953026,0.835779,0.479611,0.066068,0.138186,0.546717,0.092124,0.026213,0.064685,0.045322,"{'agent_logic': 0.910446, 'agent_skeptic': 0.843621}",2ff8b550126301e342477346291044f8e299ff098aef6141ba98b3fc570cc3be
123,2,-0.063074,0.992593,0.831204,0.503812,-0.004898,0.001097,0.542151,0.000731,0.023394,0.055771,0.004729,"{'agent_logic': 0.912268, 'agent_skeptic': 0.849584}",66adc8671c82ef26b7de9aa4271ad1d9306e4f34e073df87b65f9f4355a89277
124,2,-0.052778,0.969547,0.83425,0.487598,0.075666,0.059379,0.537432,0.039586,0.015542,0.05566,0.041147,"{'agent_logic': 0.913122, 'agent_skeptic': 0.847073}",024d87199036ddc87ec4cda89e37b32fe3328a05873fd31979642daf38a858e0
125,2,-0.037044,0.961859,0.835029,0.496642,0.167737,0.060382,0.560172,0.040254,0.002495,0.055695,0.062899,"{'agent_logic': 0.909234, 'agent_skeptic': 0.839903}",57595639d660011e1e170499a9f84a54b613057a36d166bf39ae56944ca6e0a9
126,2,-0.024866,0.97427,0.833712,0.504744,0.123015,0.021523,0.559176,0.014349,0.006006,0.050688,0.048641,"{'agent_logic': 0.904669, 'agent_skeptic': 0.84208}",fd805f6f299c32ef0516a2067e4afde028a7ae6583d837bd49ae7362174ae908
127,2,-0.011669,0.967932,0.834423,0.495736,0.184074,0.049287,0.547644,0.032858,0.017557,0.049981,0.052737,"{'agent_logic': 0.895969, 'agent_skeptic': 0.84305}",4009e256b7ba88b47e662105dd94542bcec412f58e6c8ad4b7e1719405c037a1
128,2,0.004406,0.969642,0.834239,0.504839,0.264712,0.020221,0.546562,0.013481,0.033097,0.045605,0.064199,"{'agent_logic': 0.887693, 'agent_skeptic': 0.835522}",98053d84f7fb8a5d72dde6bccefd742febc7475c8208d40d95057ccd2e330507
129,2,0.016284,0.973809,0.833767,0.503101,0.210753,0.030551,0.542577,0.020368,0.043176,0.04318,0.047444,"{'agent_logic': 0.88444, 'agent_skeptic': 0.831734}",c1387b70f771bf55f33de8e1a9102678d09791dbe21adbfae7efafc21d03bee0
130,2,0.027247,0.97536,0.833582,0.507848,0.195903,0.030126,0.547472,0.020084,0.051055,0.04104,0.043792,"{'agent_logic': 0.879618, 'agent_skeptic': 0.833689}",e750a877a8722966ee569192a00999d7c1cad71e25f00346f4b91059dd1a655a
131,2,0.038772,0.952524,0.835817,0.483837,0.213779,0.14526,0.54199,0.09684,0.05918,0.054125,0.046146,"{'agent_logic': 0.868357, 'agent_skeptic': 0.842615}",674e0f4cd6c32812003d3089bd2bcf3ce2e6758d405da485e010133365fe4ccc
132,2,0.05493,0.968943,0.834315,0.504527,0.305273,0.021418,0.52855,0.014279,0.07243,0.049324,0.06452,"{'agent_logic': 0.862447, 'agent_skeptic': 0.835679}",fbfb078e0e3d7469b39fa209e4401f090c2f2ac58309d29b4da6642e4843d8bc
133,2,0.050128,0.979008,0.833128,0.491418,0.053129,0.052494,0.518357,0.034996,0.06728,0.049223,-0.019185,"{'agent_logic': 0.867486, 'agent_skeptic': 0.842453}",2ee359ce3f4e9d3bca628c1b30939c09170b4c0b3ef02be70cec6760b80cb6a4
134,2,0.046538,0.98584,0.832207,0.494394,0.040576,0.025804,0.516503,0.017203,0.061912,0.045677,-0.014334,"{'agent_logic': 0.874297, 'agent_skeptic': 0.849949}",2f60ceda5ec2d2206e327902708400952e4874bb2548ba6f8ce769f26591d9ac
135,2,0.047322,0.985029,0.832321,0.495519,0.119273,0.051622,0.5277,0.034415,0.062434,0.045974,0.003133,"{'agent_logic': 0.874597, 'agent_skeptic': 0.857904}",5d81dd010560ff4ab156e9ec1cc03cc757af95a3238f3a6d39f456287989d1f3
136,2,0.06322,0.952553,0.835815,0.491802,0.271898,0.11168,0.537948,0.074453,0.073068,0.054015,0.063607,"{'agent_logic': 0.863408, 'agent_skeptic': 0.861118}",680b3edce54723825504e5aab7a84d07b099c08706b7a527071bfa40787a71f9
137,2,0.067739,0.989003,0.831749,0.507814,0.165821,0.000651,0.525646,0.000434,0.075355,0.046537,0.018037,"{'agent_logic': 0.865682, 'agent_skeptic': 0.863607}",69a7052adde258f219a57d0ad67d9ca825635e385b760d29cd9dc0578ff51f6c
138,2,0.074716,0.956938,0.835466,0.472639,0.261099,0.152492,0.513105,0.101661,0.083719,0.059789,0.027933,"{'agent_logic': 0.853648, 'agent_skeptic': 0.869997}",5fe51093688ae8b853de5aac35f29527b0a3ee7367e9e3b9453aa1df61a0fe00
139,2,0.071728,0.989152,0.831726,0.498323,0.090357,0.008236,0.509174,0.00549,0.079696,0.052486,-0.011926,"{'agent_logic': 0.860808, 'agent_skeptic': 0.877165}",3b0c3870204a4547de30676f9ae63aceac4ae908c1541b7a1416147e386e842a
140,2,0.077551,0.977306,0.833343,0.486923,0.174911,0.05261,0.50363,0.035073,0.081794,0.051958,0.023262,"{'agent_logic': 0.860184, 'agent_skeptic': 0.881873}",57367c428eb85346fa70e929d2769871d4a0a9f33871b386b86d7a90a5ea7c57
141,2,0.074115,0.989056,0.831741,0.496925,0.131906,0.009027,0.506431,0.006018,0.080772,0.045854,-0.013712,"{'agent_logic': 0.864571, 'agent_skeptic': 0.886042}",c0a638d9f56d90b5975cb702de369256d1f1d5a6a9caaa3bad4f3fa7b6573364
142,2,0.068924,0.986382,0.83213,0.492911,0.08586,0.013076,0.50241,0.008717,0.076804,0.04113,-0.020718,"{'agent_logic': 0.8709, 'agent_skeptic': 0.892651}",4d49b37155f298f348de6e210897fbe542e1665899bec7b2c19c18e7ab9edeee
143,2,0.067269,0.988265,0.831857,0.491073,0.121709,0.030661,0.505964,0.02044,0.075701,0.039346,-0.006609,"{'agent_logic': 0.877241, 'agent_skeptic': 0.894008}",ab0ade21ca8a49dcd218b22a1a33edc291cfe2305f7c64944769756e6bf44a49
144,2,0.04545,0.960816,0.835126,0.485669,-0.096912,0.029706,0.502857,0.019804,0.060156,0.037688,-0.087112,"{'agent_logic': 0.877857, 'agent_skeptic': 0.890054}",b7fad7592d074af49a59c932b25918bff071267f005192bdfca6c1bbbaa6d38b
145,2,0.054074,0.976994,0.833382,0.489269,0.171607,0.040825,0.511526,0.027216,0.064378,0.037704,0.034443,"{'agent_logic': 0.875741, 'agent_skeptic': 0.892104}",36d2991a96dc3306de26173fd5b6d960e50903c00e1e1540dda7df51a62aadf2
146,2,0.039774,0.971172,0.83407,0.482033,-0.106553,0.030467,0.501343,0.020311,0.049549,0.036375,-0.057093,"{'agent_logic': 0.872594, 'agent_skeptic': 0.891632}",6c751507a179396bc380504460e64c800016f06f8e1d9002a0868e83e4243367
147,2,0.030748,0.978791,0.833156,0.48123,-0.122779,0.029239,0.505861,0.019493,0.035418,0.035073,-0.036038,"{'agent_logic': 0.87276, 'agent_skeptic': 0.887147}",f8c6a982714be0417c7c88679b73fc3d6ae0a009ffec8b9ac649617a68235fc5
148,2,0.017447,0.969172,0.83429,0.474645,-0.053804,0.049113,0.504678,0.032742,0.027581,0.036529,-0.053127,"{'agent_logic': 0.879094, 'agent_skeptic': 0.886724}",b900114cd53dce05dac4241890dfa626fb2190f617aff3e44009388e0e97ae99
149,2,0.012916,0.982529,0.832665,0.47189,-0.057557,0.041896,0.500292,0.027931,0.020434,0.036846,-0.018095,"{'agent_logic': 0.879608, 'agent_skeptic': 0.891807}",169c0ca67234872b6214b0f35c005897a387c576eeae3872e088b9f3300a2d46
150,2,-0.00221,0.956795,0.835478,0.459038,-0.131597,0.09934,0.502916,0.066227,0.009209,0.044565,-0.060481,"{'agent_logic': 0.873142, 'agent_skeptic': 0.896531}",e17803de6c2087149a25e6a05eedd79586e0de2c6d5c3557138c57f6668831b0
151,2,-0.021694,0.968046,0.834411,0.485189,-0.231664,0.006624,0.517597,0.004416,0.007341,0.039185,-0.077765,"{'agent_logic': 0.867744, 'agent_skeptic': 0.890524}",48b0f6aed03828718da2fba3efe046cd99a450fd397622cacdbef79fffd64d2d
152,2,-0.031792,0.966579,0.834565,0.468975,-0.185629,0.083554,0.510868,0.055703,0.018835,0.04453,-0.040366,"{'agent_logic': 0.871571, 'agent_skeptic': 0.882958}",06fdaecafed3c8c6d69f6206351356264b49245231c99e0f702844574c2b9f8b
153,2,-0.038714,0.981896,0.83275,0.477476,-0.073263,0.024543,0.503673,0.016362,0.021459,0.041477,-0.027633,"{'agent_logic': 0.875721, 'agent_skeptic': 0.88937}",faa2a8dce7e8e061912b8deff0f1dfd3fb43393187868ec4c84861bf450d15a1
154,2,-0.04287,0.98384,0.832486,0.476842,-0.100617,0.035575,0.504653,0.023716,0.025592,0.040282,-0.016597,"{'agent_logic': 0.877558, 'agent_skeptic': 0.894657}",38d01a45830206b3115ce92fcfe7ecfc1a7b691c4b07e421f5e636aa4de33f7f
155,2,-0.045569,0.989591,0.831661,0.482931,-0.139412,0.016722,0.506039,0.011148,0.031815,0.03681,-0.010771,"{'agent_logic': 0.878259, 'agent_skeptic': 0.896338}",4c2ee71b17602fcb684ed1f91783996e67c6c51010269e925ed4c73a76cd017d
156,2,-0.058364,0.97783,0.833277,0.491775,-0.209024,0.007135,0.514034,0.004757,0.041932,0.032582,-0.051065,"{'agent_logic': 0.876964, 'agent_skeptic': 0.893102}",0350710b6acebfdaec319d4f3fa6bcee795bbc0596cb7009e22dd1781cbdbf38
157,2,-0.066694,0.977766,0.833285,0.485246,-0.216029,0.041196,0.51029,0.027464,0.051302,0.03336,-0.033269,"{'agent_logic': 0.872863, 'agent_skeptic': 0.892977}",c550077132cdb9f90eb0146ae0ee449e497664b05cf1dd1d71e83f212ea61905
158,2,-0.069915,0.987398,0.831984,0.491454,-0.108415,0.027434,0.516087,0.01829,0.052374,0.032246,-0.012863,"{'agent_logic': 0.876482, 'agent_skeptic': 0.898682}",e133b033be4118c079972d5323ac1240a96379f7d230e2755ba8afdf88e1997f
159,2,-0.078044,0.96074,0.835133,0.469932,-0.158573,0.130937,0.512645,0.087291,0.05666,0.044705,-0.032528,"{'agent_logic': 0.871007, 'agent_skeptic': 0.901935}",8d29e5695c85173642451793e711d8db7459828f535b34855f095a98bc0f70ed
160,2,-0.073548,0.983949,0.832471,0.493434,-0.102559,0.031146,0.51907,0.020764,0.056698,0.042484,0.017954,"{'agent_logic': 0.875066, 'agent_skeptic': 0.907762}",8c2ee51b151a5bb0313ef4edb671a2d5cfd0f8e1b29192c1b9d611017a29e79d
161,2,-0.082318,0.97849,0.833194,0.490757,-0.212924,0.029899,0.510389,0.019933,0.064089,0.040412,-0.035018,"{'agent_logic': 0.872894, 'agent_skeptic': 0.907217}",0cfd11b320b177390d03ec94f2e99086a8dd23964a104df63509bc6e61ddf3f3
162,2,-0.093161,0.980022,0.832997,0.507376,-0.237906,0.008095,0.528964,0.005397,0.072259,0.035804,-0.043284,"{'agent_logic': 0.871322, 'agent_skeptic': 0.904557}",fb1bc79690886e31848cc5941c49432bb723a1142413b5a625ac4e5e9a975e4f
163,2,-0.08995,0.977197,0.833357,0.491359,-0.095512,0.079255,0.526766,0.052837,0.069955,0.041065,0.01284,"{'agent_logic': 0.873699, 'agent_skeptic': 0.906116}",89e0987f31992d0eec863cd7bcbeed6829b4ccf1fec1e365d3f726294ad6380d
164,2,-0.090543,0.990946,0.831457,0.496372,-0.14935,0.024382,0.515217,0.016255,0.071517,0.038476,-0.002369,"{'agent_logic': 0.876241, 'agent_skeptic': 0.909639}",0ee3aadbb8fb35dd70728b20f9e8f312c520de9f08519a590c4f39ba99a8b4a0
165,2,-0.096649,0.960661,0.83514,0.473084,-0.153936,0.143026,0.515253,0.095351,0.073198,0.05163,-0.024443,"{'agent_logic': 0.871386, 'agent_skeptic': 0.910178}",4dee9e9e41347351230a161ecafc025fc3e46938aed85d1aece56243f651d26f
166,2,-0.09257,0.981798,0.832763,0.48366,-0.013434,0.042182,0.501399,0.028121,0.06531,0.04987,0.016289,"{'agent_logic': 0.876893, 'agent_skeptic': 0.908296}",3ab0bbf6d85079d3c45e4b1b46833d694a78cd2ba58862060912858ced71f942
167,2,-0.086083,0.980075,0.83299,0.484963,-0.063431,0.034698,0.502685,0.023132,0.061701,0.047386,0.025903,"{'agent_logic': 0.883568, 'agent_skeptic': 0.910346}",af5c90a96daef063f7d39435bb7bdcbddd6917d8ab0e290ae9d03f63da7e60c6
168,2,-0.087159,0.988368,0.831842,0.493025,-0.092234,0.031475,0.516743,0.020983,0.060446,0.044832,-0.004298,"{'agent_logic': 0.888906, 'agent_skeptic': 0.913595}",cbb237148fd8b5390c7e1582b7f187fce46cac9110764d881ae62eafddd5acfd
169,2,-0.079444,0.97339,0.833816,0.477968,-0.018157,0.062792,0.503502,0.041862,0.054403,0.046695,0.030826,"{'agent_logic': 0.895508, 'agent_skeptic': 0.911308}",3203a530e0cb71077971b844c145e0cf22d7c1f68335e4aa6529ccdcd43037d8
170,2,-0.082728,0.973685,0.833781,0.478326,-0.065772,0.092082,0.515777,0.061388,0.052259,0.052095,-0.013132,"{'agent_logic': 0.897444, 'agent_skeptic': 0.909913}",d1d6588a13f72bd063de9b96c5725735e4c5bb9c524c44938f9a113ebcbb6b55
171,2,-0.076885,0.983859,0.832483,0.485392,-0.010382,0.018709,0.50448,0.012473,0.04668,0.047227,0.023323,"{'agent_logic': 0.898495, 'agent_skeptic': 0.912461}",fe5c2185feb6f307cff6dae737773c966275f7aad43f06c125f4cb7ba50afe64
172,2,-0.073804,0.983875,0.832481,0.479778,-0.08894,0.040508,0.502049,0.027005,0.047008,0.045866,0.012304,"{'agent_logic': 0.901237, 'agent_skeptic': 0.916201}",95981b4516d54d6b918387a837655db940bc25acda7af0aab68ffacd1505a632
173,2,-0.059721,0.975137,0.833609,0.490096,0.030226,0.007864,0.512419,0.005242,0.039352,0.040464,0.056205,"{'agent_logic': 0.901306, 'agent_skeptic': 0.916315}",0ac47817f52457bb231a1fbad18575d4dc3230383d96e568f92a85c08194dbfe
174,2,-0.060323,0.990843,0.831473,0.481758,0.003176,0.025125,0.505779,0.01675,0.034418,0.038056,-0.002402,"{'agent_logic': 0.904942, 'agent_skeptic': 0.916036}",1b626ab2d1f38fc497d733dc69156f849a2562cde5eccf0a365d5538e6b52b87
175,2,-0.050918,0.974691,0.833662,0.475758,0.037414,0.047011,0.50584,0.031341,0.027794,0.038822,0.037565,"{'agent_logic': 0.902558, 'agent_skeptic': 0.918628}",a075f633c59911f1c2839ae324b54c7e54a1787dc3cd241fcdd290497905994d
176,2,-0.042558,0.972839,0.83388,0.473882,-0.006934,0.063719,0.50981,0.042479,0.024921,0.041647,0.033403,"{'agent_logic': 0.902519, 'agent_skeptic': 0.92}",ecb9b8c7af5a18362fa677a3908d91d7deaedd188db772b1300eae9dd5dfe230
177,2,-0.040715,0.980517,0.832933,0.472174,0.037825,0.069235,0.511217,0.046157,0.019408,0.044791,0.007366,"{'agent_logic': 0.899595, 'agent_skeptic': 0.92}",23562f7adac92f85a17a76d9933d1c39df67e1fd80842bdf27e0190b4c294625
178,2,-0.038984,0.979721,0.833036,0.474092,-0.01327,0.072762,0.516642,0.048508,0.017964,0.047953,0.006917,"{'agent_logic': 0.902941, 'agent_skeptic': 0.918746}",9d30966f0ed415da38f52d4d00a9d74246137b39e7a5f3567b7decd0bf93ca5e
179,2,-0.029091,0.978276,0.833221,0.479201,0.116492,0.020561,0.511459,0.013708,0.008042,0.043905,0.039495,"{'agent_logic': 0.901235, 'agent_skeptic': 0.913624}",e523ab65ea6958cc4e3e3e35c05a516923b48d049af3ea32172a33b7faa15de0
180,2,-0.017905,0.980252,0.832967,0.475903,0.149442,0.002923,0.501393,0.001949,0.002886,0.038137,0.044635,"{'agent_logic': 0.896945, 'agent_skeptic': 0.908941}",7a96928cbed8f3a9f454b72f4f3afdcc0f2100ed161c329c52ead1ea2aa50c2a
181,2,-0.009648,0.976181,0.833482,0.468206,0.068189,0.047461,0.501684,0.03164,0.007085,0.03895,0.032978,"{'agent_logic': 0.89562, 'agent_skeptic': 0.912592}",4c6bf1672f3a5c5cee24a01da3dfb34b58a399a7f9732b593da82c9f2e4d4a05
182,2,-0.01614,0.975836,0.833524,0.466499,-0.079585,0.061476,0.506476,0.040984,0.000929,0.041466,-0.02594,"{'agent_logic': 0.901812, 'agent_skeptic': 0.910389}",cd311aae7086ab42336afaf8f668024ab84d3d6c3aebf9b7b901a14700d248fe
183,2,-0.005081,0.952824,0.835794,0.458014,0.159673,0.146858,0.517309,0.097906,0.011463,0.054698,0.044275,"{'agent_logic': 0.889312, 'agent_skeptic': 0.914997}",b21c0a6f98dcde7eca7dc5a3d2ccae4979b07581136e89f6f387823618d566a2
184,2,-0.002917,0.973282,0.833828,0.46018,0.033051,0.098615,0.503327,0.065744,0.012291,0.059824,0.008651,"{'agent_logic': 0.887917, 'agent_skeptic': 0.916299}",c665d8c9d9c4c976838026ffe471c4e930b997b10a5c8f2d25e44afb66e66a79
185,2,-0.003837,0.961339,0.835078,0.448614,0.076377,0.167108,0.505562,0.111405,0.015908,0.073111,-0.003684,"{'agent_logic': 0.879915, 'agent_skeptic': 0.915996}",74b087edfbf51369e3058ff90c5c3d0ef80fe6b4c8e17ffd62f3045a6114f8c2
186,2,-0.009094,0.97266,0.8339,0.470007,0.019556,0.071532,0.509978,0.047688,0.015302,0.072148,-0.021008,"{'agent_logic': 0.881023, 'agent_skeptic': 0.918549}",5155a25f4a290f61facf3b39368f428461688af7caddcd322cfde2a467c7bac9
187,2,-0.006544,0.974267,0.833712,0.466004,0.066697,0.082979,0.505676,0.055319,0.017913,0.072804,0.010191,"{'agent_logic': 0.878732, 'agent_skeptic': 0.92}",dc401267ff323f26cbd40997b36eca03ed7250038a36dbe4dd4611d633f7bd72
188,2,-0.01232,0.957912,0.835384,0.454938,-0.025648,0.144338,0.509623,0.096226,0.014053,0.081322,-0.023121,"{'agent_logic': 0.877981, 'agent_skeptic': 0.915507}",eaf9a1854830a353ce3c4614f4813f465fcd545cc7cdd508982badcbd2f9c240
189,2,-0.026404,0.935725,0.836795,0.44174,-0.09177,0.19599,0.507957,0.13066,0.006249,0.095343,-0.056438,"{'agent_logic': 0.877277, 'agent_skeptic': 0.905082}",9921984bb037dd5955dd37e185e647c18c84ec0fea6948f4776b3b6ae0922043
190,2,-0.029072,0.969041,0.834305,0.463696,-0.001125,0.098873,0.512936,0.065915,0.005424,0.094812,-0.010668,"{'agent_logic': 0.876878, 'agent_skeptic': 0.906675}",744fee031e22423622e536ac0739baef06481c7d0ff44fe35257ecf88906b5a2
191,2,-0.032358,0.94675,0.836217,0.437364,-0.05337,0.210167,0.507442,0.140112,0.001215,0.108782,-0.013171,"{'agent_logic': 0.872728, 'agent_skeptic': 0.898592}",9646b0580e67440f46cc7af69ffb43a4800497168b45dae59f98a512ab799a39
192,2,-0.043143,0.945985,0.836265,0.445516,-0.058308,0.154263,0.501207,0.102842,0.002818,0.113549,-0.043176,"{'agent_logic': 0.872041, 'agent_skeptic': 0.894488}",c162ea08853311806b5444807e417443f2d0a8b87e27332fc21f576027419573
193,2,-0.037865,0.968819,0.834329,0.467398,-0.032033,0.07326,0.51072,0.04884,0.004615,0.107149,0.021095,"{'agent_logic': 0.874879, 'agent_skeptic': 0.896867}",37d59cb9f5092a115fad6536b4d99edd536916d0a6c17021d000c62de0b78e3f
194,2,-0.042214,0.946431,0.836237,0.447067,-0.0558,0.19871,0.517934,0.132473,0.007781,0.117907,-0.01743,"{'agent_logic': 0.870851, 'agent_skeptic': 0.890745}",1dae53d105191585f1c00425f2debee3dfb622a81845ad201dfd09bcef3e4974
195,2,-0.058969,0.946465,0.836235,0.462149,-0.147375,0.105076,0.507266,0.070051,0.016673,0.115021,-0.067008,"{'agent_logic': 0.877508, 'agent_skeptic': 0.885783}",5aa62c8e44303d569685e89a7637e2cc71e0cc9367bf7c1ad67ebae4bd649838
196,2,-0.070551,0.945115,0.836318,0.45548,-0.151461,0.150293,0.507903,0.100195,0.024769,0.1184,-0.046364,"{'agent_logic': 0.880837, 'agent_skeptic': 0.878622}",eca0e4f06662aa3a19c4923fcb151b909b8112aaebdc9d3da308cd5e502d5239
197,2,-0.077924,0.956516,0.835501,0.460602,-0.193661,0.119846,0.501626,0.079897,0.034708,0.11736,-0.029494,"{'agent_logic': 0.887764, 'agent_skeptic': 0.871746}",8a1134dfbbe49e11d050d6623437c419f8cdb4f74bb9443369620d3a6d7a3711
198,2,-0.092381,0.954773,0.835643,0.474509,-0.215377,0.078747,0.507334,0.052498,0.044901,0.111137,-0.057784,"{'agent_logic': 0.891774, 'agent_skeptic': 0.867267}",fc322111d6183c00caeec0432032b0a7dda8274eb8b1ca5eb42c83db9b330fe8
199,2,-0.098344,0.971795,0.833999,0.486936,-0.136499,0.054028,0.519251,0.036018,0.048613,0.102582,-0.023825,"{'agent_logic': 0.89744, 'agent_skeptic': 0.869575}",de411d91448c6045886bd750db3b9dbb7aa4599ef91895c0c30a36b4dc33fec3
200,2,-0.105144,0.952298,0.835834,0.472513,-0.257379,0.152822,0.523805,0.101881,0.059938,0.108031,-0.027229,"{'agent_logic': 0.903192, 'agent_skeptic': 0.858661}",5cd20ae98150420b5e63f4cdff5b3bf3c8d42552a20defa91aad33ca235ec2ad
201,2,-0.119227,0.934671,0.836838,0.46842,-0.20856,0.189548,0.526668,0.126365,0.06665,0.117477,-0.056438,"{'agent_logic': 0.903594, 'agent_skeptic': 0.849802}",59875d1a423fa490c0e734807207ac90c65a78615c9cc7fec8261f836e3b8377
202,2,-0.125344,0.979939,0.833008,0.505664,-0.220733,0.007935,0.525289,0.00529,0.073367,0.102059,-0.024413,"{'agent_logic': 0.904107, 'agent_skeptic': 0.85259}",f8f5ac8c74121b35989669fbf2fbf2cf1482bcf490ea664681165d237c1b03c8
203,2,-0.132892,0.978625,0.833177,0.510459,-0.206261,0.011381,0.533012,0.007587,0.078314,0.089246,-0.030136,"{'agent_logic': 0.906096, 'agent_skeptic': 0.856305}",813b7d119b39225dcbf01b5610016fda390bcc6221c8a62e59c0b103eab6ab97
204,2,-0.133641,0.990549,0.831517,0.516874,-0.226866,0.003857,0.539337,0.002571,0.084041,0.077252,-0.002989,"{'agent_logic': 0.905924, 'agent_skeptic': 0.859583}",0ffc6b4f632ce4c81b81e3d8fcf72984896bddc97a6581ac7da322eec027ef87
